allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
125.89	132.79	137.74	127.08	152.67	95.71	106.84	138.47	83.8	117.65	97.32	109.28	126.45	137.33	125.39	121.43	114.42	110.9	112.29	137.95	146.84	101.77	138.71	163.57	129.89	142.7	109.59	90.85	127.89	130.96	128.9	74
138.16	147.45	152.11	142.93	169.72	109.47	119.65	154.36	93.96	130.08	108.84	121.65	138.02	149.25	138.79	133.51	126.14	121.45	123.76	149.6	158.63	111.93	150.03	176.15	140.86	154.37	120.28	101.57	138.96	142.54	140.19	83.65
144.33	156.34	162.44	152.16	178.81	119	128.15	164.48	101.84	139.76	117.62	131.23	147.43	158.44	147.87	142.69	135.46	130.96	133.44	159.26	167.95	121.42	160.33	186.59	151.12	164.42	129.36	111.2	148.83	152.63	149.31	92.83
154.18	167.47	174.34	164.57	191.34	131.45	138.92	177.18	110.99	149.98	127.56	141.64	157.25	169.08	158.22	152.53	145.74	140.51	143.71	169.99	178	131.65	170.74	197.38	161.43	174.54	138.81	121.95	159.52	163.41	158.93	103.37
167.57	181.94	190.08	179.16	206.42	146.32	152.22	192.3	122.7	162.99	140.87	154.27	169.78	181.77	171.56	165.18	158.4	152.16	156.03	182.53	190.64	143.22	183.31	210.63	173.81	187.13	150.5	134.57	172.08	176.43	171.65	115.36
173.22	188.93	196.6	186.14	212.35	153.27	158.51	199.41	128.58	169.43	146.33	161.9	176.6	187.91	177.47	171.94	164.81	159.81	163.78	189.99	196.99	150.49	190.83	218.04	181.34	194.75	156.3	141.37	179.05	182.94	177.34	122.36
184.26	200.65	209.39	199.22	224.72	165.47	169.93	213.11	138.87	180.63	157.56	172.69	188.01	199.05	188.92	183.06	175.84	169.89	174.97	200.96	207.98	161.17	201.62	229.58	192.52	205.24	166.26	152.53	190.17	194.31	188.11	133.57
197.03	212.94	222.25	211.96	238.55	178.89	181.39	226.27	149.08	191.93	168.63	184.46	198.4	209.89	200.55	194.07	187.3	180.73	186.08	211.81	218.72	171.59	212.64	241.81	203.22	216.24	177.25	164.26	201.23	205.74	199.16	144.96
202.83	219.52	229.52	218.01	244.77	185.51	187.73	233.48	156.03	199.7	175.73	192.52	205.81	217.03	207.61	201.23	194.55	188.76	194.27	219.86	226.11	180.12	221.31	250.65	211.35	224.59	184.55	172.29	209.48	213.36	206.28	152.86
216.96	235.42	245.45	234.71	262.38	201.77	201.8	249.36	168.22	214.15	190.46	206.26	219.45	231.13	222.48	214.61	208.01	200.83	206.58	232.94	239.82	192.35	234.6	265.2	224.22	238.14	197.43	186.13	222.69	227.2	219.49	166.14
