allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
135.38	140.72	144.84	133.93	160.02	103.45	113.72	144.49	91.36	121.37	103.14	115.16	131.8	143.55	131.16	126.88	119.02	117.96	118.35	142.12	151.8	108.41	141.76	167.16	134.63	146.38	116.36	97.64	131.17	135.92	134.21	79.36
144.01	150.8	155.67	145.15	170.42	114.37	124.81	155.09	98.75	130.12	111.24	123.86	140.05	151.86	139.84	135.39	127.21	126.54	127.1	150.89	160.11	116.92	150.22	176.12	142.88	154.83	124.32	105.48	139.44	144.43	142.36	86.69
154.25	163.49	169.31	157.98	184.3	127.95	137.4	169.31	108.62	140.35	122.18	134.32	150.4	162.64	150.12	146.37	138.06	136.71	137.31	162.05	170.64	127.45	161.16	187.43	153.75	165.62	134.64	116.13	150.19	155.01	152.49	96.89
164.67	176.07	182.36	171.13	197.34	140.75	148.85	182.46	118.76	150.12	132.42	144.46	160.57	172.98	160.9	156.68	148.57	146.71	147.61	172.25	181.72	137.48	171.35	198.22	164.26	176.22	144.18	126.42	160.85	165.59	162.83	106.53
175.15	187.14	194.17	182.94	209.04	152.19	160.66	195.13	128.73	160.17	142.49	154.8	170.82	183.23	171.03	166.77	158.56	156.69	157.78	182.36	191.6	147.12	182.12	208.41	174.47	186.26	154.07	136.03	171.26	175.69	172.52	116.32
184.92	198.41	206.17	195.04	220.86	164.56	171.8	207	137.85	170.52	152.59	165.02	181.36	193.91	182.05	176.95	168.55	166.43	167.97	193.35	201.7	156.78	192.2	218.36	185.36	196.48	163.56	146.16	180.47	186.29	182.9	126.39
194.84	209.07	217.75	206.43	231.65	175.4	182.5	218.47	147.1	180.66	162.08	175.47	191.09	203.61	192.11	187.21	179.03	176.26	177.83	202.64	211.14	166.76	202.17	229.2	195.36	205.94	173.04	156.12	190.13	196.67	192.65	136.59
204.81	220.29	229	217.42	243.95	188.08	193.62	230.27	156.25	190.38	172.66	185.66	201.34	213.58	201.78	197.28	189.08	186.16	188.22	212.71	221.14	177.24	212.05	239.76	205.42	215.75	183.1	166.14	200.49	206.48	202.24	146.19
214.81	231.25	240.63	229.22	255.35	198.79	203.9	242.15	165.84	200.4	182.47	195.79	210.46	223.77	212.08	207.22	199.16	196.12	198.44	222.8	231.31	187.1	222.33	250.29	215.26	225.97	192.69	176.17	210.6	216.23	212.14	156.35
225.75	242.54	252.7	240.45	267.58	211.04	214.1	254.6	175.39	210.48	193.51	206.01	221.08	234.42	222.49	217.68	209.61	206.04	208.85	233.42	241.28	197.24	232.74	262.52	225.75	236.32	202.42	186.9	220.6	226.77	221.99	167.19
316.8	336.08	349.16	337.3	362.51	308.14	301.31	352.93	261.31	303.07	284.39	300.24	312.18	326.12	316.89	308.46	299.76	295.16	301.1	327.18	331.85	287.12	326.67	357.12	318.52	329.2	289.27	280.81	314.04	321.31	310.63	260.37
