allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
130.86	144.04	148.08	138.39	164.76	106.38	116.06	148.95	90.48	124.21	103.77	116.87	133.34	143.97	132.83	128.36	121.26	119.23	120	144.98	153.28	108.97	145.55	170.94	136.57	149.29	116.26	98.84	133.23	138.59	135.46	80.08
139.7	156.04	162.26	151.83	178.61	119.34	128.26	163.25	99.15	135.07	113.79	127.88	143.29	154.26	143.74	138.71	131.81	129.27	130.38	155.29	163.56	119.26	156.12	182.38	146.78	159.88	125.95	109.47	143	149.5	145.33	89.88
150.94	172.3	178.56	167.64	195.78	136.03	141.92	180.45	110.62	148.09	127.13	141.13	155.99	167.25	156.59	151.89	144.37	141.36	143.16	168.59	176.33	131.39	169.61	196.25	159.8	173.19	137.73	122.42	156.33	162.64	158.08	102.27
159.84	184.48	191.58	181.3	207.61	149.37	153.53	194.81	120.4	158.97	137.48	152.27	166.78	178.1	168.04	162.24	154.91	151.82	153.88	180.14	187.35	141.93	181.23	208.08	171.26	184.44	147.7	134.09	167.88	173.88	167.96	113.25
171.72	200.09	206.9	196.53	224.01	164.63	168	210.09	132.55	171.74	149.51	165.25	179.02	190.88	181.23	174.86	167.25	163.92	166.15	192.72	199.79	153.5	193.8	220.96	183.97	197.34	159.24	147.22	180.54	186.89	180.6	126.02
182.57	212.27	219.48	209.45	236.65	177.97	179.07	223.09	142.96	183.37	160.97	176.93	190.35	201.66	193.07	186.16	179.18	174.83	177.58	204.1	210.84	164.65	205.49	233.51	196	208.58	169.96	158.15	192.04	198.67	191.56	137.66
188.52	221.87	231.22	220.02	247.64	188.51	188.71	234.63	151.2	192.97	169.67	187.12	199.84	210.92	202.12	195.52	188.83	184.51	187.63	214.03	219.39	174.65	215.24	244.3	206.11	218.45	179.1	169.19	202.24	208.66	200.33	147.58
203.73	236.84	246.68	235.07	263.49	203.83	202.1	251.32	163.1	206.7	183.34	200.67	212.45	223.92	215.25	208.54	201.35	196.64	200.8	226.61	232.94	187.6	228.31	259.17	218.55	231.43	191.37	182.17	215.06	221.73	213.17	160.57
213.61	248.79	258.39	247.18	275.91	216.58	212.41	264.36	172.96	217.14	193.69	211.38	222.74	234.11	226.13	218.9	211.87	206.82	211.19	237.51	243.23	197.82	239.59	270.41	229.11	242.31	201.41	193.36	225.39	232.59	223.67	171.37
223.29	261.07	270.53	260.04	287.12	228.27	222.11	276.07	182.56	227.33	203.73	222.28	233.11	244.66	236.51	228.91	222	216.43	221.33	248.61	253.77	207.78	250.28	281.36	240	253.4	211.16	203.79	235.95	243.82	233.26	182.43
324.67	358.31	372.37	360.55	388.4	331.21	310.63	379.74	271.4	328.41	299.88	323.82	329.11	340.4	336.58	324.87	317.28	310.36	320.24	347.35	347.53	302.72	350.62	385.89	337.78	351.82	301.78	306.42	334.95	344.19	327.32	281.9
409.67	436.08	452.48	441.44	467.79	410.74	378.23	462.02	340.47	410.14	377.64	406.66	406.74	417.76	417.28	400.93	394	385.52	399.09	428.48	424.96	378.48	433.4	471.42	417.35	432.53	374.19	389.64	415.92	426.92	402.1	362.16
480.95	498.04	519.63	507.49	534.46	477.11	433.06	529.87	398.62	477.98	442.15	474.96	469.92	480.92	484.21	463.19	457.25	447.42	464.25	495.31	487.07	441.46	500.9	543.73	481.87	499.2	433.9	459.37	481.97	495.06	463.58	428.88
