allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
113.2	116.41	123.14	114.74	143.14	77.7	95.06	127.17	69.38	110.63	84.61	95.68	116.48	125.93	114.13	112.27	104.81	96.06	98.71	126.65	139.59	85.66	126.32	153.44	119.08	132.17	96.5	72.19	116.75	117.92	118.16	62.06
118.17	121.8	129.38	121.04	148.8	83.44	99.72	134.15	73.66	116.21	89.25	101.26	121.91	131.56	119.55	117.58	110.13	101.38	103.81	132.46	144.44	91.04	132.12	159.44	124.98	137.31	100.17	77.63	122.43	123.43	122.67	66.86
127.69	132.35	139.73	131.76	158.97	92.75	108.42	144.68	80.8	125.33	97.29	110.25	130.32	139.86	128.8	126.1	118.7	109.14	112.88	141.68	152.83	98.69	140.91	168.86	134.15	146.34	107.64	85.6	131.99	132.65	131.77	74.57
139.94	144.9	153.23	145.37	173.84	106.68	119.47	158.94	90.38	138.15	109.58	122.69	142.09	151.45	141.95	137.79	130.78	119.29	124.25	152.58	164.52	109.44	152.87	181.07	144.98	158.02	118.28	97.61	143.76	144.79	142.83	85.41
146.81	152.42	161.31	153.06	181.29	114.34	126.78	167.06	96.79	145.63	116.88	131.52	149.42	158.97	149.08	145.28	137.88	127.15	132.59	161.31	171.37	117.01	160.97	189.97	153.4	165.8	125.21	105.55	151.56	152.62	150.4	92.65
156.09	162.36	172.12	164.03	192.52	125.43	135.7	178.66	105.18	155.67	126.66	141.22	158.63	168.28	159.38	154.08	147.16	136.26	141.8	170.18	181.28	126.16	171.18	200.01	162.73	175.75	134.16	114.89	161.76	163.16	159.53	102.33
162.19	168.63	178.68	170.98	197.98	132.71	141.76	185.64	110.94	161.91	132.86	147.92	165.13	174.63	165.76	160.6	153.28	142.43	148.95	177.59	187.52	133.34	178.23	207.28	169.77	182.5	139.42	121.65	167.68	169.17	164.6	108.59
170.88	177.89	188.64	180.09	208.48	142.6	150.21	195.84	118.85	171.59	142.24	157.71	174.2	183.73	175.45	169.64	162.26	150.86	158.03	186.7	196.55	141.83	187.29	217.18	178.97	191.86	147.36	131.84	177.84	179.09	173.78	118.7
179.35	186.34	197.66	188.67	216.83	150.58	157.19	204.14	126.47	179.71	149.41	165.63	182.09	191.99	183.61	177.5	170.28	158.5	166.12	195.2	203.8	149.64	195.8	225.63	187.18	200.28	154.61	140.52	186.39	187.91	181.48	126.84
188.34	195.7	207.01	199.71	227.11	160.83	164.88	214.82	134.69	189.95	159.72	175.44	191.77	201.26	193.6	186.43	179.74	166.95	174.91	203.91	212.71	158.46	204.98	235.66	196.41	209.11	162.49	148.96	195.48	197.21	190.15	135.92
263.79	270.23	284.91	277.9	306.01	238.69	229.18	296.07	199.41	267.85	231.83	253.24	264.89	273.64	271.46	258.53	250.37	234.82	248.96	279.53	283.4	228.8	282.19	316.36	270.16	284.61	225.6	226.87	271.51	274.51	259.54	210.29
324.09	329.95	347.35	340.62	369.42	303.34	279.94	360.94	250.3	329.7	291.39	318.31	322.85	330.59	333.5	315.02	308.46	290.52	309.66	340.16	339.43	285.75	343.63	382.43	328.83	345.31	276.53	290.04	331.85	336.64	313.58	271.65
373.4	378.1	398.82	392.13	421.39	354.33	320.66	414.18	292.1	381.12	338.96	370.46	370.2	377	384.12	360.83	354.61	334.32	357.99	390.97	385.59	331.7	395.25	436.34	377.36	395.11	317.3	342.26	382.15	388.95	358.8	321.9
415.18	417.88	440.45	434.55	464.23	396.76	354.1	457.51	325.88	423.09	377.57	413.1	409.03	415.49	425.73	398.81	393.6	370.83	397.92	431.26	423.01	369.2	436.3	479.57	416.4	435.82	350.72	384.96	422.7	429.78	394.92	361.3
450.89	450.95	474.74	469.25	499.72	431.77	382.83	493.28	354.63	457.07	409.86	448.66	441.02	447.11	459.63	430.23	425	401.26	430.75	465.15	453.67	400.57	469.94	516.19	448.91	468.57	379.15	419.48	456.72	464.58	425.74	395.18
