allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
125.91	132.25	136.83	126.09	152.33	93.73	105.79	137.33	83.74	117.14	96.48	108.68	126.25	137.63	125.51	121.33	114.2	110.29	112	137.39	146.82	100.92	137.31	162.87	128.85	142.13	109.47	89.46	126.95	130.16	128.31	73.35
136.82	142.68	148.5	138.29	164.43	105.23	116.19	149.87	91.71	127.11	106.05	118.4	135.71	147.27	135.66	130.89	123.68	119.52	121.12	146.73	156.41	110.02	147.07	172.95	138.41	151.48	118.18	98.49	136.65	139.82	138.04	81.61
142.85	151.28	157.25	147.39	173.4	114.59	124.85	159.14	99.17	136.1	114.13	127.5	144.03	155.49	143.92	139.43	132.29	127.98	129.65	156.32	164.64	118.55	156.2	182.45	146.85	160.24	126.13	106.85	145.04	148.32	145.69	89.06
152.82	163.14	169.98	159.06	185.46	126.24	135.29	171.26	108.55	146.18	124.67	138.27	154.34	166.2	155.05	149.73	142.98	137.82	140.4	166.37	175.21	128.77	166.9	193.43	157.35	170.68	136.05	117.78	155.65	159.3	155.8	99.11
162.68	173.97	181.64	170.97	196.68	138.46	146.05	183.75	117.53	156.28	134.52	148.35	163.98	176.13	164.76	160.14	152.12	147.19	150.25	176.37	185.02	138.54	177.04	203.67	167.68	180.96	145.45	127.93	165.62	169.54	165.61	108.99
169.37	183.05	190.84	180.2	205.83	147.64	154.35	193.24	126.38	165.37	143	157.26	173.3	185.29	174.04	168.43	161.54	155.85	159.54	186.37	194.15	147.5	186.73	213.02	177.06	190.53	153.56	136.88	175.41	178.42	174.38	117.93
180.71	194.56	202.73	192.03	218.08	159.55	165.18	205.51	136.13	175.81	153.58	168.04	183.73	195.95	185.01	179.02	171.72	165.74	170.22	196.88	204.25	157.14	197.17	223.96	187.91	201.08	163.5	147.62	185.79	189.55	184.51	128.67
191.55	204.97	214.44	203.31	230.71	171.15	175.31	217.4	145.68	186.61	164.65	178.99	194.42	205.82	196.42	189.67	182.37	176.13	180.64	207.47	214.27	167.37	207.66	235.12	198.26	211	173.45	157.93	196.5	199.81	194.88	139.11
197.77	213.2	222.31	211.4	237.47	179.24	183.41	224.94	153.04	194.96	172.03	187.19	202.18	214	203.52	197.79	190.08	184.7	189.33	215.48	221.98	175.76	215.99	243.97	206.47	219.03	181.16	166.53	204.4	208.4	202.45	147.55
209.32	224.45	234.03	223.22	249.87	191.33	193.26	237.34	162.93	205.37	183.19	198.39	212.72	225.16	214.67	207.71	200.9	194.69	200.07	226	232.88	185.87	226.92	255.8	217.14	229.99	191.29	176.77	215.01	219.01	212.38	157.78
295.77	314.14	327.23	315.66	341.59	284.38	273.74	332.07	242.36	296.59	271.28	290	300.34	312.61	306.17	294.51	287.51	279.02	288.65	316.35	319.84	272.51	318.53	349.89	306.01	320.19	273.55	269.71	305.31	310.72	297.33	247.12
367.55	385.51	401.72	390.3	415.34	357.96	335.8	408.4	306.66	370.79	341.21	365.41	370.26	381.99	379.41	363.2	356.63	346.63	360.49	390.67	388.75	341.05	393.4	428.55	377.3	393.45	337.71	344.98	378.48	386.35	364.13	321.38
430.87	445.1	464.64	452.88	478.78	421.49	387.34	472.9	359.45	434.76	400.8	430.24	429.56	440.52	442.2	421.5	415.19	403.44	420.83	453.13	446.69	398.95	456.37	496.02	438.09	455.25	391.69	409.92	441.02	450.37	420.74	383.21
480.57	493.08	515.86	503.13	530.43	472.35	428.1	525.83	402.69	485.75	448.38	481.85	476.79	487.75	492.09	468.8	462.27	449.87	469.8	502.91	492.87	446.11	506.95	550.47	486.34	504.82	435.41	462.23	490.58	501.58	466.65	433.44
