allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
133.26	148.62	152.65	141.26	167.58	110.2	121.42	152.62	94.84	126.92	107.43	120.21	136.52	147.62	135.68	131.22	123.63	122.97	123.5	147.52	155.86	113.4	148.38	173.44	139.59	151.91	120.18	103.16	135.25	141.06	137.77	83.27
140.5	160.01	164.71	153.33	180.92	123.38	131.67	165.8	103.08	136.25	116.13	130.29	145.25	156.49	144.78	140.74	133.37	132.25	133.18	157.42	164.56	123.03	158.48	183.87	149.68	161.52	129.3	112.52	144.86	150.86	146.82	92.3
154.37	179.27	185.32	174.17	201.55	143.21	150.09	187.1	116.56	150.86	131.19	145.41	159.52	171.83	159.91	155.69	148.05	145.9	147.08	171.93	179.85	136.37	172.6	199.38	164.42	176.31	142.7	127.22	159.14	165.42	161.36	105.69
163.3	193.08	199.1	188.82	215.78	157.94	162.99	201.96	126.38	162.11	142.16	156.46	170.63	183.06	171.27	166.65	159.56	156.97	158.82	183.83	191.26	147.06	185.03	211.46	176.27	188.37	152.72	139.25	170.72	177.99	172.53	117.73
173.95	207.73	214.21	203.49	230.51	172.81	176.26	216.78	137.34	174.78	153.76	169.02	182.74	195.19	183.73	179	171.24	168.73	170.89	196.12	202.88	158.58	197.5	224.47	188.84	200.44	164.08	151.37	183.33	190.32	184.26	130.09
186	222.05	230.11	218.67	246.67	189.7	190.47	233.83	149.01	187.64	165.94	182.3	195.12	207.74	196.7	191.67	184.46	180.83	183.43	208.09	214.55	170.92	209.67	237.83	201.41	212.48	176.14	164.25	196.31	203.21	196.42	142.64
197.8	236.11	244.9	233.41	262.43	203.89	202.52	249.07	159.61	199.62	177.95	194.52	207.1	218.76	208.53	203.45	196.05	192.15	195.37	220.31	226.55	182.56	221.57	251.06	213.54	224.89	187.34	176.57	208.09	214.98	207.75	155.1
209.64	251.14	260.82	248.94	277.98	219.56	216.64	265.39	171.65	211.72	190.63	207.04	218.85	230.88	221.12	215.99	208.28	204.1	207.22	232.26	238.82	195.18	234.28	265.36	226.2	237.32	198.7	189.52	220.05	227.49	219.81	167.76
219.84	264.59	273.19	262.13	290.73	232	227.34	278.89	182.55	223.43	202.21	219.07	230.24	242.48	232.8	226.95	219.47	214.97	218.83	244.38	250.44	205.58	245.86	277.41	237.19	249.11	209.67	201.65	231.35	239.25	230.55	179.1
230.59	276.05	285.71	275.52	302.64	245.02	238.46	291.06	192.13	234.54	212.38	230.04	240.78	253.81	243.88	237.61	230.53	225.24	229.49	256.71	261.97	216.14	258.26	288.6	248.74	261.42	220.01	212.66	242.79	251.3	241.4	190.59
334.85	379.17	393.63	381.42	409.63	352.98	332.2	400.9	284.72	338.52	312.47	335	340.54	352.44	346.83	336.67	329.16	323.39	331.17	357.87	359.25	314.87	360.74	395.98	350.11	362.44	315.3	318.5	344.97	355.31	338.68	293.76
423.51	459.13	476.38	464.5	491.6	436.58	402.82	485.46	358.07	423.37	393.51	421.24	421.58	433.58	431.62	416.64	409.11	401.94	413.21	442.99	439.15	394.73	446.4	485.13	433.59	447.22	391.64	405.15	429.23	441.37	417.65	378.17
