allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
121.52	125.93	131.2	121.4	147.79	87.66	100.96	132.89	79.24	114.19	92.36	103.78	122.72	133.82	121.44	117.82	109.58	105.63	106.84	134.09	143.87	96.27	133.41	158.89	124.88	138.15	104.86	83.47	123.14	125.65	124.57	68.61
128.26	134.52	139.73	130.08	156.22	95.57	107.82	140.99	85.29	122.02	99.18	111.73	130.62	141.18	129.49	125.48	117.14	112.59	114.69	141.22	151.36	103.28	141.33	167.01	132.64	145.73	111.75	90.58	131.43	133.31	132.01	75
136.55	144.18	149.89	140.56	166.62	105.49	118.14	152.1	93.48	131.58	108.07	121.33	139.51	150.42	139.08	135.09	126.66	121.7	124.2	150.73	160.92	112.31	150.99	176.56	142.06	154.97	120.34	99.55	140.64	143	141.01	83.77
144.96	153.74	161.27	150.77	177.27	115.94	127.98	162.61	101.77	140.63	117.68	131.71	148.49	159.95	148.28	144.19	136.37	131.32	133.97	160.41	169.76	121.45	160.33	186.98	151.29	164.49	129.64	108.87	149.8	152.11	150.01	92.21
153.95	163.98	171.25	161.56	187.66	127.03	137.39	173.71	110.45	150.17	127.54	140.66	157.91	169.28	158.32	152.95	145.65	140.12	143.34	170.34	179.5	131.18	170.19	196.9	161.08	174.2	138.42	118.26	159.7	161.77	159.54	101.81
162.56	173.76	181.4	171.32	198.01	137.21	146.31	184.27	118.66	159.89	136.64	150.23	167.09	179.09	167.92	162.5	154.54	148.95	152.71	179.7	189.13	140.09	179.92	206.57	170.9	183.64	146.68	128.1	169.04	171.67	168.54	110.38
171.32	183.27	192.13	181.59	207.01	146.83	155.51	194.43	127.62	169.1	145.85	160	176.54	188.15	177.24	171.78	164.12	157.66	162.01	189.18	197.94	148.73	189.47	215.97	179.93	193.27	155.24	137.68	178.82	181.48	177.32	119.97
180.02	193.32	201.31	191.27	216.46	156.44	163.86	203.59	135.61	178.04	154.82	168.71	185.37	197.33	186.83	180.36	172.52	166.39	170.89	198.21	206.4	157.34	198.58	225.4	188.54	201.92	163.74	146.37	187.6	190.7	186.07	129.33
188.79	202.12	210.89	200.34	225.79	165.75	172.45	213.52	144.02	187.35	163.77	178.17	194.84	205.9	195.76	189.76	181.94	175.08	180.38	207.37	215.39	166.14	207.73	234.91	197.9	210.62	171.88	155.74	197.06	199.85	194.93	138.11
197.13	210.52	219.79	209.64	235.5	175.48	180.94	223.29	151.78	196.75	172.84	187.57	203.2	214.55	204.98	198.42	190.95	183.74	189.14	216.01	224.19	174.89	216.64	244.25	206.66	219.55	180.44	164.8	205.84	208.64	203.34	147.1
278.17	294.5	307.45	296.01	322.49	263.24	255.81	312.58	226.18	281.21	255.18	274.07	284.96	296.93	290.83	279.36	272.06	263.43	273.27	301.06	304.8	256.29	302.59	333.45	290.12	303.81	256.69	249.97	290.51	294.51	282.14	230.14
348.4	363.27	379.84	368.85	394.79	335.24	315.46	387.06	288.13	353.19	323.57	346.46	352.35	363.61	361.98	345.17	338.47	327.42	341.88	372.05	371.15	322.57	374.19	409.66	358.66	374.3	317.59	324.62	361.01	367.39	346.18	302.22
407.83	420.21	439.03	428.11	454.22	394.61	362.73	447.58	337.01	412.91	378.42	407.65	407.71	418.86	420.5	400.14	393.02	380.14	399.22	430.11	425.23	375.75	433.91	472.72	415.55	432.49	367.31	385.65	419.53	427.36	399.89	359.92
457.07	466.51	487.8	476.68	503.26	444.03	403.07	497.92	377.52	461.99	423.78	457.11	453.29	463.77	468.51	444.25	438.51	424.03	445.47	478.45	469.85	420.12	482.62	525.65	461.89	479.43	408.34	435.47	466.91	476.58	443.22	408.1
