allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
114.07	118.33	124.45	115.83	142.99	79.58	95.4	127.93	71.33	111.3	85.52	97.43	117.5	127.7	114.93	112.91	105.36	97.44	99.94	127.79	139.15	87.48	127.64	153.55	120.36	133.13	97.36	74.85	116.72	118.57	118.6	62.57
120.58	126.57	132.96	124.47	151.56	87.04	102.01	136.59	76.81	118.82	92.05	104.84	124.7	134.95	122.86	119.94	112.53	103.82	107.03	135.6	146.5	94.06	135.14	161.19	127.99	140.41	103.17	81.28	124.7	126.75	125.34	69.14
130.02	136.74	143.34	135.38	163.05	96.88	110.8	147.43	84.19	129	101.38	114.75	134.08	143.99	133.16	129.34	122.03	112.78	116.69	144.83	155.13	102.92	144.74	171.99	137.7	149.94	112.01	90.33	134.98	136.59	134.81	77.57
138.65	146.29	153.85	145.5	173.05	107.75	120.05	158.09	92.16	138.23	110.57	124.62	143.21	152.67	142.66	138.68	131.85	121.52	126.59	154.55	164.47	112.18	154.14	182.11	146.99	159.73	120.42	99.7	144.55	146.57	143.76	86.44
147.48	155.41	163.89	154.98	183.29	117.06	128.94	168.51	99.95	147.38	119.56	134.08	152.03	161.85	152.01	147.17	139.95	130.33	135.31	163.6	172.9	120.3	163.94	192.2	155.6	168.76	128.68	108.42	153.25	155.6	152.08	94.76
156.46	164.98	174.24	165.71	193.11	128.12	137.24	178.94	107.63	156.83	129.03	143.61	161.09	170.32	161.2	155.99	149	138.94	144.51	172.71	182.3	129.94	173.13	201.64	165.02	178.25	137.09	117.9	162.72	164.88	160.8	104.18
165.05	173.69	183.69	175.02	202.43	137.75	145.04	188.9	116.23	165.76	137.62	152.6	169.52	179.82	170.44	164.73	157.82	147.11	153.43	182.53	191.19	137.82	182.72	211.1	174.18	187.62	144.46	127.86	171.79	174.91	169.48	113.06
173.64	183.35	192.9	184.4	211.73	146.42	152.94	198.48	123.43	174.85	146.07	161.32	178.14	187.91	179.37	172.72	166.17	155.22	162.21	190.82	199.29	146.55	191.76	220.49	182.82	196.07	152.1	137.01	180.78	183.31	177.36	122.16
182.26	191.09	201.85	193.19	220.01	155.32	160.67	207.39	131.45	183.01	154.15	170.24	186.62	196.17	187.77	181.29	174.41	163.25	170.45	199.4	207.06	154.4	200.31	229.1	191.37	204.58	159.59	145.52	189.61	192.16	185.04	130.64
191.08	200.39	211.1	202.16	229.04	164.36	168.44	216.63	138.95	192.54	162.67	179.23	195.15	204.66	197.18	189.58	183.05	171.26	179.5	208.01	215.41	162.75	209.21	238.31	200.19	212.99	166.96	154.45	198.6	201.07	193.49	139.45
267.5	277.25	291.13	282.56	310.71	244.16	233.62	299.43	205.35	271.66	236.98	260.17	270.15	279.11	276.36	263.77	258.03	242.4	256.81	286.37	289.28	235.56	288.72	322.49	276.94	291.16	233.43	233.77	276.6	280.98	265.3	216.47
329.69	338.66	355.68	347.51	375.55	310.51	287.22	366.55	260.19	336.33	298.89	326.26	330.12	338.75	340.8	322.73	317.47	300.64	319.78	349.89	347.67	296.24	353.52	391.61	338.47	354.69	287.95	300.73	340.46	346.37	322.64	281.5
382.07	389.46	408.53	401.19	429.53	363.64	329.13	421.36	302.39	390	347.5	379.68	379.08	387.1	393.01	370.01	365.53	346.17	369.72	402.59	395.18	342.83	406.65	446.77	388.95	406.23	330.43	354.96	393	400.47	368.92	332.73
424.73	429.67	451.35	443.26	472.44	406.79	362.49	465.25	337.27	431.46	387.56	422.97	418.21	425.34	434.75	408.15	405.31	384.85	410.71	443.93	433.82	381.87	449.23	491.58	429.31	447.79	364.99	398.49	434.3	443.39	406.53	374.29
459.58	463.25	486.41	478.4	508.81	442.36	392.49	501.26	366.4	466.22	419.66	458.58	451.3	457.57	469.12	440.72	437.46	415.57	444.92	478.23	465.43	414.06	483.47	529.32	462.81	481.52	394.75	433.56	469	477.91	437.91	408.66
489.74	491.36	516.41	507.96	538.95	471.84	416.78	531.19	391.66	495.22	447.53	488.19	478.67	484.82	498.07	467.28	464.96	442.36	472.65	506.95	492.7	441.27	513.54	560.01	490.6	511.04	419.61	463.44	498.08	507.84	464.98	437.51
516.82	516.52	540.98	534.47	564.58	496.83	438.59	558.02	413.3	521.49	470.89	514.79	502.32	508.12	523.2	490.6	488.43	465.18	496.84	532.47	517.09	464.87	538.6	585.87	515.61	536.03	441.17	489.52	523.06	534.09	487.69	461.69
538.74	537.55	562.75	555.76	586	519.38	457.37	580.03	432.32	542.36	491.71	536.13	523.13	529.06	544.56	511.19	509.01	484.4	518.9	553.1	536.71	484.71	559.96	607.84	536.29	556.75	460.3	512.14	544.47	554.72	507.74	483.01
558.07	555.79	582.04	575.28	605.54	538.67	473.94	599.12	449.63	561.04	509.89	555.24	541.53	547.26	563.74	529.18	527.91	502.2	536.76	572.67	555	502.66	579.59	627.67	554.34	575.77	476.58	531.34	563.04	573.85	526.13	501.35
591.53	586.9	614.04	607.03	638.85	571.33	502.59	632.4	478.35	593.37	541.06	587.74	572.42	577.58	595.28	559.71	558.64	533.09	568.11	603.73	585.87	533.77	611.18	660.9	585.9	607.02	505.82	563.53	595.05	606.21	556.35	533.81
618.39	613.74	641.63	633.61	665.26	597.99	527.98	659.91	502.97	619.97	567.01	614.51	597.94	602.9	621.05	585.24	583.83	558.24	594.32	630.1	611	559.18	637.29	687.98	611.38	633.17	530.97	590.34	620.89	632.48	581.26	560.3
642.02	636.26	664.25	657.23	689.17	620.84	548.78	683.19	525.12	643.53	588.59	637.78	620.35	624.74	644.75	607.22	605.58	580.12	616.78	652.86	632.78	581.82	660.76	711.83	634.38	655.97	552.19	613.46	644.24	655.56	603.2	582.91
662.13	655.8	684.1	677.06	709.33	642.02	567.54	703.25	543.75	662.74	608.01	657.98	640.11	644.69	663.72	626.37	624.44	598.74	636.08	672.67	652.23	600.1	680.37	731.78	653.46	675.46	571.01	632.97	663.34	675.15	622.8	602.15
680.52	673.97	702.61	694.8	726.79	659.3	584.37	721.5	560.83	681.26	625.29	675.54	657.42	661.94	682.01	643.85	642.4	616.15	654.06	690.52	669.29	618.07	698.21	749.23	671.23	692.7	587.76	651.11	680.96	693.3	640.29	619.71
799.03	789.03	819.31	810.87	844.43	776.19	694.94	838.95	670.83	796.05	737.42	791.43	770.7	775.36	796.26	754.78	753.64	726.97	766.75	805.19	782.77	730.47	813.72	866.52	786.23	806.65	698.17	764.52	795.61	807.54	751.91	732.19
869.8	858.88	890.37	881.83	915.44	847.02	764.84	910.32	740.39	866.82	808.75	861.78	840.33	845.21	865.84	826.02	824.11	797.33	838.09	875.06	853.67	801.47	884.7	937.02	855.45	876.38	766.83	836.2	865.93	877.89	822.68	802.97
924.21	913.07	944.82	935.4	969.81	901	818.83	964.5	795.02	920.84	861.82	915.58	893.69	899.51	919.51	879.17	876.71	851.4	891.29	928.81	907.73	855.02	938.3	990.79	909.51	930.14	821.03	889.49	919.75	931.37	875.99	855.62
968.85	956.7	988.95	980.14	1013.94	945.76	862.94	1008.63	839.33	965.11	906.74	959.72	938.2	944.17	963.77	923.72	921.28	895.14	936.21	972.55	951.85	900.31	981.58	1035.04	954.11	973.76	865.1	934.34	964.17	975.41	920.93	898.92
1008.07	995.18	1028.26	1018.83	1053.69	984.65	902.46	1048.07	877.79	1003.66	945.06	998.57	976.63	982.65	1002.61	962.48	959.34	934.77	974.7	1011.56	990.68	938.49	1021.8	1073.97	993.85	1012.25	904.45	972.59	1002.69	1014.05	959.87	937.12
1043.49	1030.14	1063.04	1053.61	1088.68	1018.91	936.43	1082.28	912.8	1038.84	979.38	1033.05	1011.3	1016.85	1037.35	996.79	993.98	968.73	1008.99	1046.04	1025.49	973.88	1055.61	1108.5	1027.87	1046.99	938.77	1006.21	1037.05	1048.07	994.04	971.16
