allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
111.36	113.38	119.17	110.11	137.92	74.6	91.91	123.13	68.89	107.45	81.07	92.91	113.58	123.09	111.14	109.43	102.35	93.98	95.37	123.77	136.7	83.76	121.78	149.05	116.17	128.84	95.12	70.91	113.25	114.51	115.74	59.22
117.09	119.63	126.69	118.22	145	80.72	97.78	130.52	73.5	114.03	87.01	98.94	119.61	129.92	117.87	115.65	108.61	99.73	102.02	130.1	143.04	89.47	129.03	155.9	122.18	135.6	100.29	75.94	120.06	120.99	121.88	65.12
124.56	129.22	136.05	126.95	153.97	89.3	105.82	139.61	80.51	122.46	94.67	107.44	128.28	138.47	126.71	124.03	117.17	107.15	110.42	138.89	151.1	97.54	137.92	164.8	131.17	143.58	107.9	83.97	129.1	130.12	130.39	71.84
132.34	137.21	144.93	136.61	162.83	98.35	114.34	148.81	87.38	131.36	102.99	116.12	136.94	146.64	135.6	132.78	125.72	115.48	119.06	146.89	159.44	105.32	146.39	173.75	139.61	151.96	115.27	91.58	137.44	138.38	137.97	79.45
139.51	145.43	153.62	144.99	171.45	106.4	121.93	158.12	94.48	139.3	111.13	124.58	144.49	154.33	143.79	139.99	133.76	123.3	127.44	154.88	167.46	113.07	154.21	182.56	147.76	160.27	122.77	99.59	145.46	146.55	145.73	86.67
147.54	153.92	162.73	153.32	180.19	116.02	130.44	167.45	102.08	147.66	120.12	133.41	152.49	162.77	152.83	148.7	141.97	131.32	135.47	163.81	175.54	121.08	162.8	191.12	155.83	168.47	130.7	107.67	153.86	154.98	153.46	94.71
153.84	161.68	170.64	161.68	188.37	124.19	137.37	175.85	108.49	154.96	127.69	140.96	160.57	170.85	160.76	156.34	149.02	138.32	143.17	171.42	182.91	128.97	170.5	199.41	163.63	176.01	137.25	115.3	161.58	162.82	160.9	102.26
162.48	169.69	180.32	170.58	197.46	133.17	145.25	185.01	116.03	163.75	136.17	149.71	168.28	178.74	169.57	164.21	157.18	146.19	151.42	179.92	190.96	136.87	179.37	208.32	171.95	184.68	144.77	124.23	170.4	171.58	168.25	110.07
169.53	177.72	188.44	178.5	204.95	140.95	151.79	193.28	122.97	171.56	143.74	157.73	176.09	186.63	177.04	171.76	164.86	153.24	159.62	187.75	198.58	144.4	187.07	215.95	179.9	192.37	151.3	132.54	177.87	179.61	175.88	117.99
177.67	185.62	196.75	186.92	213.21	149.64	159.15	201.84	130.82	179.77	151.45	165.88	184.28	194.58	185.41	179.53	172.45	160.49	167.08	195.86	205.89	151.35	195.57	223.84	187.28	200.09	158.55	139.3	186.14	186.93	183.49	126.55
