allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
129.47	134.8	139.23	128.33	153.52	96.28	107.69	138.71	86.65	118.12	98.63	110.45	128.9	139.11	127.16	122.66	115.34	113.84	114.19	138.86	148.28	103.73	138.35	163.39	130.05	143.37	111.45	92.17	126.86	132.39	130.7	75
138.32	145.04	149.96	139.12	164.89	107.05	118.69	150.42	94.42	127.79	107.65	120.09	137.22	148.59	137.02	132.61	124.73	121.94	123.03	148.05	157.6	112.76	147.44	173.26	138.94	152.48	120.36	100.9	136.04	141.35	139.08	83.06
147.48	155.96	162.22	151.07	177.35	119.4	129.74	162.83	103.57	137.13	117.29	130.02	146.77	158.36	146.47	141.96	134.76	131.86	133.1	158.28	167.74	122.66	157.9	184.3	149.32	162.63	130.06	110.56	146.15	151.43	149.05	92.23
156.28	166.53	173.48	162.06	187.82	130.81	140.26	173.91	112.18	146.99	127.18	139.89	156.13	168.06	156.56	151.55	143.77	141.01	142.65	168.05	177.19	132.06	167.6	194.37	158.73	172.02	138.89	119.82	155.57	161.28	158.1	101.22
166.18	177.95	184.94	173.49	199.81	142.25	150.46	186.02	122.06	157.16	137.43	149.9	166.33	178.84	166.78	161.76	154.08	150.95	152.46	178.71	187.87	141.92	178.37	204.81	169.39	182.5	148.55	130.7	165.76	171.38	168.25	111.32
174.82	187.36	195.8	184	209.73	152.3	160.34	196.56	131.17	165.95	146.13	159.27	175.91	187.86	176.33	170.89	163.76	159.85	162.35	188.43	197.08	150.79	187.79	213.92	179.49	191.79	157.35	139.57	175.82	181.05	177.18	120.53
184.72	199.18	206.79	195.71	220.65	163.97	170.61	208.19	140.39	176.32	155.98	169.32	185.81	197.87	187.12	180.92	173.9	169.53	172.38	198.19	206.55	160.61	198.15	224.54	189.06	201.95	166.88	149.47	185.83	191.23	187.42	131.01
194.06	208.62	216.89	206.05	231	174.1	180.71	218.28	149.23	185.88	166.21	179.07	195.52	207.23	196.45	190.75	183.29	178.83	182.4	207.91	216.06	170.41	207.55	234.89	199.06	211.39	175.93	159.13	195.89	201.04	196.65	140.05
203.68	218.79	227.81	216.3	241.59	185.31	190.6	229.05	158.31	195.87	175.96	189.65	205.02	217.44	206.81	200.5	193.4	188.73	192.69	218.01	225.64	180.29	217.31	245.56	208.82	221.13	186.07	169.18	205.63	210.84	206.24	150.04
212.79	228.52	238.35	226.28	252.86	195.36	200.09	240.71	167.25	205.42	185.8	199.43	214.32	226.86	216.31	209.74	202.61	198.03	201.84	227.34	235.04	189.72	227.11	255.92	217.74	230.68	194.96	179.23	214.77	220.07	214.79	159.72
