allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
112.74	115.31	121.56	112.59	140.66	76.29	92.99	125.39	69.01	109.08	82.39	93.97	114.64	124.49	112.18	109.99	103.48	95.11	97.06	125.52	137.81	84.84	124.39	151.12	117.69	130.42	95.19	71.47	114.66	116.34	116.16	60.44
119.6	122.38	129.97	121.24	148.29	83.58	99.72	134.28	74.28	116.75	88.49	100.66	121.72	131.79	119.77	117.01	110.63	101.22	103.85	132.61	144.93	91.23	132.36	158.72	124.83	137.75	101.43	77.84	122.25	123.88	123.19	66.86
127.93	131.89	139.7	131.92	158.79	93.02	107.85	144.46	81.44	125.77	97.27	109.94	130.84	140.16	129.63	125.95	119.01	109.24	112.83	141.25	153.37	99.55	141.21	168.1	134.39	146.17	108.75	86.13	131.79	132.84	131.78	74.23
136.14	140.63	149.17	140.84	168.16	102.54	116.74	154.35	88.75	135.05	105.85	119.37	139.4	148.95	138.28	135.1	128.24	117.64	122.03	150.59	161.98	107.57	150.5	178.19	143.03	155.5	116.57	95.46	140.65	142	139.89	82.45
144.69	149.65	159.26	150.35	178.3	111.67	125.06	164.38	96.37	143.79	114.99	128.92	147.86	157.46	147.33	143.57	136.74	125.97	131.11	159.4	170.44	116.19	159.74	187.58	151.69	164.22	124.61	104.08	149.59	150.98	148.52	90.7
152.81	158.84	168.7	159.75	187.81	121.77	133.59	174.36	103.94	152.52	123.58	138.21	155.99	166.16	156.52	151.79	145.25	134.73	140.21	168.41	179.3	124.71	168.52	196.96	160.55	173.19	132.74	113.33	158.61	160.32	156.78	99.49
161.01	167.58	177.6	169.29	196.9	131.47	141.54	184.27	111.85	161.35	132.42	146.87	164.79	174.69	165.08	160.38	153.24	142.28	148.52	177.62	187.02	133.39	177.29	205.93	168.76	181.93	139.58	121.91	167.14	168.59	164.63	107.77
168.97	176.01	186.47	178.35	205.51	139.78	148.76	193.8	119.26	169.84	140.6	155.69	172.77	183.03	173.67	168.15	161.27	149.64	156.4	185.88	194.93	140.5	186.23	214.38	177.04	190.18	147.14	130.87	175.57	177.66	172.5	115.88
176.91	185.03	195.93	186.56	214.3	148.82	156.21	202.54	126.41	178.42	148.59	164.1	181.33	191.23	182.72	176.53	169.41	157.54	164.58	193.73	202.94	148.81	194.93	223.21	185.58	198.45	154.09	139.17	184.07	186.02	180.29	124.8
185.71	193.53	203.46	195.7	222.53	157.52	163.4	211.31	134.05	187.16	156.59	172.59	189.63	198.82	191.15	185.27	177.56	165.47	172.88	201.59	210.73	156.21	202.33	231.48	193.68	206.71	161.64	147.53	192.48	194.84	188.01	132.95
259.11	267.52	281.9	273.53	301.11	235.08	227.01	291.69	198.55	263.95	228.91	250.15	262.82	271.74	268.85	256.6	247.87	233.14	246.22	276.98	281.25	226.64	278.48	312.23	266.8	281.94	224.35	223.62	267.53	271.8	257.17	207.05
321.73	328.05	345.24	337.91	366	300.33	278.74	357.81	250.1	327.63	289.46	316.14	322.07	330.21	332.07	314.66	307.32	289.36	307.91	339.07	338.34	284.87	341.67	379.05	326.73	342.93	276.71	289.01	329.72	334.61	312.54	269.84
371.32	375.75	396.2	389.23	417.9	351.17	319.32	411.07	292.5	378.54	336.77	368.77	369.06	376.49	382.58	360.15	353.35	333.51	355.76	389.12	383.83	329.75	392.82	432.88	374.32	392.64	316.85	340.66	379.04	386.09	355.8	319.27
413.91	416.2	437.83	431.49	460.36	394.16	352.52	454.39	326.59	420.64	375.67	411.53	408.01	414.44	424.58	398.76	392.01	369.61	395.8	429.06	420.63	367.01	434.17	476.33	414.03	432.97	350.08	383.01	419.9	427.81	393.53	358.72
448.07	448.6	471.19	465.01	495.01	428.46	380.59	488.87	354.89	454.46	407.37	446.46	439.37	445.96	458.07	429.15	423.01	400.03	428.02	462.46	451.57	398.09	467.71	512.25	445.89	465.8	377.93	417.54	453.52	461.52	423.3	392.6
477.23	475.86	500.14	493.77	524.72	457.14	404.25	519.64	379.23	482.6	433.96	475.15	466.24	472.42	485.61	455.94	449.64	425.51	456.1	490.48	477.25	424.46	495.48	541.95	473.02	492.59	402.17	446.05	481.14	489.28	449.21	419.77
502.36	499.53	524.62	518.95	549.6	481.68	424.93	544.63	400.81	506.96	457.33	499.81	489.18	494.91	510.74	478.52	472.24	447.82	478.82	515	499.75	447.13	519.98	566.96	495.64	517.78	423.06	470.83	504.95	514.99	470.9	444.05
524.57	520.67	546.02	539.71	571.27	503.29	443.89	566.27	419.29	528.96	477.11	522.17	510.03	516.02	531.93	498.54	491.94	466.92	499.41	535.43	520.5	466.2	541.12	589.09	517.5	537.86	441.34	491.65	526.49	535.46	490.18	464.64
543.56	538.48	564.36	558.76	590.11	522.54	459.77	585.33	435.84	547.43	495.03	540.88	528.07	533.39	550.49	517.19	509.91	483.29	518.02	553.11	537.2	483.94	559.63	607.94	534.54	555.89	457.59	510.36	544.58	553.51	507.47	482.12
576.2	569.53	596.32	590.33	621.87	554.29	488.22	617.51	464.36	579.3	526.3	572.6	557.96	563.6	581.78	546.41	540.24	513.76	547.95	584.54	568.06	514.8	591.19	640.21	565.6	586.87	485.48	542.36	575.97	585.58	537.6	513.66
602	594.66	622.3	615.77	648.68	580.97	512.45	644.2	488.31	604.41	550.64	598.61	583.24	587.86	607.19	570.81	564.77	537.87	573.29	609.45	592.28	539.08	616.65	666.65	590.26	611.82	509.4	568.51	600.9	610.47	561.54	538.58
624.9	616.78	645.59	638.71	671.43	602.36	533.45	666.27	508.84	626.87	572.67	620.9	604.53	609.89	629.1	592.82	585.86	559.3	595.19	631.48	612.95	560.21	639.18	689.13	612.11	633.84	530.16	590.44	622.9	632.91	583.44	560.21
644.79	635.38	664.66	658.56	691.51	622.46	551.62	686.44	528.24	647.03	591.31	641.24	623.83	628.62	648.89	611.09	604.29	577.87	613.94	651.06	632	579.03	658.41	708.71	630.97	653.45	548.05	609.65	642.19	652.7	601.25	580.05
662.79	653.11	681.89	675.62	708.57	639.91	566.98	703.58	544.52	664.01	608.32	658.22	640.98	645.76	665.51	628.14	621.19	594.28	631.12	667.74	649.01	595.45	675.52	725.98	648.28	669.83	564.34	627.19	659.22	669.05	617.64	595.95
