allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
127.97	134.55	139.05	128.44	153.8	97.26	107.98	139.8	86.23	117.77	97.61	110.52	127.68	138.34	126.43	122.24	114.52	113.64	114.4	139.17	147.82	103.77	139.64	163.89	129.84	143.7	110.97	92.72	126.68	132.23	129.38	75.03
139.84	148.16	153.37	142.98	169.2	111.41	121.41	154.5	95.96	129.42	108.96	122.15	139.18	149.9	138.74	134.03	126.38	124.83	125.66	150.51	159.53	114.54	151.02	175.96	141.59	154.91	121.91	103.48	138.49	143.57	140.71	85.03
149.87	160.8	167.36	156.22	183.04	125.11	133.62	168.28	105.51	140.61	119.98	133.79	149.48	161.06	149.73	144.73	137.7	135.59	136.74	161.96	170.2	125.42	162.54	188.61	152.63	166.4	132.27	114.57	149.54	154.9	151.71	95.54
159.23	172.3	178.81	167.84	194.3	136.59	143.87	180.57	115.02	150.63	130.45	143.92	159.3	171.58	160.14	155.06	147.38	145.18	146.87	172.51	180.61	135.41	173.01	198.72	163.8	176.63	141.63	124.64	159.78	165.4	161.44	104.95
170.7	184.89	192.6	181.6	207.63	149.46	155.99	194.46	125.38	161.73	141.35	155.5	170.7	182.33	171.57	165.96	158.54	155.73	157.68	183.56	191.84	145.73	184.4	210.1	174.91	187.82	152.12	136.17	171.5	176.62	172.31	116.07
181.25	196.84	204.89	194.23	220.44	161.98	167.86	207.03	135.99	173.62	152.8	166.41	181.84	193.99	183.27	177.33	169.52	166.49	168.87	194.83	202.7	156.6	195.8	222.08	186.32	199.18	162.62	147.03	182.63	188.82	183.29	127.51
190.92	207.68	216.54	205.88	231.51	173.77	177.83	218.89	145.04	183.81	162.78	177.14	192.12	203.54	193.97	187.81	180.36	176.63	179.48	204.87	212.51	166.44	206.26	232.75	196.3	209.14	172.34	157.6	192.71	198.64	193.7	138.08
201.15	218.36	227.07	216.37	242.4	184.95	187.92	230.22	154	193.94	172.3	187.29	201.76	213.39	203.27	197.65	190.19	186.52	189.51	214.66	222.18	176.59	215.92	243.43	206.36	219.18	181.82	167.89	203.03	208.57	203.29	147.96
210.9	229.09	238.84	227.47	254.64	196.89	198.41	242.12	163.99	204.79	183.11	198.3	212.12	224.22	213.99	207.83	200.53	196.45	200.1	225.72	232.67	186.84	226.61	255.4	216.45	229.51	191.96	178.45	213.18	218.99	212.57	158.26
220.02	238.43	248.91	237.42	265.06	206.6	207.05	252.72	172.78	213.88	192.71	208.13	221.13	233.26	223.41	217.15	209.43	205.37	209.13	235.25	242.08	196.61	236.53	266	226.44	239.21	200.66	188.8	222.37	229.16	221.33	167.93
