allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
131.4	138.83	143.11	133.16	159.01	101.69	111.31	144.38	88.65	120.92	100.91	114	130.84	141.7	130.36	125.75	118.51	116.34	116.93	142.35	151.12	106.61	142.43	167.52	133.9	146.31	113.77	95.66	130.23	134.95	132.89	77.78
141.29	151.29	156.83	146.65	172.83	114.52	123.94	158.19	97.58	132.19	112.01	124.86	140.8	152.16	141.42	136.41	129.11	126.55	127.08	152.62	161.85	116.02	152.97	178.28	143.72	156.76	123.96	105.62	140.72	146.67	142.82	86.77
150.36	163.09	169.08	158.25	185.39	127	134.78	170.95	106.76	142.19	121.67	135.59	151.03	162.39	151.35	146.56	139.25	136.78	137.83	163.38	172.05	126.53	163.99	190.15	154.62	167.72	133.7	116.19	150.95	156.62	152.36	96.98
161.81	176.47	183.23	172.4	198.78	140.59	147.39	185.09	117.05	153.48	133.05	146.68	162.25	173.63	163.31	157.73	150.59	147.63	149.13	174.92	183.54	137.54	175.78	202.07	165.83	179.1	143.98	127.77	162.43	168	163.87	107.87
170.13	186.5	194.68	183.67	210.13	151.77	156.89	197.2	126.49	164.23	142.52	157.24	172.5	184.26	173.54	167.64	160.74	157.04	159.8	185.43	193.14	147.57	186.21	212.56	176.6	189.75	153.41	138.03	172.77	178.87	173.82	118.02
181.09	199.05	207.21	196.57	222.66	164.5	168.84	209.75	137.26	175.39	153.65	168.53	183.46	195.25	184.66	179.22	171.56	167.82	170.42	196.41	203.7	158.07	197.49	224.74	188.23	200.79	163.62	149.37	184.26	190.44	184.94	129.52
191.71	210.69	218.86	208.36	234.35	177.19	179.75	221.95	146.45	186.38	164.23	179.97	194.22	205.64	195.85	189.4	182.23	178.4	181.37	207.48	214.17	168.37	208.1	236.06	198.95	211.65	173.62	159.98	194.88	201.46	194.92	139.85
201.27	221.65	230.59	219.6	246.21	189.15	190.11	233.96	156.29	196.93	174.79	190.83	204.32	215.91	206.48	199.98	192.92	189	192.42	217.94	224.03	178.74	218.92	247.13	209.3	221.83	183.96	170.99	205.38	212.09	204.82	150.71
211.51	232.2	241.64	230.22	257.78	199.55	200.3	245.34	165.27	206.78	184.83	201.25	213.76	225.68	216.04	209.78	202.62	198.95	201.96	228.01	234.18	189.15	229.27	258.75	219.22	232.28	193.5	181.93	215.33	221.98	214.4	161.01
221.48	243.84	254.04	241.87	269.78	211.48	210.64	258.45	175.05	217.66	195.57	211.71	224.69	236.38	227.48	220.43	213.02	208.43	212.49	238.57	244.96	199.6	240.24	270.74	229.57	242.67	203.23	192.77	226.18	232.73	224.82	171.38
