allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
113.52	115.67	122.02	113.28	141.31	77.26	93.69	126.23	69.62	109.25	82.87	94.38	114.96	124.64	112.43	110.68	104.47	95.36	97.61	125.42	138.23	85.23	123.94	151.54	118.18	130.83	96.13	72.6	115.56	116.78	117.12	60.61
120.61	123.09	130.28	121.62	148.86	84.3	100.07	134.55	75.14	116.48	89.08	101.86	121.94	131.56	120.37	117.22	110.85	101.8	104.4	133.26	144.73	91.52	131.72	158.88	125.28	137.96	101.69	78.71	122.8	123.95	123.47	67.07
128.68	133.3	140.07	131.93	158.55	93.4	108.44	144.83	82.27	125.95	97.27	110.66	131.31	140.25	129.86	126.5	119.89	109.87	113.47	141.68	153.19	99.87	140.91	168.56	134.49	146.83	109.56	86.94	132.32	133.47	132.34	75.11
136.64	141.99	149.75	140.63	168.45	103.37	117.4	155.02	89.52	135.03	106.46	120.29	139.77	149.19	139.03	135.47	129.24	118.57	122.68	151.12	162.08	108.17	149.86	178.12	143.31	155.71	117.24	95.96	141.04	142.14	140.44	82.94
144.9	151.1	159.69	151.45	178.63	112.3	125.66	164.99	96.99	144.16	115.53	129.95	148.51	157.99	148.41	144.02	137.5	127.04	132.05	160.12	170.51	116.53	158.99	188.05	151.85	164.72	125.3	104.76	149.99	151.49	148.83	91.35
152.84	159.96	168.55	159.97	188.13	122.89	134.18	174.65	104.61	152.68	123.69	138.6	156.82	166.13	156.88	152.43	146.2	135.4	140.52	168.4	179.05	125.29	168.27	197.11	160.82	173.56	133.33	112.92	158.95	160.4	157.17	99.8
161.46	168.22	178.46	169.72	197.2	132.21	141.67	184.48	111.79	161.72	132.96	147.48	165.49	174.78	165.62	161.07	154.26	143.33	148.73	177.39	187.52	133.24	177.17	205.77	168.95	182.07	140.53	122.1	167.49	168.87	165.03	108.23
170.35	177.56	187.6	178.77	206.53	141.09	149.76	194.02	120.13	170.96	141.53	156.27	174.09	183.7	175.25	169.51	162.94	151	157.53	186.05	195.63	141.46	185.88	215	177.93	191.41	148.46	131.4	176.6	178.37	173.32	116.71
178.09	186.04	196.8	187.48	214.86	149.64	156.84	202.9	127.5	178.99	149.12	164.97	182.51	192.11	183.52	177.23	171.02	158.41	165.86	194.62	203.5	149.19	194.57	223.43	186	199.54	155.17	139.57	184.98	186.64	181.13	125.44
186.01	194.72	204.72	196.4	223.42	158.19	164.68	211.55	135.08	187.25	157.28	173.34	190.35	199.88	192.31	185.26	179.2	166.26	174.17	202.35	210.97	157.1	201.98	232.23	194.33	207.17	162.53	148.15	193.55	194.47	189.1	133.73
260.64	269.26	283.32	274.88	302.32	236.51	228.3	292.79	200.22	265.06	230.4	251.76	264.01	273.29	269.92	258.1	250.23	234.73	247.95	278.15	282.01	227.88	279.54	313.37	268.66	282.73	226.14	225.17	269.41	272.47	258.58	207.6
322.93	329.95	346.82	339.31	367.08	301.59	280.29	359.07	252.08	328.46	291.39	317.84	323.41	331.81	333.37	316.38	309.64	291.17	309.96	340.02	339.38	285.97	342.28	379.91	328.45	344.33	278.19	290.85	331.38	336	313.91	271.15
373.72	378.95	398.67	390.85	420	353.88	321.52	412.75	295.08	380.15	338.87	370.58	371.01	378.82	385.05	362.81	356.32	336.01	358.77	390.62	385.73	332.01	393.79	434.74	376.49	394.87	319.6	342.38	381.78	388.12	358.28	321.16
416.27	419.46	440.62	433.85	463.6	396.99	355.14	456.62	329.69	422.86	378.53	414.13	410.55	417.54	426.69	401.52	395.43	372.91	399.61	431.81	423.28	369.75	435.9	478.96	416.92	435.45	353.44	385.63	423.17	430.21	395.83	361.72
451.94	452.45	474.53	467.92	498.36	431.71	383.86	492.77	358.02	457.75	410.97	449.87	442.92	449.52	461	433.15	426.92	403.31	431.73	465.04	454.55	401.34	469.86	515.73	449.01	468.55	381.76	421.08	456.95	464.41	426.23	395.62
480.11	479.68	503.28	496.67	528.02	460.19	407.29	522.57	382.51	486.01	437.68	478.33	469.33	475.41	488.96	459.18	453.37	428.5	459.23	492.7	480.29	427.54	498.54	545.33	475.81	496.39	405.85	449	484.9	492.4	452.62	423.15
505.95	503.63	529.34	522.06	553.3	485.48	428.85	547.52	404.36	510.98	461.34	504.11	492.97	498.52	514.6	482.2	476.56	451.23	483.04	517.85	503.44	450.49	523.79	571.05	499.59	521.09	426.8	474.54	508.73	518.4	474.91	447.24
528	524.76	549.94	542.74	574.54	506.57	446.82	569.63	422.36	532.37	481.21	525.79	513.78	518.79	534.96	501.75	495.85	469.92	502.92	538.1	523.58	469.73	543.35	592.16	520.53	541.5	444.99	495.25	529.99	538.81	493.53	467.39
547.3	543.35	569.4	563.13	594.03	526.9	463.55	589.06	439.47	551.22	499.29	545.13	531.52	537.28	553.7	520.91	514.32	487.44	522.08	556.71	541	487.43	563.14	611.45	538.33	559.7	461.96	515.67	548.6	557.52	512.08	485.99
