allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
121.51	126.78	132.07	122.19	148.32	88.91	101.25	133.44	79.28	114.79	92.47	104.85	122.85	133.64	122.2	118.15	110.03	105.87	107.24	134.03	144.31	96.2	133.91	159.17	124.68	138.27	104.95	84.39	122.34	125.9	124.84	69.25
131.37	137.48	142.63	133.5	159.66	98.7	111.26	144.86	86.71	123.71	100.88	113.89	131.79	142.71	131.4	127.1	119.15	114.47	116.43	143.22	152.66	104.65	143.3	169.32	135.01	147.85	113.06	92.9	131.91	135.47	133.3	77.52
139.78	148.5	154.66	145.55	171.63	110.67	122.15	157.42	95.83	135.53	111.43	125.52	142.46	153.38	142.76	137.95	130.23	124.67	127.21	154.21	163.39	114.72	154.43	180.67	145.63	158.78	123.31	103.24	142.72	146.58	144.15	86.92
149.58	159.38	166.8	156.58	183.27	122.17	132.43	168.94	104.77	145.03	121.81	135.57	151.97	163.31	152.64	147.52	139.99	134.18	137.49	164.32	173.07	124.7	164.78	191.77	155.08	168.81	132.39	113.62	153.05	156.7	153.39	96.68
159.04	169.52	177.18	167.33	194.66	133.4	141.93	180.3	113.65	155.54	131.8	145.67	161.96	173.31	162.95	157.25	149.89	143.72	147.7	174.41	183.1	134.35	174.84	202.24	165.91	178.69	141.55	123.85	163.09	167.08	163.13	105.86
165.97	178.59	186.64	176.61	203.16	142.31	149.58	190.01	121.61	163.73	140.04	154.47	170.6	181.75	171.18	166.06	158.17	152	155.96	183.65	191.97	142.91	183.95	211.2	174.46	187.88	148.95	132.61	171.91	175.65	171.09	114.6
176.85	190.14	198.41	188.24	214.84	153.64	159.66	201.61	131.54	174.64	150.32	165.3	180.36	192.64	182.49	176.16	168.24	161.75	166.34	193.84	201.39	152.75	195.04	221.95	185.05	198.44	158.74	143	182.4	186.71	181.53	125.02
185.81	198.96	208.08	197.87	224.17	163.34	168.66	211.87	139.86	183.87	159.03	174.45	190.02	200.74	191.48	185.38	177.95	170.62	175.88	202.77	210.49	161.87	203.91	232.03	194.37	207.09	167.2	152.55	191.94	195.99	190.25	134.92
194.45	208.16	217.28	207.34	233.49	173.03	177.22	220.52	147.9	193.3	168.13	184.36	199.11	210.03	200.73	194.3	186.82	179.53	185.3	212.23	219.22	170.98	213.05	241.47	203.49	216.4	175.57	162.06	201.19	205.04	198.82	143.43
203.79	217.42	227.74	217.66	244.33	183.46	185.92	231.42	156.23	202.84	177.98	194.34	208.24	219.44	210.4	203.28	195.83	188.97	195.31	221.41	228.52	180.11	222.72	252	212.57	226.22	184.87	171.78	210.34	215.12	208.13	153.11
