allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
125.56	130.8	135.07	125.42	151.05	92.68	104.99	136.37	83.48	116.67	95.73	108.06	125.61	136.68	125.08	120.98	113.01	109.34	110.83	136.45	146.38	100.02	136.7	161.57	128	141.12	108.52	88.79	125.72	128.87	127.93	72.61
133.04	139.63	145.22	134.08	160.39	101.84	113.51	146.05	90.21	124.99	103.42	116.77	133.73	145.15	133.63	129.1	121.63	117.31	119.3	144.87	154.45	107.94	145.12	170.47	136.48	149.15	116.46	96.3	134.61	137.11	135.46	79.34
141.66	149.94	155.87	145.54	171.71	113.19	123.79	158.08	98.91	134.85	113.39	126.88	143.85	154.92	143.55	138.87	131.27	126.88	128.93	154.73	163.97	117.37	155.25	180.93	145.99	159.03	125.5	105.53	144.09	147.02	144.17	88.17
153.31	163.42	169.91	159.18	186.02	126.53	136.14	171.97	109.25	146.81	125.71	138.77	154.95	166.61	155.83	150.44	143.16	138.03	140.39	166.58	176.19	128.63	167.16	193.38	157.48	170.87	136.51	117.08	155.52	159.26	155.94	98.85
160.88	172	178.73	168.42	194.59	135.82	144.34	181.13	116.72	155.16	133.4	146.86	163.28	175.03	164.08	158.73	151.26	145.98	149.22	175.57	184.55	136.95	176.03	202.37	166.42	179.75	144.75	126.13	164.63	168.2	164.59	107.94
170.79	183.37	191.21	180.13	206.82	147.45	155.03	193.18	127.25	166.28	144.55	158.16	174.26	185.93	175.88	169.62	161.75	156.66	159.87	186.39	195.76	147.57	187.16	213.76	177.58	190.87	155.03	136.99	175.71	179.34	175.02	118.76
180.5	194.29	202.18	191.47	218.05	158.4	165.2	204.47	136.17	175.95	154.8	167.87	183.99	196.04	185.75	179.25	171.87	165.9	169.79	196.59	205.15	156.7	197.04	223.73	187.15	200.19	163.9	146.38	185.23	189.09	184.67	128.49
189.2	203.5	211.99	201.36	226.73	168.21	174.39	214.14	144.26	184.85	163.32	177.09	192.99	204.4	194.54	188.18	180.39	174.31	178.89	204.89	213.47	165.19	205.75	232.81	196.27	208.9	172.12	155.13	194.35	197.74	193.2	136.66
195.24	210.04	218.82	208.07	233.24	175.4	180.72	221.64	151.17	191.99	169.97	184.85	199.87	211.49	201.52	195.15	187.9	182.53	186.96	212.89	220.7	173.24	213.84	241.26	203.74	216.73	179.39	163.56	202.26	205.63	200.72	144.7
208.05	222.2	231.87	220.33	247.41	188.69	192.28	234.63	161.83	203.55	181.97	196.38	211.16	222.62	213.41	206.63	199.25	192.74	198.25	223.86	231.9	184.1	224.67	253.07	214.64	228.21	190.11	174.41	213.24	217.06	211.67	155.95
