allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
130.65	136.59	140.88	130.8	156.26	98.53	109.71	141.47	87.45	119.48	99.7	112.08	129.53	140.24	128.78	124.25	116.39	114.84	115.15	140.1	149.62	105.5	140.9	165.16	131.38	144.34	112.54	93.56	127.98	133.36	131.47	75.9
139.46	146.76	152.57	141.86	167.81	109.99	120.23	153.17	95.34	129.03	108.38	121.36	138.13	149.16	138.03	133.44	126.18	123.85	124.44	149.56	158.64	113.81	149.98	174.85	140.69	153.59	121.15	102.47	137.43	142.41	139.71	84.02
150.02	159.72	165.47	155.12	181.27	123.14	132.88	167.46	105.66	140.26	120.38	132.84	149.03	160.63	149.58	144.47	137.35	134.72	135.89	160.78	169.78	124.95	160.91	186.68	151.91	164.82	132.05	113.49	148.47	153.67	150.98	94.32
158.92	169.97	177.12	166.11	192.45	134.64	143.09	178.58	114.39	149.63	129.46	142.46	158.65	170.03	158.93	154.26	146.48	143.67	145.52	170.65	179.95	134.54	171.05	197.48	161.57	174.94	141.03	123.34	158.11	163.51	160.34	103.6
169.49	182.3	189.98	179.25	205.3	147.14	154.28	191.45	124.86	160.52	140.55	153.39	169.38	181.3	170.41	164.93	157.56	154.05	155.99	182.05	190.67	145.25	182.6	208.36	173.19	186.06	151.32	134.34	169.15	175.1	170.8	114.74
178.82	193.34	201.56	190.17	216.2	158.28	164.59	203.66	133.95	170.41	149.9	163.16	179.65	191.65	180.42	175.22	167.22	163.83	166.23	192.3	200.78	154.55	192.8	218.74	183.53	196.23	160.55	144.46	179.57	185.55	180.66	124.63
189.5	203.49	212.16	201.45	226.81	170.08	174.95	214.76	143.05	181.14	159.7	174.14	189.59	201.48	190.88	185.39	177.78	173.89	176.18	202.43	210.22	164.59	202.84	229.26	193.74	206.2	169.96	154.02	189.88	195.47	190.56	135.06
197.59	213.23	222.06	211.18	236.96	179.84	184.33	224.34	151.42	190.27	168.46	183.69	198.55	210.43	200.23	194.5	186.45	183.05	185.89	211.49	218.89	173.67	212.2	238.82	202.67	215.08	178.76	163.54	199.18	204.48	199.49	144.16
210.51	225.71	234.98	224.45	250.79	192.98	196.49	237.63	162.3	202.19	181.42	195.61	209.82	221.83	212.38	205.87	198.64	194.55	197.89	222.78	230.89	185.1	223.99	251.84	213.88	227.1	190.27	175.31	210.59	216.24	210.6	155.72
218.17	234.81	245.08	233.55	261.31	202.78	204.68	248.58	170.97	211.13	190.62	205.33	219.15	231.55	221.56	214.71	207.14	203.19	206.95	232.61	239.98	194.62	233.46	263.08	223.42	236.4	199.1	185.35	220	225.91	219.6	164.97
307.71	326.99	340.78	329.14	353.8	297.82	288.66	345.02	253.72	303.57	280.45	298.65	308.63	321.65	314.41	304.16	296.49	290.65	298.14	325.55	328.79	282.79	327.32	357.73	315.1	328.78	283.7	279.27	312.41	319.9	306.61	257.46
385.95	403.23	420.26	408.18	433.72	377.65	355.13	426.9	322.84	384.04	356.12	380.22	385.07	397.1	394.31	378.93	370.88	363.33	375.45	404.72	403	356.71	406.89	442.44	392.02	407.21	353.62	360.11	390.96	400.76	379.67	335.45
450.08	465.76	485.96	473.13	498.64	443.14	408.93	493.56	378.75	450.66	418.55	447.47	446.87	458.98	458.95	439.78	432.57	423.08	439.11	469.89	464.84	417.31	473.24	512.85	455.32	471.92	411.46	428.09	455.63	467.59	439.64	400.24
502.8	517.15	539.11	526.79	551.97	495.75	452.82	548.39	423.79	504.3	468.66	501.73	497.12	508.61	511.91	488.94	481.93	471.92	490.47	523.6	514.33	467.09	527.34	569.42	506.18	524.88	458.13	483.53	508.23	522.24	487.78	453.54
546.46	558.21	582.51	569.48	595.09	539.46	488.58	592.74	461.54	548.7	510.49	547.23	538.49	549.94	554.94	530.47	523.37	512.74	533.03	567.15	554.71	507.72	571.41	615.99	549.11	567.99	496.51	529.31	551.65	566.87	527.62	496.45
584.6	593.94	619.68	606.83	633.02	577.13	521.53	630.5	493.52	586.59	546.25	585.6	573.92	585.18	592.08	565.49	558.5	547.02	569.39	603.79	590.12	543.06	608.8	656.25	585.49	604.76	530.19	567.64	588.29	604.26	562.53	533.97
616.81	624.87	651.66	638.45	665.08	608.64	548.32	663.34	522.91	618.21	576.77	617.81	604.24	615.12	623.32	594.86	588.87	576.66	600.1	635.46	619.84	573.12	640.97	689.51	616.21	635.78	559.12	599.83	619.51	636.75	591.59	565.77
644.55	651.24	678.63	665.41	691.66	635.87	571.61	690.84	547.36	646.04	601.98	645.43	630.16	641.64	650.11	620.57	614.15	601.91	626.26	662.68	646.18	598.4	667.87	717.54	642.63	663.02	583.63	627.79	646.88	663.72	617.26	591.85
669.4	674.25	702.64	689.58	716	660.21	593.06	715.69	568.95	670.01	625.06	669.5	653.51	664.59	673.81	644	637.56	624.59	649.83	685.85	668.47	621.33	691.64	742.59	665.85	686.03	605.9	652.33	670.41	688.22	640.36	616.36
