allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
128.86	148.13	152.23	140.84	167.95	108.72	121.22	151.42	94.95	126.85	107.65	120.96	136.53	147.86	136.28	131.65	124.29	124	123.95	148.75	155.82	113.37	148.2	173.9	140.95	152.45	121.06	102.76	136.14	142.33	138.81	83.53
138.28	167.73	170.88	160.81	188.83	129.42	138.78	172.64	108.24	142.57	122.77	136.65	150.79	163.02	151.38	146.74	139.61	137.65	139.04	163.19	170.63	127.74	162.92	190.74	155.78	167.61	134.86	118.03	150.89	157.74	152.59	97.55
146.5	184	189.45	178.52	207.18	147.57	154.84	190.98	120.2	156.14	136.1	150.51	164.47	176.87	165.27	160.73	153.49	150.35	152.47	177.48	184.67	140.66	177.24	205.27	169.9	181.2	147.45	132.18	164.51	171.54	166.01	110.68
154.4	200.44	205.41	195.84	223.6	164.41	170.28	208.49	132.46	169.31	148.9	163.81	177.88	189.92	178.42	174.17	166.51	163.47	165.74	191.11	197.1	153.04	191.47	219.37	184.46	195.41	159.75	145.67	178.36	185.52	178.87	124.64
164.92	217.48	222.67	212.12	241.67	182.02	186.28	225.95	144.09	183.27	161.21	177.42	190.65	202.47	192.03	187.64	179.75	176.47	179.12	204.25	209.91	166	204.76	233.33	197.56	208.36	170.96	159.05	191.39	199.07	191.46	137.97
174.24	233.32	239.97	230.08	260.43	199.89	202.15	244.3	156.73	197.54	175.27	192.07	203.78	216.14	206.42	201.46	193.76	189.82	193.68	218.01	223.37	179.69	218.43	249.08	211.73	222.71	184.59	173.72	205.68	212.98	204.75	151.92
183.23	247.52	256.43	243.93	274.5	214.56	214.44	259.94	167.7	209.35	187.48	204.52	215.7	227.79	217.72	212.81	206.23	201.24	205.27	230.35	235.34	191.85	230.94	263.25	223.42	234.56	195.82	187.24	217.23	226.1	215.77	165.36
194	265.75	272.79	261.97	291.45	230.86	229.5	277.77	179.96	222.48	200.38	218.08	228.36	240.57	231.33	225.5	218.79	213.37	217.68	243.73	248.06	203.86	244.46	277.37	237.18	247.87	207.83	200.62	230.89	238.54	228.32	178.94
203.74	279.4	287.53	276.61	305.99	246.77	242.15	293.51	190.8	234.61	211.57	230.78	240.64	253.3	243.5	237.83	230.77	224.86	229.53	257.49	260.81	214.95	258.25	289.88	249.45	261.48	218.54	212.74	243.28	252.08	239.74	191.95
214.53	293.61	301.88	291.89	320.71	261.76	255.29	307.97	202.33	247.81	224.04	243.2	253.27	265.95	257.37	250.39	242.63	237.06	242.25	269.72	273.26	227.3	270.86	303.76	263.29	274.29	230.62	225.83	256.7	265.5	253.38	204.64
312.76	407.4	419.39	407.67	437.08	379.92	353.61	427.89	296.74	355.25	327.25	352.74	355.16	366.99	362.61	351.81	345.21	337.26	347.18	375.3	372.96	329.5	377.4	416.67	367.56	379.73	328.44	336.87	362.44	373.3	353.33	313.55
408.32	489.03	505.87	493.11	522.15	465.86	424.46	516.95	371.51	441.77	409.37	440.54	437.48	448.69	448.01	432.74	425.98	417.42	431.22	461.34	454.61	410.14	464.46	506.66	452.52	464.8	405.92	425.78	448.08	460.96	433.65	399.17
496.54	554.36	574	561.15	589.16	533.56	481.91	585.37	433.49	514.11	477.56	513.64	505.71	517.41	519.29	499.16	493.11	483.66	500.45	532.33	522.29	476.99	536.97	582.09	521.61	536.17	470.44	499.24	519.32	533.84	500.57	470.11
575.25	604.72	627.23	613.7	642.72	586.65	528.84	638.93	483.67	572.62	534.19	573.03	560.88	572.01	576.92	553.27	547.71	538.13	557.45	589.59	576.92	532.12	595.17	643.51	578.44	593.78	523.59	559.8	577.18	592.9	555.64	528.57
643.37	647.91	672.89	658.27	686.7	631.95	567.66	683.74	526.89	620.96	579.88	621.1	605.85	617.12	623.24	598.11	592.6	582.53	603.75	637.36	621.83	577.44	643.51	693.67	623.91	642.05	566.71	609.29	624.22	641.61	600.33	576.89
699.67	682.48	708.96	694.52	722.71	667.06	598.9	721.17	561.45	660.79	617.05	661.71	644.68	655.28	662.71	635.09	629.45	619.13	642.67	676.97	659.38	614.52	682.82	734.53	662.66	681.03	602.87	649.87	664.02	681.97	637.86	616.16
748.61	714.4	742.7	727.8	756.44	701.37	628.51	755.06	592.56	696.15	651.96	697.55	677.79	689.31	698.01	668.77	663.07	652.84	676.86	711.94	692.74	648.65	717.92	772.9	696.62	715.22	635.74	685.83	698.89	717.3	671.11	651.37
787.83	740.33	771.49	754.78	785.27	728.61	653.21	783.78	619.55	725.5	679.52	727.23	706.44	716.97	726.25	696.42	691.11	680.81	705.26	740.66	720.77	676.35	748	803.15	725.48	744.61	662.73	716.24	727.98	746.86	699.24	680.45
819.09	766.74	798.46	782.12	811.33	754.79	676.84	810.56	644.14	752.28	705.84	754.42	731.63	742.05	753.06	721.18	717.06	705.96	731.04	767.79	746.33	701.8	776.33	830.64	751.58	772.52	687.94	743.13	754.92	774.93	723.77	707.62
868.05	809.93	842.64	826.23	855.54	801.34	718.09	855.61	685.87	799.6	750.15	801.73	776.93	787.84	799.8	766.05	760.55	749.54	777.68	814.48	791.02	745.44	822.13	877.51	798.08	817.68	731.09	790.61	801.38	821.15	770.13	752.82
901.87	845.27	877.68	861.1	890.39	836.2	749.94	891.25	719.37	835.1	786.81	837.7	812.32	822.64	835.22	801.32	797.47	786.02	813.53	850.53	827.11	782.32	858.08	914.7	834.37	853.26	765.63	827.54	837.92	857.67	805.26	790.28
928.78	875.33	909.41	893.11	922.09	867.37	780.66	922.56	749.32	866.69	817.13	868.99	842.94	853.51	866.23	831.14	827.9	815.88	844.38	880.59	857.31	812.59	889.58	946.41	864.83	884.67	796.43	859.3	869	888.93	835.78	821.94
951.52	902.3	936.28	919.08	947.94	893.63	806.16	949.66	776.58	893.63	843.56	896.59	869.11	879.77	892.75	856.94	853.89	841.82	870.22	907.93	883.55	839.08	916.71	973.96	891.2	911.83	822.21	886.69	895.38	915.9	861.75	848.18
973.35	926.82	961.58	943.89	973.97	918.05	830.08	975.22	799.7	918.77	867.35	921.91	893.56	904.43	916.92	881.34	878.13	866.31	895.74	932.72	908.78	863.26	941.99	999.08	916.35	936.79	846.37	911.92	920.76	941.14	885.77	872.81
1118.2	1078.36	1114.58	1096.54	1126.24	1071.03	977.69	1128.23	949.68	1072.24	1019.4	1074.92	1045.1	1055.46	1069.29	1032.47	1029.08	1017.75	1047.76	1085.64	1060.41	1014.95	1096.2	1154.21	1069.83	1089.55	997.23	1065.6	1074.98	1094.96	1039.12	1027.31
