allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
128.73	134.24	139.05	128.89	155.61	96.76	108.19	140.11	85.16	118.67	98.16	109.88	127.68	138.86	127.06	122.82	115.53	111.39	113.12	138.67	148.33	102.27	138.95	163.67	130.04	143.35	110.52	90.94	128.17	131.2	129.9	74.62
138.06	146.05	151.47	141.7	168.8	108.29	118.81	153.05	94	129.87	108.93	120.97	138.26	149.56	138.85	133.33	125.99	121.32	122.83	149.13	159.16	111.66	149.12	175.52	140.31	153.65	120.57	101.13	138.79	141.96	139.93	83.17
146.11	155.4	161.73	151.54	178.77	118.69	128.32	164.04	101.53	138.59	117.19	130.47	146.96	158.2	147.26	141.98	135.39	130.09	132.68	158.36	167.62	120.68	158.78	185.36	149.81	163.15	128.86	109.72	148.01	151.13	148.2	91.59
156.25	166.74	173.68	163.18	189.86	131.08	138.52	175.66	110.48	148.35	127.01	140.55	156.69	167.97	157.5	151.77	144.8	139.68	142.75	168.58	177.4	130.77	169.29	195.91	160.39	173.24	138.16	120.42	158.14	161.82	158.23	101.75
166.67	177.96	186.45	175.76	202.25	142.55	149.84	188.86	120.23	159.51	137.96	151.37	167.15	179.24	168.3	162.66	155.4	150.08	153.69	179.7	187.84	140.95	180.22	206.93	170.78	184.53	148.23	131.36	168.85	172.19	168.27	112.07
170.27	184.86	192.4	182.27	208.12	149.6	155.92	195.13	127.05	166.68	144.21	158.87	174.68	185.99	174.9	169.5	162.87	157.99	161.05	187.48	195.11	148.69	188.62	215.21	178.69	191.92	154.74	139	177.07	180.49	175.09	120.03
181.13	195.25	204.54	193.82	219.35	160.98	166.47	207.21	136.59	176.7	154.09	169.68	184.92	196.24	185.99	179.8	172.53	167.15	171.66	197.9	204.86	158.24	199	226.02	189.22	202.22	164.23	148.86	187.29	190.71	184.91	130.1
193.1	208.15	217.16	206.37	232.89	173.99	177.63	219.87	146.74	188.85	165.9	181.56	195.9	207.49	197.45	191.23	184.09	177.89	182.69	209.18	215.99	169.11	210.2	237.98	200.32	213.59	174.8	160.66	198.45	202.22	195.93	141.49
205.23	220.11	229.67	219.36	246.65	186.93	189.29	233.53	156.89	200.21	177.07	193.09	206.96	218.42	209.26	202.19	195.18	188.36	193.71	219.85	227.21	179.4	221.16	249.36	211.33	224.17	185.44	171.93	209.49	213.04	207.05	152.18
213.97	229.89	240.04	229.1	257.34	196.72	198.27	244.17	165.74	210.16	187.2	203.12	216.29	228.1	219.05	211.97	204.87	197.87	203.68	229.81	236.74	189.74	230.91	261.09	221.03	234.38	194.95	182.05	219.51	223.39	216.8	162.32
297.78	316.96	330.54	319.05	344.71	287.3	275.62	335.78	243.91	299.08	272.15	293.07	302.02	313.52	307.39	296.42	289.14	281.32	290.94	318.67	321.01	274.46	321.38	353.1	308.61	322.5	274.44	272.73	308	313.28	298.87	250.23
374.32	391.25	408.25	396.71	423.24	364.87	340.37	416.11	311.39	377.03	346.22	371.8	375.11	386.9	385.18	368.49	361.59	350.7	365.77	395.18	392.93	345.42	398.84	435.01	382.99	399.11	341.47	351.35	384.11	392	369.2	326.82
434.61	450.03	469.76	458.28	484.78	427.16	391.07	479.03	362.42	438.79	403.98	434.94	432.67	443.84	445.52	425.47	419.01	406.68	425.08	456.48	449.63	402.06	460.55	500.55	442.36	459.73	394.9	415.06	444.7	454.65	424.53	387.96
488.21	500.29	522.94	511.4	538.84	479.7	434.12	533.79	407.1	492.19	454.3	488.88	482.23	493.12	497.85	474.26	468.21	454.69	475.49	509.01	498.98	450.93	513.56	557.06	492.67	511.5	440.53	469.19	496.22	508.32	472.63	440.11
531.05	540.97	564.56	552.86	580.66	522.15	469	576.44	443.02	534.83	493.33	532.15	522.56	532.32	539.7	513.21	507.26	492.68	516.16	550.48	537.66	489.26	555.1	601.28	533.32	552.23	477.16	512.11	537.73	550.47	511.12	480.89
562.76	572.32	596.91	585.24	612.43	554.55	496.2	609.36	471.26	567.54	524.61	565.74	553.47	562.62	571.37	543.94	538.52	524.04	548.44	583.43	567.95	521.24	589.08	636.2	565.41	585.13	506.04	546.77	570.58	583.86	541.08	514.69
593.93	600.74	627.17	615.24	643.86	585.32	522.68	640.82	498.72	598.08	553.74	596.21	582.18	591.55	600.94	572.42	566.87	551.65	578.18	613.08	596.38	549.47	618.42	667.9	594.33	614.59	533.54	577.83	600.18	614.65	569.36	544.12
621.5	627.38	654.31	641.67	670.45	611.84	546.44	667.74	523.28	624.85	579.39	623.09	607.69	616.5	627.99	597.19	591.96	576.67	603.18	639.62	621.32	574.18	645.15	695.67	619.6	641.05	558	604.05	626.8	641.06	593.99	570.91
644.5	649.42	676.67	664.24	692.79	634.18	566.39	689.81	542.93	647.31	600.21	645.96	628.59	637.8	649.29	618.4	612.88	597.25	624.77	661.42	643.22	594.7	667.19	718.14	641.5	662.96	577.61	626.4	648.51	663.27	614.9	591.98
683.54	686.87	715.01	703.08	731.47	673.18	601.13	730	578.94	686.44	638.21	684.82	666.45	675.48	687.92	655.42	650.74	633.49	662.6	700.02	680.21	632.27	706.48	758.03	679.31	701.56	613.39	666.5	686.37	702.22	652.1	630.44
715.2	716.65	746.02	733.29	762.71	704.1	629.39	760.62	606.99	716.7	667.24	715.72	695.85	704.77	717.86	685.02	679.22	663.01	692.49	730.31	709.66	661.57	736.51	791.2	709.74	731.17	641.94	697.08	716.78	732.47	681	661.09
743.37	743.99	775.48	761.37	791.71	731.75	655.48	790.36	632.04	744.55	694.32	743.02	722.74	731.69	745.27	711.64	706.43	690	719.87	757.43	736.48	688.3	765.26	818.83	736.67	758.57	668.67	724.5	744.06	761.14	707.75	688.48
766.62	765.93	797.94	784.32	813.43	753.76	676.22	812.57	653.35	767.17	715.88	766.28	744.1	753.04	767.63	732.83	727.97	711.28	741.74	781.47	757.68	710.19	788.01	841.59	758.49	782	689.41	746.98	767	784.51	728.83	710.1
788.08	787.73	818.77	805.62	834.64	776.45	695.69	833.92	673.81	788.74	735.92	787.95	765.41	774.79	788.85	753.04	747.96	731.49	762.46	801.84	779.25	730.53	808.62	863.08	780.07	802.55	709.45	768.66	788.34	804.84	748.93	730.75
922.5	918.29	950.92	937.07	966.72	908.94	823.8	966.65	802.49	920.05	866.71	919.4	895.57	904.87	918.91	883.13	877.85	861.02	893.39	932.5	909.26	861.15	940.2	995.01	909.97	932.47	837.64	900.83	918.84	935.4	878.73	860.98
1005.38	998.71	1032.03	1017.84	1048.8	989.57	903.37	1047.28	881.8	1000.96	947.34	1000.61	976.14	984.21	999.75	963.66	958.45	940.64	974.07	1012.39	990.04	940.95	1020.99	1076.15	991.06	1012.56	916.97	980.63	998.82	1016.08	958.46	940.74
1064.69	1057.27	1091.55	1077.17	1107.55	1048.81	961.92	1107.33	940.26	1060.61	1006	1059.31	1034.76	1043.44	1058.75	1022.04	1016.74	999.56	1033.04	1071.76	1049.2	1000.38	1080.34	1135.65	1050.21	1071.37	975.59	1039.65	1058.04	1074.89	1017.24	999.4
1116.57	1108.71	1143.3	1128.06	1160.08	1099.84	1012.93	1158.97	991.53	1110.7	1056.72	1109.58	1084.74	1094.1	1109.31	1072.41	1066.4	1049.42	1083.09	1121.92	1099.39	1050.7	1130.27	1186.23	1100.26	1120.79	1025.47	1089.18	1108.81	1125.13	1067.47	1049.54
