allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
114.39	117.48	124.68	117.08	145.14	79.13	95.75	129.46	69.68	112.15	84.8	96.21	116.54	126	114.94	112.45	105.52	95.91	98.62	126.77	139.41	85.58	126.62	154.24	119.77	132.87	96.2	72.21	117.59	118.6	118.63	61.89
122.38	125.49	133.59	125.38	153.05	87.13	102.43	138.51	74.92	119.55	91.43	103.29	123.34	133.03	122.22	119.41	112.86	101.8	105.88	134.55	145.83	91.95	133.96	161.89	127.27	139.84	102.24	79.44	124.99	125.66	125.1	68.49
133.36	138.25	146.35	139.06	167.67	99.04	113.41	152.08	83.46	131.57	102.76	114.96	134.45	143.72	134.41	130.01	123.36	111.28	116.1	145.21	156.16	101.44	145.06	173.64	138.13	150.57	111.09	89.57	136.44	137.74	136.17	78.48
138.54	143.92	152.66	144.5	172.58	105.15	118.19	158.56	88.11	137.38	107.96	121.53	140.43	149.58	139.86	136.61	129.54	117.89	123.08	151.17	162.22	107.99	151.79	180.77	144.9	157.49	116.54	96.38	142.99	143.99	141.49	84.64
147.24	152.82	162.52	154.65	183.07	115.06	126.79	169.01	95.66	145.94	116.59	130.84	148.48	157.75	148.96	144.48	137.67	126.19	132.3	160.06	170.23	116.26	160.91	190.33	152.69	165.55	123.87	104.82	151.56	152.3	149.38	92.8
154.48	160.83	170.66	163.93	190.86	123.98	133.8	177.89	102.45	153.62	124.43	139.24	156.41	165.32	156.95	151.97	145.03	133.99	140	168.51	177.91	124.05	169.65	198.8	160.99	174.07	130.94	113.04	159.61	160.78	156.03	100.03
162.78	169.17	180.22	172.42	199.9	133.51	141.39	187.51	109.65	162.99	132.19	148.19	164.7	173.67	165.3	160.36	153.5	141.77	148.54	177.34	186.28	132.46	178.1	208.28	169.89	182.96	138.1	121.74	168.41	169.93	164.66	108.83
176.76	181.43	192.75	185.32	213.43	146.2	151.8	200.55	119.15	174.49	143.75	159.5	175.74	184.52	177.55	171.1	164.49	151.24	159.22	188	196.81	142.16	188.84	219.5	180.65	193.81	147.63	133.8	179.79	181.43	175.11	120.07
178.81	185.06	196.76	188.95	216.27	149.56	155.27	204.5	123.66	179.04	147.65	164.17	180.33	189.23	181.53	175.49	168.57	156.28	164.5	193.39	201.29	147.35	194.71	225.01	185.72	198.75	151.39	138.76	184.63	185.9	179.02	124.99
189.09	195.57	207.02	200.39	227.53	160.8	163.9	215.71	132.52	189.71	157.72	174.92	190.07	198.74	192.63	185.22	178.54	165.38	174.08	203.25	210.63	156.4	204.84	235.38	195.35	208.83	160.13	148.89	195.01	196.44	188.51	135.07
269.45	272.07	287.98	280.77	310.1	241.41	229.26	299.64	198.28	268.88	232.93	255.05	265	273.35	272.43	258.62	251.3	234.15	249.46	280.47	282.8	227.99	283.08	317.62	270.59	285.47	224.44	227.28	272.34	275.47	259.54	211.11
325.8	329.11	346.65	340.45	369.99	302.57	277.34	361.32	247.29	328.96	289.26	317.27	320.88	327.98	331.55	312.92	307.19	287.95	308.39	339.26	336.73	283.8	342.77	381.19	328.02	344.34	273.55	289.62	331.53	335.44	311.96	270.45
374.77	377.39	397.84	392.29	422.63	353.74	318.53	414.73	289.64	380.36	337.2	369.82	368.09	374.22	382.47	358.51	353.71	331.88	356.69	389.32	382.51	329.08	393.99	435.31	375.94	393.91	313.96	340.8	381.4	387.27	356.39	319.91
414.97	417.24	439.5	434.34	465.09	395.89	351.39	458.03	323.97	421.92	375.71	412.27	406.98	412.41	424.45	396.87	392.39	368.13	396.51	429.45	419.57	366.59	434.89	478.67	415.49	434.09	347.38	384.56	422.42	427.93	393.64	359.73
447.48	448.33	471.76	466.07	497.33	428.28	378.37	490.5	350.73	454.61	406.03	445.33	436.81	442.12	455.71	425.92	421.6	397.19	427.91	461.35	449.65	396.59	467.54	513.3	446.55	465.51	374.14	415.79	454.34	461.06	422.09	392.28
476.77	475.89	501.12	496.38	528.2	457.76	402.52	521.93	375.1	483.27	433.43	474.53	464.03	468.78	484.43	453.09	448.82	422.93	455.36	489.39	475.2	422.45	495.98	542.79	473.64	493.17	398.5	446.1	482.05	489.51	448.27	420.02
