allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
130.54	135.98	140.94	130.34	155.44	98.31	109.52	140.84	87.26	119.04	99.35	111.86	129.21	140.07	127.98	123.64	116.52	114.28	114.77	139.86	149.16	104.66	139.36	164.61	131.23	143.97	112.28	93.35	127.77	133.22	131.01	75.92
138.44	145.7	150.68	140.23	166.05	108.81	119.3	151.66	94.92	127.61	107.64	120.55	137.73	148.59	137.18	132.32	125.17	122.94	123.8	148.39	157.77	113.04	148.09	173.54	139.78	152.34	120.01	101.39	136.41	141.66	139.41	83.42
148.45	157.12	163.41	152.11	178.88	120.76	131.04	164.25	104.14	138.02	118.18	131.36	147.6	158.78	147.71	142.59	136.01	133.27	134.61	159.01	168.26	123.41	158.71	184.98	150.46	163.23	130.77	111.35	146.98	152.37	149.39	92.89
156.66	168.37	174.5	163.55	190.09	132.33	141.01	175.76	113.14	147.89	128.23	141.2	157.62	168.9	157.73	152.58	145.45	142.62	144.1	169.57	178.01	133.33	168.72	195.47	160.51	173.1	139.77	121.57	156.84	162.23	158.62	102.54
166.93	178.92	186.98	175.05	201.7	143.34	152.14	187.7	122.49	157.8	138.12	151.25	167.22	179.38	168.08	162.54	155.27	152.15	154.01	180.06	188.3	143.16	179.16	205.61	170.93	183.35	148.95	131.64	167.19	172.68	168.73	111.83
177.44	190.96	198.52	187.57	213.11	155.51	162.94	199.94	132.45	168.45	148.87	162.04	178.04	190	179.32	172.99	166.07	162.71	164.42	190.8	198.8	153.05	190.27	216.54	181.72	194.24	159.56	142.04	177.99	183.58	179.5	123.04
185.78	200.17	208.37	197.06	222.81	165.54	171.91	210.03	140.76	177.64	157.32	171.13	187.06	198.76	187.97	182.39	175.1	171.16	173.81	199.88	207.53	162.06	199.17	226.16	191.06	203.12	168	150.92	187.3	192.77	187.79	131.93
196.29	210.16	219.55	208.1	233.83	177.04	182.52	221.35	150.06	188.02	167.26	181.73	197.26	208.78	198.36	192.79	185.2	181.36	184.14	209.94	217.77	171.9	209.51	236.84	201.2	213.35	177.43	161.15	197.31	203.02	197.95	142.21
206.26	221.47	230.75	219.16	245.61	188.84	192.88	233.5	159.87	199.03	178.3	192.57	207.31	219.22	209.41	203.14	195.78	191.78	194.86	220.76	227.96	182.5	220.04	248.27	211.29	223.75	187.62	172.35	207.53	213.44	208.11	152.48
215.22	231.46	240.97	229.59	256.71	199.11	202.4	243.49	168.95	207.77	187.61	201.95	216.1	228.36	218.57	212.01	204.17	200.6	203.46	229.78	236.78	191.66	229.64	259.01	220.41	232.95	196.56	181.67	216.89	222.67	217.12	162.03
