allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
107.58	109.25	115.04	106.77	135.09	70.1	88.87	118.92	65.03	105.6	78.9	89.24	110.77	120.11	107.7	106.41	99.2	90.33	92.35	120.49	133.67	80.46	119.87	146.95	113.32	126.04	91.17	66.64	110.38	110.96	112.48	56.39
116.01	117.8	124.73	117.03	144.62	78.96	96.98	129.28	71.52	113.73	86.41	97.26	118.73	128.4	116.22	114.17	107.09	97.65	99.85	129.02	141.34	87.37	128.01	155.02	121.36	134.34	98.23	73.16	118.87	119.05	120.01	63.48
123.16	126.62	134.24	126.44	153.29	86.91	104.78	138.72	77.95	122.52	94.39	106.07	126.95	136.68	125.7	123.06	115.57	105.33	108.78	137.75	149.86	95.17	137.14	164.47	130.55	143.24	105.88	81.06	128.09	128.72	129.1	70.87
129.87	134.11	142.08	134.65	161.36	94.34	112.27	146.79	84.18	129.73	101.37	113.49	134.55	144.33	132.8	130.42	122.7	112.4	116.37	145.02	156.84	102.37	144.74	171.96	137.8	150.08	112.04	87.94	135.54	135.49	135.86	77.39
137.23	142.67	151.45	143.35	169.88	103.26	120.06	155.93	91.32	137.98	109.83	122.44	142.84	152.53	141.74	138.68	131.27	120.57	125.2	153.28	164.4	110.1	152.96	181.17	146.08	158.49	119.56	96.47	144.03	144.44	143.66	84.79
144.77	150.68	159.76	151.97	178.92	111.74	127.33	164.9	97.96	146.22	117.67	130.88	150.6	160.13	149.61	146.09	138.89	128.18	133.18	161.73	172.73	118.01	161.21	189.69	153.35	166.23	126.81	103.87	152.1	152.07	151.31	92.35
153.45	159.65	169.65	161	188.74	121.4	135.88	174.5	105.76	155.16	127.24	140	158.97	169.16	159.42	154.85	147.81	136.27	142.08	170.62	181.48	126.86	170.7	199.21	162.34	175.07	135.13	113.18	161.28	161.61	159.62	101.37
159.35	166.61	176.51	168.14	195.39	129.29	141.69	181.59	111.94	162.35	133.88	146.86	165.88	175.97	165.84	161.24	154.48	142.78	148.98	177.78	188.35	133.31	177.99	206.07	169.68	182.08	140.46	119.8	168.04	168.52	165.89	107.65
166.83	174.33	184.83	176.66	203.28	137.41	149.09	191.01	119.03	169.83	141.41	154.82	173.62	183.46	173.77	169.18	162.03	150.17	156.8	185.74	195.92	140.97	186.3	214.21	177.59	190.26	147.49	128.13	176.34	177.15	173.45	116.06
174.84	183.22	194.06	186.22	212.46	146.16	156.29	199.67	126.39	178.48	149.62	163.42	181.94	191.8	182.92	176.94	169.96	157.37	164.86	193.88	203.36	148.39	194.44	222.47	185.52	197.98	154.58	136.42	184.1	185.08	181	124.1
