allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
113.56	116.64	123.76	114.5	142.24	78.46	94.04	128.36	69.48	109.83	82.8	95.29	115.52	125.26	113.4	110.99	104.37	95.49	98.63	127.05	138.65	85.68	126.12	152.64	118.42	132.14	95.69	73.22	116.01	117.77	116.81	61.56
121.06	126.41	134.21	125.25	153.03	87.08	101.85	138.77	75.83	119.64	90.55	104.32	124.26	133.82	122.87	119.63	112.95	103.46	107.01	135.38	146.69	93.26	135.47	162.32	128.03	140.33	102.67	81.12	124.93	127.34	125.3	69.23
130.71	136.64	144.81	136.27	164.13	97.66	111.16	150.29	83.62	129.37	99.49	114.14	133.91	142.9	132.79	129.03	122.16	111.96	116.6	144.24	155.05	101.84	145.17	171.96	136.99	149.69	110.88	90.27	134.82	136.93	134.32	77.64
139.14	146.15	154.61	146.05	174.31	107.75	120.03	160.8	90.6	138.56	108.59	123.82	142.62	151.77	142.05	137.97	131.61	120.89	126.13	154.27	164.2	110.43	154.28	182.73	146.53	159.53	118.77	99.26	144.57	146.56	142.82	86.26
149.1	156.41	165.7	157.49	185.88	118.88	129.55	172.19	99.25	148.85	118.51	134.43	151.69	161.58	151.99	147.07	140.94	130.46	135.79	163.79	173.64	119.78	163.92	193.29	155.97	169.1	127.7	108.81	154.04	156.23	152.49	96.22
157.25	165.5	174.98	167.01	195.21	129.1	137.36	182.79	106.61	157.54	127.8	143.45	160.74	169.88	160.95	155.69	149.63	137.9	144.44	172.44	182	128.51	173.18	202.28	165.14	178.13	135.17	118.19	163.19	165.5	160.19	104.28
167.81	175.33	185.87	177.19	205.18	139.18	146.03	193.06	114.81	167.42	137.26	152.98	170.01	179.38	170.87	164.76	158.46	146.92	153.72	181.96	191.07	137.46	183.15	212.5	174.3	187.8	143.72	128.14	172.48	175.17	168.62	114
175.93	184.21	195.37	187.17	214.7	148.8	153.86	203.08	122.97	176.74	145.73	162.52	178.68	188.07	180.27	173.62	167.06	154.42	163.16	191.37	199.43	146.04	192.89	221.82	182.94	196.69	151.02	137.66	181.66	184.58	177.48	123.17
185.51	193.64	204.21	196.52	223.69	158.18	161.35	212.44	131.05	185.35	153.71	171.8	187.1	196.51	189.12	181.91	175.37	162.92	171	199.96	207.7	153.8	201.06	231.06	192.06	204.8	158.17	146.51	190.63	193.35	185.4	131.97
193.43	201.37	212.41	203.9	232.79	166.88	168.71	221.17	137.69	194.21	161.98	180.23	195.15	204.18	197.45	190.12	183.56	170.45	179.71	208.18	215.46	161.88	209.35	239.81	199.76	213.36	164.85	155.06	198.99	201.64	193.21	140.3
272.92	277.58	292.87	284.88	313.68	246.83	234.13	305.08	204.02	273.27	236.64	261.58	270.52	278.91	277.18	264.24	257.17	240.64	255.69	285.29	288.24	233.85	288.83	322.77	276.1	290.72	229.99	233.86	276.89	280.63	264.01	216.47
