allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
112.16	114.09	120.23	111.04	137.9	75.05	92.39	123.58	68.8	108.39	81.86	92.75	114.13	124.13	111.25	109.69	103.14	94.31	96.4	124.5	137.19	84.01	122.79	150.01	116.29	129.65	95.29	71.21	114.04	114.97	115.84	59.68
117.6	120.05	127.09	117.88	145.26	81.25	98.39	130.97	73.85	114.61	87.46	99.61	120.49	130.36	118.25	115.92	109.01	100.16	102.48	131.02	143.28	89.89	129.97	156.71	122.84	135.8	100.61	76.8	120.63	121.64	122.11	65.51
125.77	129.77	136.8	128.18	155.2	90.2	106.75	141.18	80.85	123.7	95.71	108.09	129.7	138.91	127.36	124.13	117.76	107.89	110.79	139.33	151.54	97.83	138.23	165.81	132.12	144.51	108.14	84.77	129.4	130.98	130.56	72.58
133.43	138.41	146.04	137.73	164.3	98.97	114.89	150.52	88.13	132.63	103.99	117.07	137.61	147.63	136.06	133.27	126.3	116.17	119.9	147.63	159.95	105.59	147.15	174.89	140.36	152.77	115.97	92.62	138.38	139.18	138.47	80.27
140.82	146.65	155.43	146.05	172.78	107.55	123.1	159.56	94.89	140.19	112.34	125.77	145.94	155.15	144.53	141.08	134.79	123.89	128.68	156.29	167.91	113.91	155.27	183.65	148.86	161.11	123.22	100.98	146.58	147.71	146.49	87.68
148.95	155.04	164.41	155.05	182.28	116.73	131.35	169.18	102.78	148.86	120.48	134.9	154.28	163.73	153.66	149.3	143.06	132.28	137.37	165.06	176.38	121.96	164.44	193.03	157.57	169.5	131.19	109.21	155.1	156.61	154.25	95.88
156.25	163.63	173.35	163.97	191.11	126.44	139.03	178.59	109.95	157.42	129.64	143.04	162.49	172.12	161.96	157.65	150.84	140.03	145.32	172.81	184.3	130.22	172.4	201.51	165.74	177.86	138.53	117.59	163.59	164.83	162.35	103.76
164.43	171.78	181.93	172.53	199.6	135.04	145.92	187.11	117.24	165.49	137.64	151.27	170.33	180.38	170.69	165.61	158.87	147.47	153.64	181.46	192.24	138.22	181.43	209.89	173.41	186.39	145.81	125.6	171.48	173	170.09	111.69
171.77	179.8	190.15	180.55	208.06	142.98	153.26	195.87	124.56	173.79	145.49	159.85	178.19	188.24	179.1	173.04	166.38	154.58	161.35	189.79	199.93	145.63	189.3	217.83	181.25	194.38	152.52	134.5	179.61	181.09	177.72	120.18
179.95	188.44	198.83	189.96	215.73	151.94	160.75	204.15	132.41	182.17	153.15	167.98	186.52	196.57	187.26	181.52	174.19	162.28	169.46	197.73	207.56	153.09	197.76	226.36	189.49	202.01	159.84	142.32	188.18	189.84	185.23	128.44
