allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
122.59	129.2	133.89	125.25	151.11	91.01	103.76	136.23	80.23	115.35	93.5	106.14	124.23	134.71	122.81	119.35	111.57	107.25	109.25	134.9	144.76	98.18	135.72	160.97	127.25	140.32	105.61	85.92	123.89	127.26	125.67	70.39
130.12	138.82	144.53	135.57	161.14	101.01	112.41	146.93	87.32	125.13	101.65	115.41	132.83	143.03	132.19	127.7	120.15	115.51	117.95	143.63	153.33	106.37	144.54	170.46	136.06	149	113.78	94.49	133.8	136.38	134.26	78.33
140.39	151.33	157.86	148.11	174.83	114.2	123.78	160.74	96.68	136.04	112.63	127.59	143.97	154.2	143.33	138.63	131.48	126.07	129.13	155.26	164.27	116.6	155.74	183.18	147.31	160.51	123.84	105.81	144.63	148.12	144.44	88.94
151.35	164.19	171.87	162.44	189.55	127.57	135.71	175.34	106.62	147.51	124.08	138.8	154.68	165.36	154.85	150.14	142.77	136.93	140.9	166.94	176.07	127.71	167.89	195.6	158.63	171.89	134.75	117.78	156.15	160.4	155.62	100.02
161.72	175.73	183.76	174.73	201.26	140.07	145.87	187.98	116.17	158.86	134.65	150.11	165.2	176.49	166.4	161.28	153.45	147.17	151.71	178.02	186.35	138	179.13	206.84	169.43	183.44	144.29	128.86	167.1	171.18	166.22	110.6
171.4	186.39	195.23	185.96	212	151.09	155.58	199.33	125.35	169.38	144.63	160.67	175.56	186.15	176.33	170.38	162.67	156.13	161.4	188.11	196.07	147.47	189.2	217	179.89	193.15	152.99	138.36	177.16	181.58	175.51	120.79
179.44	195.73	205.32	195.78	221.91	161.21	164.29	209.4	133.47	178	153.01	169.85	184.39	194.79	185.76	179.5	172	165.35	170.56	197.57	204.94	156.59	199	227.43	188.79	202.57	161.28	148.09	186.99	190.91	183.85	130.29
191.08	206.98	217.22	206.87	234.1	172.77	174.67	221.98	143.42	190.15	164.33	181.24	195.42	205.98	197.65	190.29	183.21	175.54	181.62	208.68	215.52	167.05	209.96	238.98	200.06	213.28	172	159.65	197.98	202.34	195.1	141.41
199.43	216.65	226.53	216.75	243.59	182.58	183.22	231.61	151.87	199.38	173.12	191	203.79	214.64	206.38	199.29	192.27	184.79	191.14	217.36	224.53	176.34	219.28	249.35	209.33	222.59	180.23	169.33	207.06	211.98	204.15	150.64
212.27	228.35	239	228.84	256.67	195.22	193.62	244.42	161.71	210.33	184.38	202.24	214.85	225.31	217.8	209.43	202.69	194.63	201.51	228.71	235.08	186.23	230.33	261.45	219.82	233.55	190.21	180.61	218.05	222.49	214.46	161.27
299.84	316.05	329.95	320.36	347.17	286.31	270.62	337.85	239.5	300.26	271.18	293.11	300.7	311.64	308	295.28	288	277.58	289.41	317.55	319.88	271.39	320.98	354.56	307.77	322.81	269.5	271.98	307.24	313.38	297.19	249.72
370.92	385.4	402.58	392.4	419.61	357.94	330.62	412.05	301.56	372.78	338.3	366.88	367.95	378.6	379.18	361.14	354.99	342.83	359.33	389.62	386.71	338.22	393.61	431.44	376.95	394.24	331.27	345.74	378.47	386.86	362.13	321.81
428.2	441.34	460.72	450.93	477.98	417.23	378.23	472.31	351.22	432.79	394.34	427.7	424.19	433.47	437.92	416.26	410.06	396.48	416.84	448.08	440.67	392.9	453.51	494.09	434.41	452.29	381.69	407.05	437.39	446.9	416.1	379.91
475.41	486.57	509.29	498.66	527.25	465.84	418.31	522.03	391.85	481.06	439.49	476.73	468.77	477.85	485.42	459.99	454.85	440.21	463.12	495.53	484.77	437.1	501.62	546.23	480.12	499.41	423.02	457	484.54	495.74	459.64	427.99
515.97	526.08	549.78	539.41	568.12	506.57	451.87	563.6	426.16	522.66	477.83	518.81	507.37	516.46	526.01	497.82	492.9	476.26	501.99	535.85	523.21	474.44	542.18	588.85	520.24	539.45	458.28	498.22	524.8	536.69	496.56	467.96
550.23	558.35	583.67	573.77	601.87	540.53	479.92	597.92	455.12	556.13	509.83	552.45	539.65	547.93	559	529.87	525.38	507.48	534.3	568.85	553.95	505.51	575.47	623.53	551.67	572.74	487.35	533.11	557.92	570.78	528.27	500.55
579.5	585.51	612.11	601.38	630.02	568.7	504.29	626.63	479.8	584.11	536.76	581.38	566.25	573.92	587	556.27	551.48	534.2	561.89	596.79	581.03	532.85	603.45	653.4	579.3	600.09	513.09	562.23	585.65	598.57	554.06	529.24
603.51	608.69	636.11	625.36	655.14	593.34	526.34	651.36	502.06	608.47	560.34	605.51	589.64	597.2	610.94	579.21	574.82	556.73	586.34	620.92	603.39	555.77	628.37	678.56	602.42	624.3	534.75	586.37	609.31	623.05	577	553.35
626	630.39	658.99	648.03	677.26	615.33	546.07	674.15	522.92	631.03	581.52	628.39	610.53	618.52	633.13	600.05	595.72	577.7	607.58	643.4	624.68	576.96	650.24	701.53	624.18	646.6	555.17	608.89	631.55	645.74	597.99	575.18
