allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
126.49	143.87	148.35	137.3	164.24	105.72	115.76	148.24	91.6	125.47	105.36	118.01	134.85	145.93	134.59	129.97	122.86	120.37	121.42	146.23	155.05	109.48	147.19	171.59	137.08	151.14	117.79	99.74	133.68	139.3	136.08	80.24
132.65	157.42	161.95	151.35	179.61	119.55	129.23	163.95	101.98	138.18	116.98	131.75	146.5	157.5	147.59	142.33	135.52	132.91	134.23	159.17	166.89	121.81	159.98	186.02	150.48	163.62	128.97	112.16	146.64	152.69	147.78	92.16
139.58	174.24	179.09	168.43	196.69	135.98	144.55	180.63	114.08	151.81	130.29	145.53	160.05	171.3	161	155.29	148.94	145.22	147.12	172.98	180.57	135.08	173.87	201.15	164.75	177.68	141.69	126.37	160.08	166.25	160.76	104.81
148.01	190.06	195.19	184.8	213.46	152.7	158.23	198.27	126.52	166.12	143.86	159.95	173.25	184.85	174.58	169.44	162.17	159	160.76	187.34	194.13	147.7	188.55	215.34	178.94	191.92	154.09	140.63	174.71	180.91	173.91	118.87
157.3	205.79	211.5	200.67	228.68	168.88	173.83	214.64	138.64	179.88	157.56	174.12	187.17	198.16	188.68	183.05	175.87	171.87	175.18	200.82	207.24	161.34	202.35	230.4	193.09	205.34	166.46	154.58	188.49	195.14	186.92	133.41
166.08	220.02	226.67	215.79	245.1	184.34	186.93	229.68	149.36	193.61	169.75	187.57	199.79	210.37	202.05	195.43	189.2	183.93	187.62	213.97	218.9	172.89	215.06	244.09	205.54	218.13	178.43	168.09	201.34	207.86	199.36	146.37
175.54	235.18	241.19	230.13	260.45	199.34	199.86	245.74	161.03	206.1	182.45	200.41	211.22	222.81	214.46	208	201.71	196.09	200.32	226.76	231.29	185.72	228.44	259.29	218.33	231.09	190.18	181.88	213.8	220.92	211.84	159.67
184.99	250.17	258.47	246.26	276.81	214.69	213.56	263.43	173.38	219.66	195.85	214.39	224.41	236	228.09	220.57	213.59	208.48	213.08	239.52	243.92	198.13	242.01	273.45	231.44	244.22	202.59	195.4	226.85	234.36	224.28	173.32
192.25	264.04	271.09	260.52	288.51	227.73	225.09	276.12	183.44	230.97	206.48	225.73	235.46	246.81	239.47	231.31	225.29	218.72	224.94	251.75	256.08	209.42	254.71	285.81	243.24	257.19	212.17	207.55	239.09	246.62	235.15	185.29
201.07	277.6	284.45	273.66	302.56	241.26	237.28	290.05	193.89	242.41	216.74	237.6	246.32	258.51	251.05	242.63	236.19	229.81	236.06	264.32	266.88	219.71	267.09	298.01	256	268.55	222.36	219.18	250.48	259.2	246.26	197.2
