allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
120.32	125.11	130.2	119.73	146.11	86.38	100.11	131.18	78.27	113.31	90.89	103.23	121.97	132.86	120.59	116.79	109.21	104.51	106.02	132.52	143.2	95.58	132.61	157.3	124.79	137.19	104.04	82.65	122.2	124.16	123.15	68.11
127.61	133.52	138.45	129.64	154.87	94.6	107.58	140.49	84.66	120.9	98.4	110.79	130.07	140.41	128.95	124.72	116.6	111.59	113.92	140.19	150.5	102.77	140.3	165.93	132.57	144.9	111.25	89.44	130.41	132.4	131.23	74.52
135.33	143.08	148.71	138.75	164.24	104.09	116.8	149.98	92.3	130.33	107.32	120.4	138.21	149.34	138.15	133.5	125.47	120.66	122.7	149.42	159.29	111.15	148.98	175.24	141.69	153.68	119.68	98.44	139.35	141.48	139.73	83.21
144.63	152.31	159.73	149.12	175.28	114.42	126.78	161.86	101.09	139.55	116.83	130.29	147.77	159	147.6	142.83	135.27	130.04	132.92	159.39	168.96	120.56	159.39	185.26	150.76	163.24	129.13	107.7	148.62	150.79	148.86	91.3
152.11	162.45	169.21	158.91	185.1	124.87	136.33	171.41	108.98	148.51	126.15	139.39	156.47	168.34	156.78	151.83	144.42	138.28	142.16	168.54	178.15	129.89	168.67	195.63	160.12	172.29	137.29	116.5	158.03	159.79	157.44	100.3
161.05	171.92	179.28	169.48	195.67	134.35	145.47	181.88	117.81	157.81	135.42	148.71	165.48	177.41	166.18	160.87	153.39	147.06	151.3	177.88	187.38	138.41	178.36	204.53	169.04	182.18	145.76	126.43	167.27	169.62	166.87	108.88
168.94	181.08	189.2	178.96	204.75	144.32	154.08	192.02	125.95	166.58	144.16	157.54	174.39	186.63	175.29	169.51	161.86	155.56	160.41	187.28	196.14	147.05	187.29	213.65	177.68	190.98	153.88	135.07	176.38	178.95	175.33	118
178.24	190.3	199.09	188.43	213.9	154.25	162.67	201.38	134.51	175.94	152.98	166.93	183.43	195.6	184.88	178.92	170.81	164.25	168.82	196.23	204.68	155.58	196.13	222.88	186.99	199.97	162.28	144.41	185.9	187.95	184.56	127.2
186.83	199.53	208.39	197.8	222.73	162.81	170.65	210.9	142.76	184.62	161.86	175.91	192.75	204.37	193.93	187.73	179.72	172.99	177.88	205.08	213.46	164.52	205.12	232.52	195.96	208.75	170.8	152.87	195.11	197.1	193.34	136.35
194.75	208.31	217.51	206.82	231.81	172.06	179.41	220.09	150.47	193.91	170.45	184.55	200.78	212.77	202.7	196.33	188.12	181.21	187.29	213.6	221.79	172.82	213.87	241.57	204.22	217.13	179.19	162.05	203.12	205.76	201.25	144.64
274.95	290.06	303.37	291.95	317.02	258.59	252.48	307.83	223.78	277.35	251.13	269.77	281.83	293.85	287.31	276.25	268.76	260.06	270.29	297.26	301.49	252.18	298.43	329.4	286.36	300.13	253.43	245.52	286.98	290.44	278.97	226.43
345.19	359.33	375.62	364.26	390.21	330.62	312.58	382.28	285.91	349.05	320.18	342.52	349.24	361.31	358.57	342.14	335.6	324.43	339.43	368.46	368.07	319.25	370.65	405.26	355.12	370.58	315.53	319.88	357.56	362.61	343.83	298.45
404.66	416.71	435.37	424.59	450.15	391.31	361.03	443.73	335.26	409.11	375.52	403.92	405.41	415.97	417.5	396.91	390.95	377.56	396.16	427.03	422.26	373.37	430.35	468.51	412.04	429.01	365.11	380.89	416.57	423.65	397.18	356.38
453.39	462.69	484.25	473.41	499.07	439.73	400.72	493.61	375.46	458.51	420.42	453.88	450.61	460.61	465.5	441.43	435.32	420.8	442.88	474.71	466.33	417.33	478.32	521.17	458.29	476.45	406.37	431.06	463.8	472.6	440.26	404.5
