allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
109.72	120.16	127.11	118.77	146.6	80.88	97.38	130.7	70.85	113.9	85.03	98.26	117.9	128.04	116.05	113.49	107.14	98.35	101.81	129.35	140.81	87.74	129.38	156.09	121.54	134.8	97.55	75.69	119.19	120.91	119.18	63.66
117.1	134.19	141.68	132.5	161.41	94.5	109.16	145.27	80.02	126.98	96.89	111.29	130.63	139.9	129.89	126.01	119.48	109.08	113.99	142.16	152.77	99.28	142.37	169.34	134.89	146.96	108.2	87.36	132.21	134.46	131.28	74.77
126.27	148.45	155.31	147.45	175.67	108.05	121.86	160.53	89.68	139.16	108.89	123.79	142.03	151.28	141.61	137.63	131.49	120.41	126.2	153.44	163.69	109.71	154.76	182.91	146.81	160.02	117.95	98.81	144.58	146.88	142.43	85.95
134.07	159.85	167.54	159.1	187.82	120.57	132.57	173.42	98.42	149.59	119.05	135.46	152.33	161.45	152.28	147.66	141.66	130.62	137.19	164.79	173.74	119.73	165.97	194.56	157.29	170.38	126.99	110.98	155.31	157.56	151.85	96.53
144.12	174.37	182.64	174.22	203.38	135.86	143.82	188.47	108.93	162.8	131.65	148.67	164.3	173.26	165.69	159.73	153.77	141.5	149.2	176.98	185.6	131.56	178.4	207.96	169.49	182.84	137.74	123.63	168.23	170.26	163.12	108.96
151.96	186.34	194.68	186.58	216.68	148.05	153.75	201.85	117.8	173.77	141.83	159.83	174.45	183.59	176.52	170	163.89	150.84	159.52	187.78	195.16	141.42	190.39	218.93	180.36	193.94	146.09	134.89	179.03	181.43	172.96	120.06
162.02	198.42	207.39	199.17	228.71	161.53	164.05	215.3	127.67	185.58	152.44	171.56	185.82	194.28	188.34	180.68	174.54	160.48	170.26	198.74	205.27	151.69	200.85	230.86	191.58	204.42	154.97	145.94	189.93	192.91	182.95	131.94
170.27	209.08	218.81	211.06	240.14	173.22	173.38	227.02	136.43	196.55	162.85	183	195.56	204.26	199.24	190.48	184.39	170.65	180.71	209.34	215.16	161.24	212.13	243.11	201.64	215.75	163.75	157.72	200.84	203.78	193.2	142.49
180.27	220.49	229.35	222.29	251.99	184.94	182.52	239.37	144.57	205.92	171.84	193.16	204.85	213.32	208.64	199.7	194.08	178.98	190.93	218.87	223.55	170.63	221.43	254.67	210.76	224.69	171.61	167.57	210.49	213.33	201.31	151.94
189.31	230.77	241.3	233.03	264.3	196.4	190.5	250.76	152.46	215.75	181.43	203.57	213.61	222.41	218.62	208.97	203.11	188.23	200.17	227.76	232.63	179.44	231.41	265.68	220.39	234.4	180.15	178.65	220.01	223.17	209.89	162.39
281.38	317.91	331.99	324.77	355.21	288.96	260.71	346.5	222.52	301.15	262.03	290.43	293.31	300.59	303.9	286.59	281.68	263.1	281.07	311.63	309.29	256.99	316.19	354.36	301.48	318.02	248.13	265.22	303.85	309.21	285.29	245.9
365.8	377.05	395.36	389.3	419.99	352.22	311.29	413.21	277.77	366.82	322.43	357.04	354.03	361.17	368.55	345.99	341.18	320.91	343.54	375.54	368.22	316.11	381.32	422.26	363.4	381.82	302.78	331.78	367.92	374.25	343.37	310.88
