allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
121.67	128.39	133.71	123.36	149.52	89.79	102.84	134.72	80.37	115.65	93.25	106.28	124.1	135.03	123.06	119.46	111.49	106.92	109.19	135.14	145.23	97.96	135.57	161.17	126.51	140.2	106.04	85.19	124.3	127.45	125.95	70.54
132.99	140.34	145.98	136.6	162.98	101.95	113.68	147.95	87.74	126.01	102.66	116.51	133.72	144.36	133.53	128.98	121.31	115.85	118.14	144.28	154.49	106.51	145.09	170.95	136.29	149.51	114.54	94.32	133.56	136.91	135.24	78.51
139.93	149.83	156.71	146.96	173.76	111.21	122.5	158.94	96.42	136.34	112.38	126.47	143.3	154.13	143.4	138.43	131.09	125.64	129.11	155.14	164.33	116.4	155.5	182.37	146.7	160.15	124.1	104.8	143.97	147.92	145.16	88.45
148.38	160.83	167.81	157.74	184.41	123	133.33	169.96	104.77	145.45	121.67	136.46	152.5	163.54	152.66	147.85	140.11	134.95	138.73	164.34	174.02	125.87	165.05	192.34	156.02	169.42	132.76	114.35	153.58	157.22	153.39	97.04
157.23	170.79	177.75	168.14	194.44	133.67	141.45	180.71	113.21	154.97	131.14	145.99	162.21	172.25	162.27	157.18	149.26	143.83	147.72	174.57	182.74	135.03	175.25	202.84	165.83	179.31	141.18	124.12	162.85	166.86	162.87	105.99
169.04	182.51	190.73	180.89	207.26	146.45	152.09	193.71	123.3	166.77	142.17	157.04	172.4	183.84	173.51	167.9	160.31	153.94	158.74	185.35	193.81	145.25	186.71	214.03	177.11	190.23	151.15	135.65	174.46	178.88	173.65	117.34
177.15	191.36	200.09	190.43	216.21	155.88	160.53	203.58	131.57	176	150.57	166.79	181.57	192.76	182.97	176.86	169.26	162.91	167.65	194.82	202.66	153.79	195.74	223.91	186.52	199.48	158.82	144.48	183.58	187.58	181.61	126.09
183.99	198.27	207.87	197.81	222.94	163.33	167.25	211.13	138.34	182.83	157.53	174.34	188.84	199.72	190.02	184.52	176.72	170.54	176.18	202.48	209.5	162.02	204.23	231.98	194.55	207.48	166.15	152.45	191.86	195.8	189.18	134.61
200.58	214.49	224.95	214.89	242.1	180.59	182.23	229.24	151.02	198.71	173.27	189.51	203.15	214.3	206.36	198.87	191.32	183.2	189.59	216.34	223.43	174.7	217.51	247.01	207.68	221.06	179.85	167.22	205.85	210.13	203.49	148.78
208.59	223.85	233.19	224.1	250.39	189.48	190.42	238.3	159.6	207.44	183.03	199.03	212.28	223.01	215.68	207.77	200.14	192.31	199.39	226	232.78	184.3	227.38	257.76	216.94	230.96	188.77	176.98	215.35	220.06	212.7	158.2
