allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
115.38	119.76	125.08	116.06	141.25	81.5	96.36	127.91	74.24	110.06	86.75	99.04	118.36	128.9	116.28	113.49	106.08	99.96	101.96	129.34	140.13	90.5	129.11	154.41	120.18	134.03	99.3	77.74	117.5	120.29	119.8	64.1
124.41	130.16	136.07	126.62	152.85	91.01	105.44	138.73	81.23	119.52	95.82	108.31	127.27	137.87	126.08	122.73	115.42	108.02	110.74	137.97	149	98.8	137.96	164.02	129.93	142.79	107.46	86.26	126.99	129.28	128.94	71.94
133.62	140.69	147.03	138.25	164.06	101.89	114.93	149.8	89.33	129.98	105.41	118.49	136.99	147.31	136.55	132.29	125.1	117.23	120.53	148.44	158.67	107.83	148.12	174.59	139.48	152.66	116.63	95.42	137.39	139.65	138.28	80.57
139.36	148.13	155.17	145.25	171.01	109.63	122.48	158.34	96.24	137.66	112.86	126.78	144.6	155.08	144.14	139.91	133.22	125.52	128.97	156.5	166.65	115.75	156.31	183.57	148.05	160.98	124.05	103.27	145.35	147.59	146.01	88.38
148.71	158.38	165.6	155.91	182	120.59	132.26	169.14	104.6	147.16	122.09	136.4	153.6	164.14	153.84	149.13	141.76	134.58	138.08	165.85	175.85	124.88	165.76	193.33	157.22	170.41	132.65	112.88	154.37	157.4	154.59	96.92
156.71	166.71	175.32	165.42	191.32	129.87	140.05	178.76	112.57	155.73	131.46	145.26	162.15	173.54	162.53	157.66	150.48	142.95	146.94	174.8	184.49	133.56	174.95	202.36	166.07	179.24	140.51	122.06	163.51	166.67	163.31	105.63
166.26	176.39	185.47	175.59	201.62	140.31	148.92	189.36	120.97	165.21	140.34	154.25	171.22	182.42	172.15	167.2	160	151.09	156.59	184.19	193.65	142.61	184.63	212.13	175.62	188.77	149.19	131.46	172.86	175.73	172.25	114.73
174.16	186.02	195.28	185.37	210.54	149.34	157.29	199.32	129.45	174.68	148.78	163.83	180.57	191.37	181.81	175.89	168.35	159.77	165.42	193.48	202.34	151.27	194	221.01	184.56	197.8	156.98	140.55	182.16	185.28	180.86	124.1
185.34	197.4	206.48	196.8	222.5	160.73	167.09	210.51	138.79	185.66	159.88	174.6	190.87	201.83	193.17	186.45	179.15	169.39	176.18	203.68	212.47	161.2	204.32	232.44	195.07	208.03	167.1	151.15	192.95	196.34	191.63	134.55
191.77	203.18	213.37	203.68	229.35	167.66	173.42	217.25	144.98	192.41	166.4	181.89	197.47	208.2	199.44	193.1	185.86	176.38	183.05	211.02	219.16	168.02	211.56	239.97	202.52	215.08	173.29	158.11	200.17	203.37	197.33	141.69
270.1	283.7	296.43	286.97	312.32	250.42	242.1	302.91	214.68	274.05	244.06	265.28	275.4	286.41	281.4	269.6	263.53	250.35	263.82	292.21	296.02	244.26	293.61	325.7	281.41	295.78	243.45	240	281.17	285.82	272.58	221.31
336.68	348.72	365.54	354.98	381.94	320.64	298.8	374.02	273.13	342.14	309.5	334.42	339.22	349.59	349.11	332.2	327.08	312.33	328.59	359.21	358.07	307.57	362.07	398.3	346.57	362.69	301.71	311.2	348.39	354.95	333.33	289.53
393.78	403.78	422.44	412.92	440.11	378.16	344.84	433.02	319.69	399.65	361.68	392.78	391.97	401.85	405.76	383.96	378.89	361.81	383.2	414.83	409.57	358.68	419.11	458.42	400.28	417.97	348.26	369.13	404.33	412.32	383.67	344.81
439.64	446.93	467.96	458.13	485.85	423.63	381.89	480.18	356.49	445.08	404.31	438.84	434.2	443.13	450.4	425.02	420.89	402.67	426.4	459.45	450.95	400.13	464.48	506.83	444.56	462.26	386.51	415.53	448.67	458.51	423.74	389.48
476.01	481.98	504.65	494.63	523.5	460.66	411.59	518.31	387.8	481.62	438.55	475.77	468.83	476.64	486.24	458.9	455.15	435.84	461.67	495.36	483.89	433.61	501.07	545.99	478.91	497.96	417.25	453.3	484.54	495.86	456.76	425.58
508.9	513.29	536.58	527.01	555.28	492.52	438.7	550.69	414.65	513.39	467.77	508.29	498.2	506.17	517.98	487.78	484.32	463.82	491.49	527.13	513.77	463.18	532.73	578.74	508.83	529.74	443.99	485.28	515.84	527.55	485.29	456.14
536.36	538.21	563.06	553.7	582.13	519.85	461.14	578.26	438.19	540.1	492.61	535.35	523.98	531.46	543.58	513.42	508.82	488.1	518.24	553.43	538.36	487.16	559.29	606.39	534.5	555.35	467.09	512.89	541.64	553.8	510.04	481.66
560.02	561.7	586.61	577.3	605.98	543.17	481.8	602.12	457.91	563.84	515.36	558.87	545.83	553.08	566.02	534.59	531.27	509.77	539.88	576.26	559.97	509.2	582.55	630.68	557.51	578.24	487.64	536.12	564.7	577.44	531.75	504.92
580.92	581.1	607	597.1	627.08	563.98	499.75	622.44	476.03	583.28	534.55	579.64	565.29	572.23	586.66	554.02	550.62	528.88	559.97	595.94	579.12	529.05	602.53	651.8	577.32	597.95	505.78	556.99	584.28	597.11	550.48	525.35
615.53	614.06	641.34	631.13	661.6	597.73	530.4	657.76	507.72	617.76	567.19	613.8	598.06	604.39	619.87	586.35	583.22	560.63	593.22	629.51	611.35	560.91	636.2	686.54	609.72	631.18	536.45	591.34	617.58	631.29	582.63	558.38
644.63	642.66	669.87	659.95	689.9	626.26	556.26	686.39	533.52	645.95	594.16	642.49	625.18	631.45	647.72	612.75	609.31	587.13	620.54	657.3	638.62	587.65	664.83	715.52	636.9	658.93	562.58	619.59	645.4	659.25	608.78	586.36
669.09	665.65	694.02	683.9	714.41	650.57	578.27	710.67	555.98	669.15	617	666.28	648.46	655.3	671.5	636.03	632.49	610.36	644.65	681.48	662.04	611.01	688.54	739.65	661.16	682.42	585.19	643.98	669.48	683.64	631.81	610.1
690.14	685.95	714.1	704.74	734.92	671.67	597.32	731.16	575.2	690.49	637.79	686.85	668.84	675.35	692.12	656.41	653.33	629.91	664.6	702.15	682.44	631.47	709.59	760.92	681.25	703.03	604.23	664.33	689.82	704.46	652.25	630.32
708.82	704.77	732.88	723.23	753.97	690.39	614.74	750.45	593.07	708.71	656.1	706.37	686.47	693.49	710.42	674.81	671.26	647.95	682.84	720.46	699.89	649.62	727.76	781.32	699.7	721.54	621.3	682.65	707.99	722.51	670.01	648.43
832.84	825	855.5	844.73	876.85	812.26	730.42	872.85	708.9	830.1	774.75	826.88	806.21	812.26	830.07	792.58	789.33	764.52	802.45	840.32	818.93	767.82	848.61	902.45	819.24	840.79	736.63	803.71	827.99	842.72	788.24	766
905.99	897.72	928.9	917.82	949.79	885.28	803.08	946.27	781.44	902.39	845.99	899.42	877.55	883.42	901.89	863.42	859.75	836.43	873.45	912.1	890.21	839.88	920.8	974.54	890.83	912.14	808.77	874.56	899.97	915.28	859.31	838.3
961.63	952.3	984.13	973.31	1005.41	940.85	857.67	1002.07	836.14	957.74	901.37	954.58	932.46	938.89	957.03	918.78	914.63	891.43	929.27	967.25	946.27	894.92	976.14	1030.14	946.24	966.98	862.97	930.85	955.1	970.04	914.74	892.22
1008.31	998.05	1030.43	1018.67	1051.37	987.22	904.13	1048.33	881.33	1003.31	947.34	1000.7	978.5	984.82	1003.31	964.56	960.43	936.81	974.59	1013.67	992.56	940.59	1022.27	1075.75	992.43	1012.47	909.49	975.68	1000.85	1015	960.32	936.92
1048.11	1037.69	1069.98	1058.41	1091.68	1026.6	943.29	1088.52	921.57	1043.32	986.75	1039.56	1018.78	1025.04	1042.54	1004.36	999.57	976.96	1013.77	1052.81	1032.61	980.59	1062.31	1114.85	1031.78	1051.27	948.84	1015.09	1040.16	1054.67	999.71	976.26
1084.07	1073.32	1106.62	1094.5	1128.06	1062.86	979.15	1124.58	956.91	1079.34	1022.33	1076	1054.27	1061.28	1078.45	1039.33	1035.43	1012.85	1049.88	1089.13	1068.08	1016.12	1098.07	1151.21	1067.86	1087.62	984.48	1050.74	1076.31	1090.99	1035.25	1011.75
1117.65	1106.13	1139.47	1127.14	1161.38	1095.22	1012.57	1158	989.75	1111.75	1055.03	1108.94	1086.86	1093.96	1111.2	1072.38	1067.9	1045.15	1082.48	1122.03	1100.72	1049.09	1130.35	1183.89	1099.92	1120.06	1016.58	1083.36	1108.34	1122.95	1068.47	1043.5
1148.36	1137.2	1170.83	1158.33	1192.52	1126.56	1043.39	1188.9	1020.03	1142.69	1085.94	1139.16	1117.64	1124.79	1142.02	1102.98	1098.47	1075.85	1113.5	1153.03	1131.39	1079.8	1162.14	1214.82	1131.9	1150.06	1047.87	1113.66	1139.33	1153.23	1099.35	1073.93
1177.76	1166.57	1199.76	1187.52	1221.47	1156.25	1071.91	1218.37	1048.93	1172.35	1114.68	1168.83	1146.34	1153.72	1170.91	1131.77	1126.92	1104.9	1142.19	1181.91	1160.92	1109.49	1190.75	1243.79	1160.94	1179.47	1076.76	1142.6	1168.86	1182.57	1128.14	1102.62
1205.73	1193.66	1227.03	1214.72	1249.15	1183.23	1099.21	1245.72	1077.13	1200.21	1141.55	1196.04	1174.18	1182.06	1198.51	1160.08	1154.68	1131.96	1170.11	1209.08	1188.3	1136.06	1218.75	1270.68	1188.11	1206.56	1103.92	1169.99	1196.07	1209.64	1156.41	1129.58
1232.34	1220.62	1254.46	1241.7	1275.58	1210.1	1125.65	1272.12	1104.4	1226.74	1168.46	1222.75	1201.61	1208.93	1225.31	1186.71	1181.22	1159.05	1197.08	1236.45	1215.17	1163.78	1245.58	1299.38	1214.79	1232.61	1130.28	1196.26	1222.96	1235.99	1182.79	1156.3
1257.52	1245.11	1280.65	1266.38	1302.99	1235.57	1151.56	1299.58	1129	1251.53	1193.94	1248.14	1226.38	1234.29	1250.32	1211.56	1206.02	1184.29	1221.92	1261.04	1240.15	1188.7	1270.4	1324.39	1240.21	1257.61	1155.9	1221.23	1247.41	1260.63	1206.78	1180.54
1284.05	1270.12	1306.66	1293.22	1327.83	1260.59	1176.46	1325.05	1154.06	1276.72	1219.22	1272.43	1251.13	1258.8	1275.25	1236.31	1230.56	1208.56	1246.79	1287.3	1265.74	1213.78	1297.19	1348.92	1265.05	1283.85	1180.54	1246.34	1272.34	1287.2	1231.83	1205.41
1308.89	1295.92	1330.52	1317.09	1352.28	1286.29	1201.1	1348.51	1178.6	1302.26	1242.99	1298.78	1275.41	1284.65	1301.18	1260.68	1255.2	1233.05	1270.92	1311.22	1291.08	1237.91	1321.27	1373.67	1290.62	1308.18	1204.79	1269.43	1298.07	1311.3	1256.31	1228.84
1332.38	1319.47	1354.21	1340.61	1375.6	1309.91	1224.07	1372.24	1202.09	1325.64	1266.25	1321.62	1300.23	1309.03	1324.33	1285.65	1278.34	1256.48	1295.58	1335.29	1315.07	1261.11	1344.77	1396.64	1314.34	1331.16	1228.51	1294.78	1321.83	1334.3	1280.2	1252.38
1355.65	1341.73	1377	1363.34	1398.35	1332.46	1247.1	1394.93	1224.68	1348.43	1290.41	1344.45	1323.47	1331.5	1347.19	1308.51	1301.82	1280.1	1318.6	1357.56	1337.33	1285.75	1367.52	1420.02	1336.62	1354.07	1251.45	1316.48	1344.5	1356.85	1303.58	1274.84
1378.13	1364.78	1400.04	1386.35	1422.03	1355.54	1270.82	1418.45	1247.78	1371.5	1313.68	1367.68	1346.13	1354.33	1369.83	1331.45	1324.66	1302.93	1341.05	1380.51	1360.89	1308.64	1390.39	1442.82	1359.7	1376.36	1274.15	1339.7	1367.25	1379.86	1326.42	1298.85
1400.07	1386.3	1422.86	1408.07	1443.45	1377.58	1293.33	1440.22	1269.58	1393.15	1335.2	1389.24	1367.74	1376.19	1391.74	1353.05	1346.59	1325.18	1362.79	1402.14	1383.37	1330.26	1411.86	1464.66	1381.48	1397.53	1297.48	1361.35	1388.73	1401.02	1348.01	1320.41
1422.11	1407.91	1443.93	1429.95	1465.28	1399.4	1315.66	1461.8	1293.3	1415.23	1356.89	1411	1389.71	1397.95	1414.14	1374.84	1368.18	1346.97	1384.71	1425.02	1404.61	1352.4	1434.14	1486.26	1402.96	1419.91	1319.13	1383.05	1410.66	1423.32	1369.91	1341.37
1444.65	1430.14	1465.93	1451.75	1487.21	1421.07	1337.37	1483.38	1314.73	1437.21	1378.92	1433.07	1411.83	1420.36	1435.84	1396.47	1389.74	1368.24	1406.14	1445.89	1426.73	1373.66	1455.86	1507.46	1425.56	1441.36	1340.34	1403.9	1432.03	1444.5	1391.4	1362.31
1465.11	1450.21	1487.41	1472.02	1508.08	1442.23	1358.19	1504.45	1335.59	1458.13	1399.22	1453.37	1432.94	1441.49	1455.9	1416.77	1410.14	1389.06	1427.16	1466.16	1447.42	1394.38	1477.12	1528.32	1445.95	1462.03	1361.3	1425.47	1452.75	1465.14	1413.21	1383.04
1486.51	1471.98	1508.53	1493.53	1529.06	1462.97	1379.72	1525.85	1356.49	1478.96	1420.33	1474.54	1453.59	1462.39	1477.71	1438.63	1431.47	1410.44	1448.62	1487.76	1468.28	1416.53	1497.46	1550.66	1467.04	1482.19	1382.75	1446.04	1473.9	1486.23	1434.13	1404.24
1507.23	1492.01	1529.01	1513.74	1550.85	1483.91	1399.8	1547.36	1376.78	1499.81	1441.49	1495.28	1474.28	1483.01	1498.14	1458.76	1451.47	1430.91	1468.87	1507.92	1488.99	1436.66	1518.23	1571.04	1487.53	1502.77	1403.13	1465.99	1494.76	1506.59	1454.62	1424.65
1527.98	1512.83	1550.28	1534.2	1571.51	1504.93	1421.13	1567.51	1397.46	1520.55	1462.22	1515.87	1494.81	1503.56	1518.61	1479.6	1472	1451.39	1489.95	1528.51	1510.72	1458.04	1539.97	1591.24	1508.33	1523.54	1423.74	1487.04	1515.39	1527.14	1475.47	1445.05
1548.6	1532.88	1571.17	1555.33	1591.56	1524.8	1441.64	1587.68	1418.7	1541.45	1482.27	1535.83	1514.79	1524.08	1539.67	1499.95	1492.53	1471.64	1510.01	1549.42	1529.9	1477.9	1559.8	1611.3	1528.26	1544.12	1443.79	1506.83	1535.64	1548.1	1495.72	1464.38
1569.56	1553.61	1591.1	1575.55	1611.67	1545.52	1461.65	1608.34	1439.12	1561.53	1502.42	1556.84	1535.65	1545.35	1559.75	1520.23	1512.29	1491.99	1530.13	1569.65	1551.1	1498.23	1579.76	1631.47	1549.46	1564.41	1464.03	1526.78	1556.8	1567.81	1515.58	1484.91
1588.99	1573.39	1610.8	1594.93	1631.48	1565.2	1481.27	1627.83	1458.89	1580.98	1521.79	1576.29	1555.95	1564.77	1579.06	1539.93	1531.53	1511.28	1550.11	1588.86	1570.63	1517.25	1599.14	1651.18	1568.93	1583.69	1483.04	1546.19	1575.73	1586.82	1535.86	1503.8
1608.81	1592.54	1630.62	1615.25	1651.16	1585.03	1501.19	1648.03	1479.12	1601	1542.05	1595.73	1575.81	1584.87	1598.91	1559.95	1552.62	1530.52	1570.07	1609.3	1590.87	1537.81	1619.44	1671.17	1588.65	1603.53	1503.07	1566.54	1594.71	1607	1556.34	1523.14
1629.33	1612.9	1650.61	1634.26	1670.99	1604.53	1521.43	1667.43	1498.82	1620.84	1561.87	1616.07	1595.35	1604.4	1618.57	1580.12	1571.59	1551.64	1589.7	1628.83	1610.7	1557.92	1639.79	1691.29	1608.23	1622.81	1522.79	1586.41	1614.97	1626.63	1575.92	1543.66
