allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
108.89	110.37	116.48	108.85	136.76	71.58	90.16	120.35	65.81	106.7	79.69	90.18	112.17	121.23	109.29	108.07	100.55	90.43	93.04	121.89	135.34	80.95	122.01	147.46	114.95	127.37	91.56	67.14	111.13	111.86	113.77	56.99
114.94	117.51	124.29	116.39	143.9	78.59	96.19	128.26	70.68	113.66	85.72	97.23	118.74	128.46	116.37	114.3	107.18	96.5	99.73	128.85	141.69	86.7	128.7	154.91	121.49	134.22	97.15	72.74	118.1	118.96	120.42	62.67
123.7	127.13	134.32	126.48	153.99	87.19	104.58	138.29	77.93	123.37	94.53	106.24	128.09	137.07	126.39	123.11	115.88	104.53	108.61	137.56	150.67	94.65	137.74	164.29	130.91	142.79	104.81	81.06	128.09	128.84	129.32	70.61
131.02	135.62	143.45	136.4	162.85	95.68	112.06	147.37	84.19	131.91	102.31	114.65	135.73	144.66	134.87	131.29	123.99	112.04	117.13	145.32	158.32	102.42	146.05	173.21	139.03	150.91	111.76	88.61	136.1	137.2	136.96	77.92
138.25	143.42	151.62	144.14	171.15	103.77	119.47	156.13	90.91	139.36	109.86	123.04	143.45	152.53	142.71	138.74	132.33	119.87	125.18	153.67	166.02	110.1	153.92	182.09	147	159.3	119.15	96.43	144.28	145.42	144.44	85.46
144.77	150.77	159.79	152.86	178.47	112.31	126.62	164.59	97.53	147.1	117.69	131.01	150.84	160.03	150.13	146.1	139.26	126.94	133.02	161.55	173.41	117.68	161.9	189.79	154.68	166.74	125.75	103.64	151.89	152.59	151.07	92.74
153.91	159.91	169.12	161.68	188.79	121.95	135.05	174.51	104.97	156.28	127.04	140.25	159.85	168.98	160.21	154.81	147.79	135.59	141.91	170.51	182.11	125.91	171.29	199.55	163.72	175.54	133.67	113.08	161.03	162.07	159.71	101.32
160.06	166.5	176.59	168.88	195.77	129.39	141.01	182	111.26	163.08	133.5	147.24	166.48	176.02	166.84	161.53	154.86	142.02	149.49	177.75	188.8	133.26	178.55	207.11	170.64	183.15	139.58	120.42	168.61	169.57	166.38	108.86
167.85	175.04	185.27	177.44	204.1	137.87	147.91	191.39	118.2	171.82	141.92	155.67	174.29	183.43	175.44	169.28	162.95	149.12	156.99	185.92	196.99	140.66	187.04	215.83	178.64	191.43	146.64	129.34	176.61	177.91	174.06	116.67
175.58	182.84	193.46	185.68	212.51	146.14	154.92	199.41	125.34	179.7	149.96	163.89	182.36	191.66	183.67	177.08	170.84	156.7	164.97	194.38	204.62	148.45	195.46	224.38	186.62	199.23	153.64	137.38	185.33	186.51	181.81	125.23
