allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
136.79	153.01	155.6	144.32	173.17	114.23	127.87	154.28	100.57	128.91	111.66	124.4	139.66	151.36	138.6	135.87	127.68	127.1	128	150.6	159.58	117.54	149.07	173.08	142.58	154.35	125.41	106.46	138.05	144.88	142.06	86.72
145.2	167.81	171.71	160.24	189.59	129.94	142.79	171.05	110.05	139.39	122.28	135.26	149.96	162.04	149.12	146.6	138.35	137.37	138.01	161.29	169.99	127.91	159.53	185.62	154.1	165.19	135.27	117.26	148.48	155.69	152.43	96.79
155.43	185.31	189.78	178.32	207.82	147.97	159.07	190.16	122.58	152.06	135.66	148.29	163.04	175.49	162.76	160.41	151.23	149.46	151.23	174.96	183.45	140.06	172.71	198.91	167.76	178.69	147.22	130.48	161.93	168.66	165.14	108.55
166.92	201.62	207.63	196.92	225.91	165.96	176.26	208.51	134.06	164.85	147.82	161.23	175.4	188.45	175.03	172.73	163.61	161.69	163.16	187.99	196.01	151.79	185.73	211.66	180.66	191.36	159	142.67	173.94	182.13	177.21	121.25
178.01	218.24	223.81	213.34	243.6	183.5	191.82	226.41	146.33	178.01	160.78	174.61	188.51	200.99	188.74	186.67	176.56	174.27	176.83	200.35	208.12	164.48	198.54	225.39	194.5	204.53	171.31	155.86	187.6	195.48	190.29	134.74
189.53	233.01	239.89	228.89	260.51	200.11	205.89	242.01	157.56	190.33	172.34	187.29	200.72	212.53	200.56	198.96	189.86	186.22	189.04	212.59	219.86	176.29	211	238.06	206.45	215.77	182.9	168.11	199.98	207.33	201.62	146.31
201.14	249.08	256.78	245.26	277.4	215.7	220.45	260.93	168.7	202.48	184.8	199.93	212.35	224.61	212.44	210.98	201.63	197.98	200.87	224.91	231.8	188.38	222.69	251.22	218.95	228.39	194.63	180.92	211.4	219	213.05	158.94
212.04	265.01	272.25	261.51	291.8	230.66	233.5	276.24	180.06	213.94	196.82	211.93	224.05	236.31	224.69	223.2	213.28	209.42	212.81	237.05	244.02	199.95	235.24	265.27	230.86	240.51	205.84	193.56	223.3	231.52	224.72	170.93
222.8	278.35	285.66	275.36	306.05	246.06	246.72	291.14	191.46	225.86	207.68	224.12	235.87	248.34	237.1	235.16	225.56	220.52	224.51	249.04	256.17	211.64	246.89	277.19	243.03	253.28	216.59	205.07	235.47	244	235.97	183.65
234.15	291.77	299.84	289.76	320.01	261.45	260.64	305.44	202.07	237.66	219.37	235.6	247.5	261.61	248.86	247.04	236.45	232.01	235.77	262.3	267.81	222.92	260.43	289.79	255.88	265.27	227.43	216.91	247.38	257.02	247.59	196.14
342.14	401.61	414.18	403.36	433.67	375.32	357.98	422.24	297.32	344.03	322.02	342.83	349.14	361.92	354.04	348.96	337.97	331.68	339.25	365.3	366.98	323.77	364.33	399.1	358.82	368.77	325.68	325.56	351.32	362.07	346.7	301.49
434.4	483.15	500.03	488.56	518.18	461.64	431.61	510.19	373.34	431.81	405.87	432.25	433.34	446.32	440.64	431.49	420.44	413.58	424.14	452.64	450.56	405.35	452.66	491.02	444.41	455.87	404.76	414.83	438.04	451.19	428.39	388.75
512.51	548.41	568.61	555.98	584.99	529.37	488.35	578.76	435.4	504.28	473.95	505.37	501.01	514.46	512.19	498.4	486.69	479.48	493.13	523.76	517.8	472.01	524.44	567.01	513.87	526.66	468.82	488.64	508.47	523.84	494.62	459.51
576.49	600.34	623.71	610.52	639.37	583.56	535.33	633.72	486.42	564.09	530.99	566.22	557.51	570.24	570.87	553.73	542.81	534.54	551.15	582.62	573.12	528.01	583.43	629.22	570.71	585.03	522.95	550.02	567.23	583.9	549.82	518.75
626.58	644.34	668.65	655.48	683.89	628.33	574.31	679.28	529.68	613.43	578.24	616.07	604.06	616.41	618.95	599.1	588.33	580.41	598.32	630.59	618.52	574.04	632.24	680.75	617.64	633.52	567.08	599.89	615.76	633.06	595.08	567.16
667.14	680.19	706.65	692.62	721.02	666.43	607.31	718.19	566.25	654.88	617.07	657.7	643.97	655.83	659.72	637.99	626.66	618.1	638	671.49	657.97	612.49	673.78	723.51	657.17	674.36	604.49	642.59	656.12	674.59	633.78	607.49
700.78	711.72	739.19	724.83	753.37	698.58	635.96	750.95	597.48	689.86	650.8	693.3	677.63	689.25	694.15	670.9	659.99	651.74	672.23	706.27	691.23	645.96	708.72	759.43	691	708.6	637.1	678.48	691.49	710.46	666.71	642.67
729.12	739.53	769.35	753.51	782.95	726.92	661.9	781.15	624.71	720.37	680.35	724.15	706.68	718.34	724.41	699.86	688.69	680.28	701.52	736.14	720.53	674.7	739.32	792.68	720.19	738.67	665.42	709.3	721.68	740.86	695.81	672.98
753.16	764.04	794.7	779.48	807.84	752.06	684.75	806.7	649.28	747.11	705.97	751.29	732.16	744.03	750.44	724.78	714.31	706.06	727.29	762.57	745.7	700.14	766.34	820.21	746.57	764.78	690.43	736.14	747.84	768.77	721.29	699.26
797.21	807.81	838.98	823.29	851.34	797.24	724.62	850.83	691.28	793.66	749.98	798.04	777.69	789.41	796.83	769.78	757.7	749.36	774.18	809.15	791.13	743.47	812.56	866.93	792.55	811.29	733.26	783.78	794.43	814.45	764.75	744.24
831.29	842.87	874.42	858.48	886.87	833.31	757.44	886.04	725.51	831.42	787.8	835.64	813.7	825.17	834.09	805.37	794.45	786.21	809.97	845.88	826.47	781.29	849.73	904.97	829.01	847.87	769.71	821.44	830.15	851.59	803.42	782.48
861.27	872.96	905.68	889.27	917.61	863.09	787.54	917.49	755.72	862.26	818.31	867.31	844.36	855.96	865.12	836.16	825.32	815.96	840.93	876.96	857.41	811.28	880.95	936.85	859.37	879.13	799.86	852.76	861.2	883.04	832.38	813.92
887.4	899.96	932.56	916.1	944.54	889.79	812	944.47	783.36	890.23	845.56	894.69	871.48	883.14	892.06	862.27	852.1	843.05	867.58	904.86	884.5	838.31	909.16	964.97	886.56	906.94	827.17	880.62	888.79	911.02	859.29	841.63
911.21	923.21	956.39	939.72	968.19	914.02	835.32	968.28	806.65	914.96	869.27	919.24	895.83	907.14	916.56	886.83	875.63	866.65	891.77	928.84	908.6	861.88	933.33	989.58	911.41	930.95	850.4	905.16	913.05	935.41	883.31	865.53
