allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
141.97	150.06	153.26	141.98	169.32	111.77	125.09	151.71	98.69	125.4	109.12	120.68	137.08	148.63	135.55	133.27	124.01	123.83	124.47	147.84	156.73	114.37	146.47	169.7	139.33	151.04	122.68	103.66	135.47	141.15	140.13	84.46
151.65	162.46	166.33	155.19	183.85	125.3	138.25	165.39	106.84	134.79	118.49	131.03	146.18	158.22	144.96	142.73	133.62	132.86	133.88	157.3	166.02	124.22	155.69	179.73	148.89	160.76	131.91	112.82	144.54	150.45	148.62	93.4
162.7	177.21	181.69	170.84	199.28	140.65	152.25	181.44	117.64	145.49	130.04	141.95	157.47	169.6	155.9	154.08	144.68	143.67	144.8	168.65	177.21	134.8	166.6	191.53	160.7	171.91	141.89	123.4	155.19	162.2	159.65	103.31
174.66	191.65	197.64	187.09	214.22	155.89	166.91	197.78	129.02	156.3	140.96	153.05	168.2	181	167.19	166.2	156.03	154.39	156.27	180.66	188.83	145.74	177.71	202.48	172.6	183.58	152.83	134.51	166.68	173.27	170.81	114.37
187.47	206.17	212.11	201.4	229.97	170.48	181.1	212.9	139.46	168.02	152.59	165.06	180.3	193.25	178.81	178.1	167.97	165.88	167.55	191.65	200.38	156.59	189.33	214.04	184.28	194.72	163.62	145.73	178.67	185.1	182.4	125.91
198.77	218.65	225.84	214.85	244.16	185.02	194.38	227.05	149.6	178.71	162.86	175.82	191.21	203.3	190.28	189.24	178.53	176.53	178.21	202.5	210.28	166.97	199.75	225.22	196	205.11	174.04	156.24	189.87	196.28	192.88	136.88
210.73	232.34	240.49	228.94	259.18	199.44	207.15	241.52	160.14	189.71	174.01	187.38	201.86	214.15	201.27	200.17	190.19	187.39	189.48	213.17	221.25	178.09	210.81	236.08	206.81	216.37	184.56	167.75	200.49	206.82	203.53	147.62
222.19	245.29	255.26	242.53	272.87	212.8	219.53	257.32	170.89	201.31	185.36	199.11	212.83	225.41	212.43	211.5	202.05	198.14	200.58	224.97	232.54	189.25	221.77	248.34	217.95	227.39	195.71	179.31	211.55	218.02	214.39	158.98
232.39	258.8	267.06	256.1	285.24	225.22	231.18	269.81	181.1	211.48	196.35	209.52	223.19	236.19	222.93	221.61	211.78	208.55	211.26	235.34	243	199.35	231.78	260.45	228.88	237.91	205.6	190.25	221.65	228.66	224.04	169.81
244.5	271.13	279.99	269.46	298.28	238.79	242.59	283.01	191.61	222.06	206.17	220.26	233.89	247.57	234.02	233.18	222.81	218.69	221.4	246.01	254.45	209.9	242.95	271.52	239.31	248.78	215.62	200.98	232.79	239.94	234.89	180.57
344.23	372.3	386.57	374.63	403.58	346.09	338.08	392.15	282.38	322.66	304.41	322.05	331.45	345.31	334.29	330.61	319.56	314.57	320.56	345.49	349.52	306.2	342.5	373.85	338.59	347.83	308.96	301.75	331.7	340.7	329.62	280.03
427.29	453.14	469.91	458.24	486.86	430.46	409.38	477.1	357	407.58	386.34	408.13	412.57	426.84	419.01	411.09	399.76	393.41	403.34	430.27	430.42	386.4	427.81	463.22	421.34	432.01	386.17	389.09	415.48	426.61	408.02	363.67
494.37	517.7	537.8	525.97	554.04	497	465.24	546.42	417.58	478.57	453.36	480.4	479.61	493.45	488.59	476.64	464.76	457.86	470.96	500.46	495.65	451.24	498.15	538.35	489.05	501.06	449.16	460.92	484.38	498.04	472.25	433.61
550.54	569.59	592.29	579.29	607.45	551.43	511.81	600.67	467.79	537.56	508.64	540.32	535.2	548.78	546.11	531.48	519.21	511.81	527.56	558.38	550.47	504.79	556.17	599.75	545.05	558.54	500.25	521.25	541.94	557.24	526.55	490.67
596.04	612.53	636.96	623.62	651.85	596.16	549.99	647.54	509.31	586.33	554.67	589.47	581.07	594.09	593.74	576.52	563.82	555.95	574.01	605.27	595.63	550.07	604.38	650.71	591.29	605.69	544.09	570.92	589.1	605.78	571.29	538.98
635.5	649.83	675.36	661.65	689.63	633.9	583.19	685.01	545.59	626.79	593.16	629.82	619.43	632.53	633.61	614.06	601.35	593.85	612.99	645.82	633.4	587.89	645.22	692.91	630.11	646.32	580.99	611.99	628.99	646.75	607.97	578.91
668.68	680.66	707.44	693.42	721.53	665.74	610.97	717.28	575.66	661.51	625.86	665.15	652.84	664.94	667.48	646.54	633.78	626.18	646.45	679.91	666.03	620.31	679.3	728.23	663.37	679.93	611.91	647.87	662.84	681.22	640.24	612.49
698.28	708.82	735.64	722.01	750.01	694.34	636.89	746.36	602.58	691.51	654.98	695.71	681.35	693.94	697.11	674.75	662.29	654.42	675.24	709.57	694.79	649.05	709.23	759.33	692.08	709.36	640.02	677.72	692.15	711.34	667.78	642.29
724.18	732.69	761.14	746.47	776.46	719.57	659.23	773.04	626.34	718.19	680.33	722.29	706.85	719.18	722.83	699.79	687.01	679.09	700.6	735.48	719.84	673.78	734.84	787.76	717.79	735.07	664.03	704.18	717.81	737.49	693.32	668.2
768.89	775.85	805.39	790.39	818.76	761.95	697.41	816	667.55	762.02	723.1	767.4	749.22	761.86	767.11	741.58	729.16	721.38	743.91	780.59	762.1	716.33	780.62	833.74	760.76	780.36	705.5	748.54	761.34	783.74	735.14	711.99
