allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
112.43	114.42	121.01	111.71	139.15	75.7	93.25	124.96	69.28	108.1	82.33	93.84	114.85	123.97	112.21	110.36	104.15	94.59	97.49	125.01	137.83	84.44	123.4	150.82	117.45	130.26	95.5	71.85	114.83	116.11	116.51	60.3
119	121.71	129.01	119.72	147.34	82.84	99.1	132.83	74.38	115.59	88.12	100.51	121.43	131.22	119.12	116.91	110.3	100.76	104.05	132.34	143.91	90.81	131.14	157.83	124.16	136.9	101.48	77.78	121.63	122.73	122.88	66.02
127.23	131.23	138.19	129.83	157.03	91.98	107.62	143.3	81.54	124.01	96.55	109.24	130.2	139.3	128.86	125.85	118.98	108.7	112.43	140.91	152.56	98.97	139.12	167.17	133.09	145.55	108.64	86.12	131.12	132.1	131.63	73.46
134.37	139.62	147.13	138.48	165.57	100.82	116.04	152.09	88.55	133.43	104.94	118.46	138.45	147.74	137.63	134.54	127.81	116.93	121.05	149.19	160.74	106.69	148.25	176	141.84	154.05	116.45	93.57	139.45	140.88	139.32	81.27
142.62	148.02	156.89	147.79	175.3	110.02	123.93	162.27	96.01	141.88	113.62	127.38	146.82	156.25	146.24	142.26	136.04	124.93	130.35	157.94	169.21	114.84	157.21	185.35	150.35	162.63	123.96	101.83	148.04	149.3	147.97	88.9
150.39	157.15	166.24	157.11	185.22	119.73	132.38	171.44	103.34	150.61	122.47	136.29	155.03	164.91	155.12	150.77	144.18	133.36	138.41	166.58	177.38	123.12	165.63	194.58	158.91	171.06	132.29	111.05	156.64	157.79	155.55	97.49
158.56	165.51	175.24	166.34	193.91	129	139.52	181.01	110.68	158.89	130.96	145.04	163.46	173.05	163.61	159.07	151.91	140.71	146.9	174.55	185.83	131.38	174.23	203.55	166.93	179.7	139.48	119.2	165.08	166.99	163.72	105.64
166.78	174.1	184	175.44	202.18	137.55	147.88	189.96	118.36	167.7	139.05	153.3	171.56	181.32	172.2	167.28	160.43	148.66	154.99	183.41	193.72	139.11	183.25	211.89	175.09	188.19	146.42	128.8	173.44	175.1	171.22	114.22
174.46	182.47	192.82	183.59	210.48	145.85	154.86	199.01	125.95	175.46	147.44	162	179.8	189.9	180.6	175.16	168.09	156.43	163.36	191.93	201.14	146.98	191.49	220.27	183.36	196.2	153.73	136.66	181.96	183.55	179.05	122.34
182.58	190.39	201.43	192.24	219.24	154.66	162.15	207.7	133.29	184.21	154.63	170.29	187.83	197.76	189.02	182.8	176.1	163.91	171.06	200.27	209.07	154.71	200.03	228.75	191.5	204.27	160.81	144.71	190.16	191.71	186.53	130.52
256.03	264.9	278.71	269.9	297.18	232.07	225.89	288.06	197.58	260.78	227.67	246.93	260.83	269.78	266.45	254.03	246.5	231.45	244.46	275.15	279.17	224.93	275.79	308.84	264.78	278.89	223.38	220.68	265.64	268.14	255.01	203.63
