allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
105.78	117.25	123.23	115.72	143.42	77.24	95.35	126.78	68.18	112.27	83.87	95.63	116.01	126.01	114.34	111.72	105.27	94.11	98.36	125.7	139.29	84.57	127.39	153.01	119.97	132.49	94.16	72.05	116.68	117.18	117.61	61.17
113.98	130.76	137.68	130.56	157.95	90.72	106.43	140.93	76.88	124.52	95.5	108.22	127.59	137.07	126.89	123.34	117.73	104.76	110.06	138.07	150.49	95.18	139.47	166.37	132.34	144.64	104.57	83.45	129.97	130.62	129.44	72.32
121.77	141.88	148.07	142.46	169.91	102.38	116.05	154.03	84.69	135.24	104.69	118.92	138	146.68	137.22	133.46	127.65	114.47	120.8	149.56	160.35	104.44	150.47	178.19	143.69	155.23	112.43	93.4	140.35	141.47	138.35	82.27
133.51	154.8	162.75	155.7	184.94	115.78	127.47	168.36	94.36	148.03	116.53	132.48	149.44	158.38	150.53	144.97	139.3	125.47	133.24	161.31	171.87	115.9	163.12	191.88	155.54	167.98	123.09	105.88	152.83	154.18	149.9	93.82
143.43	168.39	176.6	170.58	199.14	130.44	138.23	183.24	103.17	159.33	127.44	144.3	160.24	168.99	162.26	155.62	150.35	135.67	144.55	172.58	182.8	126.9	174.39	204.2	166.77	179.07	131.79	117.55	164.35	166.26	160.1	105.53
152.03	180.16	189.37	183.09	212.02	142.67	147.91	196.29	112.2	170.1	137.84	155.99	170.54	179.22	172.88	165.42	160.88	145.36	154.94	184.15	192.66	136.81	185.72	215.96	177.03	190.31	140.77	129.29	176.02	177.51	170.25	116.68
159.22	189.26	197.9	191.48	219.61	151.66	154.43	205.18	118.78	178.38	144.82	163.98	177.82	186.42	180.46	172.81	167.92	152.36	163.55	191.87	199.22	144.42	194.74	224.85	185.83	198.31	146.93	138.36	184.06	186.06	176.63	125.33
168.11	202.14	211.52	205.05	234.11	165.95	165.3	219.49	128.92	190.95	156.46	176.36	189.82	197.68	193.3	184.25	179.74	163.46	174.47	203.85	210.42	155.22	206.11	237.76	197.42	210.1	156.37	150.57	195.93	198.05	187.76	137.66
181.67	212.82	222.94	216.8	246.88	178.09	174.56	231.75	137.51	201.29	166.69	187.57	199.54	207.26	204.31	193.85	189.58	172.21	184.88	213.35	220.02	164.96	216.78	249.17	207.29	220.18	165.19	161.58	206.05	209.19	197.27	147.67
186.42	221.78	232.17	226.42	256.21	187.25	181.81	241.43	144.41	209.56	174.36	196.67	207.19	215.38	212.31	201.71	197.28	179.63	193.59	221.53	227.19	172.72	225.19	259.37	215.41	228.76	171.76	170.49	214.69	217.42	204.61	156.53
276.1	301.93	316.57	310.81	340.79	272.38	244.66	329.66	208.7	289.03	248.04	277.72	281.05	288.22	291.01	273.71	271.03	249.27	271.01	300.9	299.31	244.82	305.74	343.39	292.66	307.4	235.3	251.62	294.19	297.87	275.04	235.15
365.81	363.31	381.99	377.66	409.37	339.24	297.69	398.55	264.66	355.16	311.96	344.93	342.39	348.97	357.53	333.55	332.12	308.31	333.3	364.4	359.14	305.72	371.64	412.63	355.39	371.95	290.43	319.64	359.73	364.46	334.73	300.93
436.57	406.34	428.19	422.78	454.75	384.55	335.98	444.74	305.15	404.38	357.89	395.98	388.73	395.04	406.31	379.01	377.9	352.27	381.17	414.76	404.85	350.7	421.27	464.57	403.03	420.72	331.37	370.16	409.01	414.71	379.11	348.85
492.5	442.6	466.18	461.42	493.23	422.94	368.59	483.93	338.3	445.53	395.78	437.56	426.89	432.1	446.9	415.75	415.73	388.7	420.87	454.2	441.72	388.5	461.74	506.65	442.23	460.76	364.71	412.85	449.5	455.94	416.45	389.51
537.65	474.03	499.7	495.14	528.22	457.13	397.16	518.84	367.49	478.92	428.26	471.68	459.23	463.13	480.28	447.1	447.48	419.83	453.74	487.42	473.31	419.88	496.05	542.88	474.81	494.46	393.54	447.44	483.21	490.15	448.01	423.14
572.11	502.2	528.59	524.88	557.2	485.64	421.68	547.98	393.09	508.29	455.26	501.22	485.7	489.88	509.52	472.99	473.78	446.02	481.13	516.69	500.3	447.1	525.63	572.87	502.93	522.71	418.13	476.39	512.39	519.7	474.15	452.05
598.9	526.51	554.36	549.62	583.01	511.36	443.54	573.93	414.8	533.09	479.15	527.66	509.91	514.12	534.75	496.46	497.7	468.44	506.18	541.27	523.87	470.33	551.19	599.06	527.98	547.45	440.69	502.34	537.97	544.9	497.21	476.63
618.85	547.92	576.91	571.35	605.77	534.03	462.42	596.55	433.71	555.29	501.2	550.13	531.47	535.27	557.1	518.26	520.32	489.04	528.23	563	544.73	491.77	573.01	621.45	549.19	569.48	460.66	524.89	559.83	567.64	519.11	498.97
633.72	565.49	594.03	588.83	622.5	551.25	477.92	613.55	450.44	572.5	518.6	567.48	548.11	552.18	574.39	534.53	536.82	506.12	545.37	580.14	561.66	508.27	591.07	639.8	566.53	586.76	476.29	543.11	577.54	585.35	535.06	517
658.09	596.37	625.34	620.93	654.54	583.81	506.88	646.89	479.61	604.36	548.73	600.05	579.12	582.72	605.78	565.07	567.13	536.21	576.97	612.23	591.8	539.79	623.45	672.76	597.99	617.87	505.58	576.32	608.93	617.35	565.51	549.02
682.87	625.57	655.58	651.28	685.95	613.15	534.42	677.28	506.02	633.51	578.03	629.09	607.03	610.64	634.74	592.13	594.65	563.33	604.48	640.1	618.73	566.87	651.94	702.04	625.78	647.18	531.97	604.35	637.61	646.82	593.89	577.96
697.33	645.68	675.5	670.26	705.43	633.46	553	696.68	526.3	654.59	597.16	649.93	627.64	630.51	655.24	612.4	614.54	584.65	625.57	661.58	640.5	587.04	673.43	723.4	647.59	668.26	551.65	625.39	659.18	667.36	614.36	598.26
716.08	667.05	697.17	692.32	728.38	654.36	574.37	719.22	546.52	676.08	618.77	671.45	648.32	651.47	676.44	633.39	636	604.11	646.62	682.16	660.86	608.23	693.42	745.42	668.27	688.96	571.76	648.49	680.41	688.76	634.94	619.74
731.15	684.76	714.96	709.55	745.9	672.64	589.73	736.59	562.25	692.72	635.6	689.84	664.75	667.63	693.22	650.1	652.8	620.55	663.74	699.54	677	624.95	711.75	762.73	685.04	705.83	587.75	665.13	697.78	705.04	651.61	636.55
846.64	801.98	833.8	828.62	864.72	791.59	702.38	856.19	674.64	810.17	748.87	807.74	780.27	783.58	809.87	763.45	765.68	734.98	780.31	817.08	793.3	739.81	830.09	881.42	802.88	823.11	700.43	782.89	815.84	823.19	767.51	752.67
