allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
131.67	151.84	154.21	142.78	172.13	112.39	127.12	151.72	100.8	129.55	113.43	125.38	140.94	152.37	139.39	136.59	127.86	127.88	129	151.89	160.54	118.1	149.7	174.49	143.78	154.9	126.28	107.6	138.49	145.79	142.93	86.38
139.26	168.41	172.65	161.01	191.09	130.12	144.49	171.02	112.6	142.12	125.79	138.8	153.35	166.09	152.08	149.35	141.46	140.28	141.59	164.9	173.67	130.66	162.96	188.69	157.68	168.51	138.37	120.17	151.59	158.95	154.99	98.35
146.91	187.31	192.05	179.85	211.47	148.84	163.51	191.08	125.95	156.62	139.64	152.75	167.38	180.17	166.55	164.59	155.07	153.79	155.08	179.69	187.83	143.9	177.28	203.39	173.11	182.78	151.06	134.46	166.39	172.92	169.14	111.65
156.29	206.56	211	200.33	232.28	169.15	182.79	211.72	140.07	171.34	154.01	168.38	182.55	194.95	182.2	180.13	170.9	168.38	170.49	194.76	202.24	158.15	192.83	218.8	188.48	198.22	165.3	148.71	182	188.52	183.46	127.23
164.44	225.05	229.57	218.26	251.84	188.43	200.18	231.38	152.26	185.4	168.02	183.59	195.89	207.73	196.52	194.57	184.9	181.86	184.84	208.6	215.18	171.13	206.26	233.8	202.64	211.85	178.24	162.98	196.38	202.79	196.76	140.83
173.66	241.38	246.54	235.18	269.52	206.01	215.57	249.65	164.21	199.11	180.84	196.91	208.55	220.58	208.94	207.48	197.97	194.87	197.51	221.35	227.89	184.09	219.43	247.92	215.88	224.88	190.53	176.62	209.03	216.02	209.41	154.29
181.29	258.3	264.11	252.54	285.38	222.08	230.04	267.68	176.27	211.36	193.46	209.63	220.72	233.17	221.06	220.57	210.15	206.65	209.9	234.34	240.28	197.08	232.51	262.28	228.98	237.6	202.51	191.26	221.77	228.95	221.12	167.84
191.23	275.26	281.74	271.4	304.25	240.74	245.48	286.74	189.04	225.21	206.74	223.11	234.27	247.48	235.3	233.86	224.47	219.14	223.1	248.15	254.76	209.63	246.02	277.08	242.94	252.07	214.91	204.4	234.78	242.65	234.24	182.05
201.43	290.79	297.24	287.58	319.69	257.39	261.12	303.35	200.65	237.94	218.51	235.74	246.62	260.61	248.18	246.29	236.02	231.34	235.36	261.84	266.86	221	260.14	290.42	256.59	265.12	226.7	217.02	247.62	256.87	246.07	194.94
212.6	306.49	313.45	302.44	335.03	274.19	275.61	319.93	211.38	251.32	230.37	249.21	260.48	272.62	261.76	260.15	249.1	243.21	248.44	274.46	278.38	233.71	272.95	303.92	269.23	277.37	237.68	230.32	261.51	269.88	259.43	208.35
312.61	430.12	440.8	429.51	461.25	403.17	382.63	450.19	311.42	361.44	337.62	361.97	365.16	377.99	371.01	364.88	354.37	346.99	355.69	383.4	382.64	338.78	382.61	420.11	377.14	386.81	339.52	344.54	370.12	381.03	361.94	321.84
407.64	515.92	530.71	518.72	549.29	491.31	454.67	541.87	388.47	451.29	422.8	452.93	450.61	462.51	459.4	448.62	437.92	429.96	442.78	471.21	466.33	421.94	472.14	514.75	464.07	474.47	419.94	436.66	458.35	470.89	446.2	409.98
496.91	580.49	598.75	585.95	615.98	560.02	512.42	610	452.43	525.92	492.94	527.93	520.32	532.63	532.26	517.73	506.6	498.04	513.88	544.07	535.17	490.52	546.06	591.28	535.02	547.05	486.15	512.46	530.58	546.29	514.68	482.82
578.58	631.52	653.33	639.7	670.03	613.82	559.47	664.98	504.27	586.43	551.46	589.02	577.79	590.43	591.5	573.48	563.92	554.13	572.22	603.85	591.67	547.9	606.72	653.75	592.96	606.66	541.78	574.73	590.22	606.67	570.82	543.32
649.84	673.92	698.11	683.53	712.92	658.56	598.27	708.97	547.74	636.31	598.99	640.18	624.9	637.05	641.11	619.35	609.8	600.45	620.02	653.04	639.01	594.68	656.59	706.19	641.3	655.72	587.27	625.41	639.89	657.3	617.04	592.44
712.41	709.87	735.85	721.42	750.49	695.43	631.13	746.91	584.56	678.28	639.4	682.38	665.45	677.13	681.69	659.05	649.15	640.57	661.3	695.15	678.13	634.31	698.91	749.19	681.22	697.22	625.49	668.08	681.11	699.78	656.73	634.37
765.47	741.17	770.29	754.03	784.85	727.96	660.57	781.61	616.9	714.34	673.69	718.98	699.16	711.65	717.55	692.37	683.32	673.67	696.16	729.94	712.7	668.66	734.02	787.78	716.26	733.11	658.42	705.49	716.7	735.42	691.14	670.3
809.8	768.64	799.18	783.53	812.77	756.44	685.47	810.22	645.86	745.26	703.94	749.91	728.86	741.22	747.84	721.12	712.8	702.9	726.08	761.16	742.26	697.9	766.06	820.21	746.47	764.01	688.36	736.61	747.63	767.33	720.44	700.77
847.08	795.3	825.5	810.26	839.06	784.3	710.34	837.04	671.38	774.49	730.53	779.29	755.58	768.97	776.98	747.44	739.16	729.81	753.43	790.32	770.17	724.84	794.88	848.61	774.99	793.19	714.16	765.37	776.71	796.09	747.03	728.97
903.53	837.61	869.66	853.44	882.65	827.81	749.58	880.69	713.68	820.68	777.37	825.93	802.16	814.35	822.1	793.24	785.31	776	800.48	835.85	814.84	770.47	841.18	896.25	820.62	839.02	757.36	813.23	823.12	842.91	792.72	776.79
945.3	873.73	906.85	889.84	920.18	864.97	785.7	918.72	749.8	859.76	815.15	864.24	840.26	852.32	860.6	831.03	822.67	812.76	838.52	874.71	853.01	807.9	879.81	936.26	858.73	877.23	796.17	852.93	861.52	881.73	831.29	814.94
