allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
118.41	124.89	130.26	120.84	147.22	86.36	100.54	132.97	76.41	114.54	90.36	102.96	121.4	132.13	120.28	116.87	109.09	103.17	105.62	132.43	143.5	93.73	132.94	158.52	124.37	137.75	102.27	81.47	121.39	124.02	122.4	67.34
125.66	133.91	140.33	131.26	156.69	95.34	107.31	143.22	82.6	123	97.65	111	129.35	139.56	128.29	124.6	117.45	110.74	113.39	140.56	151.2	101.03	141.01	167.35	132.5	146.07	109.14	89.33	130.22	132.76	130.6	74.55
132.19	141.85	148.87	139.24	164.75	104.08	115.55	152.25	89.42	131.14	104.98	119.47	136.97	147.3	136.18	132.41	125.6	118.52	122.44	149.57	158.65	108.9	149.4	176.84	141.72	154.18	116.38	97.73	138.41	140.73	138.14	82.2
143.72	155.84	163.24	153.91	180.65	118.26	127.48	166.96	99.53	143.75	117.68	132.59	148.94	159.37	149.23	144.45	137.52	129.9	134.33	161.02	170.67	120.02	161.94	189.29	153.22	166.63	127.58	109.82	150.44	153.9	149.55	93.39
156.7	167.18	175.51	166.14	192.44	130.85	138.53	179.93	108.14	153.26	127.33	142.54	158.28	169.11	159.29	153.97	147.38	139.23	144.38	171.5	180.36	129.98	171.84	200.41	163.24	176.79	136.31	120.12	160.92	164.08	159.49	103.76
166.11	179.22	187.79	178.19	205.86	143.33	148.85	192.78	118.49	165.85	139.21	154.49	169.91	180.41	171.72	165.77	158.52	149.64	155.25	182.9	191.91	140.78	184.07	212.4	174.55	188.47	147.21	132.56	172.53	175.92	170.68	115.2
172.37	186.7	195.86	186.18	212.89	150.54	155.5	200.82	125.25	173.84	146.09	162.62	177.86	188.08	179.45	173.21	166.22	157.39	163.42	191.58	198.73	148.25	192.86	220.86	183.17	196.65	153.38	140.16	180.69	183.82	177.74	123.06
182.5	197.46	207.1	197.81	224	162.35	165.08	212.46	134.98	184.09	156.66	173.31	187.86	198.17	190.11	183.17	176	167	173.61	201.9	208.65	158.21	202.55	231.7	193.3	206.76	162.84	150.94	191.37	194.89	187.5	133.59
195.14	207.96	219	208.91	235.81	173.69	175.13	224.24	143.95	194.95	166.91	184.36	197.95	208.67	201.18	193.29	186.51	176.52	184.05	211.62	218.9	167.84	213.07	243.08	203.85	217.24	172.45	161.81	201.62	205.36	198.12	144.55
202.77	216.07	226.51	217.32	243.81	181.73	181.11	232.8	151.04	202.21	173.99	192.3	205.29	215.73	208.41	200.86	194.23	184.4	192.03	219.28	226.55	175.89	221.57	251.99	211.41	225.1	179.79	169.26	209.39	213.49	205.04	151.93
