allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
140.85	147.4	149.9	139.1	165.69	109.27	121.74	148.8	97.46	123.38	107.54	119.32	135.36	146.81	134.21	131.29	122.62	122.15	122.38	145.63	155.22	113.06	144.55	167.87	138.07	149.28	121.01	102	134.22	139.52	138.04	83.57
150.86	159.01	162.89	151.62	179.7	121.34	135.13	161.51	105.4	132.86	116.89	128.7	144.41	156.31	142.94	140.53	132.29	131.44	131.87	154.62	164.03	121.99	153.59	177.3	147.34	158.37	130.37	110.44	142.91	148.6	147.05	91.21
161.61	172.31	177.39	166.21	194.49	136.08	148.24	176.44	115.47	142.41	127.67	138.98	154.49	167.06	153.31	151.52	142.13	141.08	141.9	165.62	174.22	132.27	163.68	188.04	158.29	168.66	139.79	120.57	153.38	159.16	157.2	101.01
172.74	186.51	192.02	180.61	208.76	149.9	162.06	191.52	126.12	152.63	138.08	149.57	165.54	178.35	164.24	162.55	152.9	151.22	152.35	177.04	185.8	142.69	173.65	198.43	169.22	179.27	149.84	130.89	164.02	169.41	167.98	111.31
184.74	199.28	205.46	194.33	222.16	163.62	175.55	205.03	136.31	162.92	148.31	160.2	176.21	189.09	174.91	173.59	163.79	161.46	163.19	187.22	196.15	152.11	184.25	208.62	180.03	189.81	160.05	140.62	174.63	180.39	178.17	121.82
196	211.76	218.23	208.03	236.19	177.26	188.41	218.74	146.24	173.71	159.12	171	186.83	199.7	186.37	184.43	174.16	171.87	173.34	197.97	206.22	162.8	194.75	219.13	190.99	200.78	170.15	151.04	185.73	191.01	188.95	132.2
207.42	223.74	231.43	220.2	249.55	190.66	200.52	232.23	156.24	184.48	169.59	181.83	197.35	210.41	196.61	195.77	185.15	182.72	184.05	208.66	216.44	172.95	204.82	230.17	201.79	210.86	180.61	161.43	196.13	201.63	199.1	142.58
217.76	235.93	244.39	232.56	263.34	203.38	212.64	245.51	166.23	194.82	180.17	192.52	207.55	220.42	206.81	205.81	195.84	193.43	194.84	218.52	226.87	183.59	215.17	240.83	212.18	220.94	190.94	172.07	206.16	211.85	209.49	152.55
228.74	248.36	258.24	245.38	275.69	215.82	224.35	259.74	176.06	204.45	190.41	202.79	217.55	231.28	217.15	216.2	205.7	202.97	204.91	229.14	237.17	194.4	225.48	251.41	222.66	231.01	200.5	182.19	216.67	222.04	219.08	162.73
239.63	260.6	269.74	258.29	286.56	227.03	234.68	271.15	185.4	214.07	200.39	212.51	227.29	241	227.26	226.38	215.33	212.82	214.52	239.38	247.17	203.69	235.34	262.66	232.6	241.17	210.05	192.88	226.56	232.15	228.67	173.03
337.39	360.17	373.49	361.89	390.75	333.23	329.57	377.58	275.33	311.63	295.87	311.27	323.19	337.26	325.45	322.46	310.29	305.92	311.08	336.21	341.24	297.89	332.38	361.38	328.99	337.42	301.21	290.34	323.55	329.94	322.2	269.94
419.08	439.89	457.22	444.39	473.41	415.76	400.75	462.64	348.7	395.68	376.32	396.84	403.62	417.77	408.92	401.69	389.83	384.36	393.59	419.31	420.61	376.16	416.45	450.08	410.51	420.14	377.5	375.5	406.22	414.86	398.91	352.56
486.03	504.04	525.04	511.76	539.9	482.79	456.53	531.67	409.45	466.51	443.66	468.57	470.59	484.41	478.61	467.06	454.9	449.13	460.9	489.17	486.56	441.62	486.22	524.83	477.98	489.32	439.94	448.25	474.55	486.21	463.5	421.35
541.98	557.78	580.33	567.28	594.84	538.99	503.15	587.8	459.81	526.37	499.43	529.36	526.17	540.44	536.66	522.12	508.81	502.23	518.08	547.5	541.76	495.48	545.56	586.87	534.82	547.42	491.74	508.53	532.67	546.34	517.54	479.39
587.44	600.78	625.32	611.36	639.77	584.01	541.49	633.62	500.84	574.74	545.54	578.4	571.87	586	584.55	566.73	553.74	547.2	563.53	595.39	586.93	540.55	593.2	637.45	581.05	594.95	535.52	558.33	580.37	595.28	561.11	527.71
626.18	638.04	663.49	649.77	677.74	621.67	574.97	672.89	537.32	615.02	584.45	619.58	610.31	624.3	623.78	604.4	591.6	585.04	602.49	635.76	624.59	578.6	633.54	680.55	619.46	634.55	572.3	599.77	619.51	635.95	598.94	567.39
