allch_pt_fdt_means1	allch_pt_fdt_means2	allch_pt_fdt_means3	allch_pt_fdt_means4	allch_pt_fdt_means5	allch_pt_fdt_means6	allch_pt_fdt_means7	allch_pt_fdt_means8	allch_pt_fdt_means9	allch_pt_fdt_means10	allch_pt_fdt_means11	allch_pt_fdt_means12	allch_pt_fdt_means13	allch_pt_fdt_means14	allch_pt_fdt_means15	allch_pt_fdt_means16	allch_pt_fdt_means17	allch_pt_fdt_means18	allch_pt_fdt_means19	allch_pt_fdt_means20	allch_pt_fdt_means21	allch_pt_fdt_means22	allch_pt_fdt_means23	allch_pt_fdt_means24	allch_pt_fdt_means25	allch_pt_fdt_means26	allch_pt_fdt_means27	allch_pt_fdt_means28	allch_pt_fdt_means29	allch_pt_fdt_means30	allch_pt_fdt_means31	allch_pt_fdt_means32
125.95	134.73	139.69	129.32	155.71	97.97	108.16	141.06	85.52	120.13	98.97	111.21	128.22	139.21	127.29	123.02	115.53	112.12	113.63	139.9	148.53	102.94	139.94	165.47	130.66	144.69	111.39	92.4	128.32	132.43	130.15	75.59
134.42	146.29	151.66	141.45	168.33	109.03	118.29	153.61	93.27	129.96	108.18	121.29	137.7	148.84	138.04	132.9	125.68	121.4	123.99	149.45	158.2	112.24	149.91	175.92	140.42	154.44	119.67	101.82	137.79	142.12	139.29	83.94
148.36	159.56	165.89	156.19	183.02	123.11	131.45	169.2	103.09	141.55	119.25	133.61	149.24	160.12	149.34	144.39	136.94	132.41	135.39	161.08	169.88	123.52	161.92	188.51	152.47	166.28	130.42	113.28	149.57	153.95	150.72	94.77
156.81	171.5	179.16	168.87	195.67	135.65	142.61	182.45	112.79	152.35	129.76	144.21	159.58	170.8	160.28	154.66	147.27	143.07	145.63	172.09	180.05	133.36	173.12	200.15	163.36	177.15	140.28	124.02	160.39	164.92	161.15	105.17
170.36	185.8	193.68	183.98	210.87	151.01	155.22	197.16	123.47	164.26	141.27	155.85	171.3	182.49	172.79	166.85	159.34	153.91	157.52	184.33	191.82	144.5	185.26	212.43	175.55	189.23	151.05	136.34	172.36	177.65	172.5	117.41
179.92	197.99	205.86	195.81	222.86	163.16	166.09	209.93	134.37	176.66	152.91	167.99	182.59	193.5	184.61	178.17	170.62	164.59	168.93	195.28	203.32	155.04	196.72	224.61	187.26	200.43	162.07	148.03	184.12	189.38	184.21	128.97
186.91	204.02	213.34	203.06	228.46	169.77	173.05	216.38	139.66	182.23	158.08	174.19	189.04	199.74	190.17	184.01	176.9	171.51	175.89	202.72	209.36	162.11	204	231.46	194.3	207.28	167.24	155.13	191.22	195.97	189.75	136.08
197.1	216.93	225.96	215.95	242.55	182.95	184.04	230.42	150.23	194.93	170.17	186.5	200.24	211.46	202.57	196.44	189.09	182.73	187.94	214.76	220.37	173.99	215.64	244.81	205.89	218.82	178.95	167.31	202.64	208.15	201.29	147.58
210.66	228.99	239.04	228.39	255.74	195.34	195.13	243.11	161	206.37	182.46	198.6	211.59	223.03	214.98	207.2	200.18	193.64	199.25	225.66	231.73	185.02	227.41	257.35	217	230.45	189.76	178.93	213.73	219.5	212.39	158.94
216.91	236.54	247.29	236.75	263.6	203.86	202.31	252.92	168.69	214.59	189.81	207.43	219.25	230.45	222.74	214.86	207.93	201.79	207.63	234.2	239.66	193.43	235.94	266.47	225.6	238.96	197.04	187.76	222.18	228.11	219.8	167.09
308.83	328.82	343	331.6	358.12	300.06	284.67	349.52	250.74	308.49	279.89	302.06	309.13	320.62	316.39	303.98	297.17	289.19	298.88	327.15	328.43	282.19	330.18	363.22	317.08	331.64	281.25	282.8	315.35	322.71	307.15	260.6
383.56	400.43	419.22	407.32	434.24	375.7	347.17	427.6	316.88	385.49	352.51	380.1	382.01	392.45	392	375.55	368.68	358.47	373.75	403.74	399.55	352.65	407.57	444.9	391.42	407.31	347.5	361.15	391.31	400.14	376.81	335.86
445.4	460.27	481.21	469.44	496.16	438.33	398.56	490.86	369	448.05	411.18	444.26	440.27	450.78	453.6	433.76	426.42	415.51	433.84	465.59	456.8	410.69	470.23	511.54	451.4	468.9	401.72	425.72	452.77	463.81	433.04	397.59
498.69	512.17	535.43	523.34	551.01	492.22	443.77	546.94	414.72	502.09	461.8	498.59	490.27	500.86	507.12	482.69	476.28	463.43	484.48	517.89	506.37	459.39	523.87	567.81	501.97	521.47	448.4	480.13	504.99	518.01	481.55	450.35
538.42	551.41	576.02	564.02	591.41	533.6	477.5	588.72	450.43	545.05	501.66	541.72	530.91	540.33	548.46	522.12	516.08	502.53	526.04	559.53	546.38	498.02	566.16	612	543.21	563.04	484.8	524.53	546.87	560.98	521.05	492.2
573.26	584.25	610.84	598.06	626.56	568.18	507.17	624.1	481.07	580.1	535.12	577.41	564	573.38	583.1	554.83	549.16	535.03	559.99	594.23	579.23	531.63	601.03	649.39	577.34	597.68	516.09	560.34	581.62	595.86	552.82	526.96
603.69	612.95	640.74	628.1	656.07	598.14	533.46	655.06	508.17	609.87	563.63	607.47	592.74	601.26	612.19	582.81	577.13	562.84	588.49	624.03	606.28	559.97	630.58	680.32	605.56	626.58	542.78	590.15	610.78	625.56	580.3	556.1
631.97	639.32	667.53	655.12	682.79	625.04	556.42	682.2	531.83	636.83	589.46	634.44	617.05	626.91	638.54	607.56	602.57	587.85	614.36	650.38	632.59	584.88	657.45	707.9	631.21	653.41	567.55	616.83	636.79	652.55	604.82	582.54
656.18	662.05	691.56	679.03	708.02	649	577.88	706.32	552.53	660.38	611.86	658.11	640.31	649.32	662.21	629.85	624.82	609.13	637.25	673.56	655.18	607.11	680.93	731.89	654.43	676.32	588.93	640.6	659.91	676.08	627.22	605.56
695.75	699.92	730.21	717.55	746.4	687.19	613.19	745.49	588.61	699.6	649.7	697.58	677.49	686.8	700.43	667.59	662.09	646.64	675.25	711.73	690.73	644.54	719.09	773.27	691.99	713.85	624.99	679.61	698.44	714.82	663.93	643.86
727.26	730.55	761.59	748.37	778.56	718.83	641.58	777.91	617.27	730.79	679.86	728.4	707.8	717.28	731.05	697.12	692.36	676.19	706.32	742.73	721.46	674.84	750.62	805.84	722.58	744.71	654.14	711.77	729.25	746.01	694.48	675.6
752.2	754.87	788.25	773.65	802.44	743.32	664.78	803.25	642.23	756.03	704.75	754.96	732.3	741.81	756.18	721.66	717.42	701.42	731.17	768.88	746.83	699.46	777.97	831.08	748.31	772.03	677.61	737.81	754.41	773.26	718.84	700.41
