allch_pt_fdt_stds1	allch_pt_fdt_stds2	allch_pt_fdt_stds3	allch_pt_fdt_stds4	allch_pt_fdt_stds5	allch_pt_fdt_stds6	allch_pt_fdt_stds7	allch_pt_fdt_stds8	allch_pt_fdt_stds9	allch_pt_fdt_stds10	allch_pt_fdt_stds11	allch_pt_fdt_stds12	allch_pt_fdt_stds13	allch_pt_fdt_stds14	allch_pt_fdt_stds15	allch_pt_fdt_stds16	allch_pt_fdt_stds17	allch_pt_fdt_stds18	allch_pt_fdt_stds19	allch_pt_fdt_stds20	allch_pt_fdt_stds21	allch_pt_fdt_stds22	allch_pt_fdt_stds23	allch_pt_fdt_stds24	allch_pt_fdt_stds25	allch_pt_fdt_stds26	allch_pt_fdt_stds27	allch_pt_fdt_stds28	allch_pt_fdt_stds29	allch_pt_fdt_stds30	allch_pt_fdt_stds31	allch_pt_fdt_stds32
13.374	12.181	12.769	13.642	16.221	11.339	10.649	14.104	7.41	10.358	11.276	9.321	9.325	10.006	12.171	9.611	9.848	6.93	7.674	8.056	9.486	6.665	8.011	8.649	8.193	8.438	9.328	7.468	8.368	9.37	9.998	6.793
14.093	12.875	13.9	14.51	16.882	13.057	11.13	14.479	8.565	12.023	13.053	10.564	10.719	11.111	14.012	10.777	10.725	7.774	8.419	8.854	10.578	7.346	8.717	9.908	8.748	9.244	10.368	8.742	9.184	9.931	11.098	7.641
15.599	14.013	15.081	15.729	18.34	14.036	12.597	15.382	9.223	12.447	13.642	10.994	11.42	11.809	14.483	10.957	11.317	8.143	8.645	9.11	11.169	7.552	8.971	9.977	9.135	9.575	10.975	9.039	9.505	10.458	11.771	8.302
14.171	13.173	14.332	14.504	17.138	13.524	11.585	14.367	9.501	12.605	13.941	11.134	10.98	11.848	14.63	11.172	11.251	8.07	8.742	9.726	11.571	7.935	9.587	10.187	9.669	10.386	10.89	9.74	10.088	11.02	12.488	9.357
15.793	12.473	12.763	13.418	15.578	12.527	11.04	13.692	8.425	10.743	11.835	9.542	9.422	10.326	12.437	9.622	9.833	7.066	7.177	7.983	9.871	6.571	7.835	8.525	7.764	8.12	9.36	7.961	7.87	8.688	9.66	7.295
14.596	13.218	14.294	14.267	16.513	13.171	11.42	14.38	9.777	12.54	13.588	11.058	11.229	11.721	14.542	11.013	11.296	7.94	8.602	9.062	11.002	7.68	8.971	9.663	9.017	9.644	10.903	9.232	9.776	10.673	11.703	9.05
16.126	13.655	13.962	15.171	17.253	13.72	12.075	15.083	9.875	12.978	13.859	11.194	11.304	12.072	14.635	11.37	11.998	8.533	9.487	9.805	11.305	8.515	9.569	9.956	10.017	10.221	11.393	10.105	10.285	11.151	12.12	9.782
16.968	13.567	13.932	15.071	17.434	14.442	11.473	14.787	9.726	12.122	13.476	11.066	10.797	11.532	13.877	10.828	11.395	7.888	8.617	9.257	11.008	8.012	8.832	9.593	9.054	9.518	11.132	9.397	9.772	10.668	12.06	9.423
18.859	14.967	15.423	16.602	19.227	15.033	13.331	16.501	10.893	13.529	15.446	11.961	11.923	12.65	15.681	12.059	12.697	8.722	9.482	9.906	11.881	9.068	9.349	10.879	9.601	10.357	11.923	10.243	10.228	10.94	12.557	10.072
13.855	11.934	12.818	12.346	15.163	12.085	9.689	13.241	9.028	10.963	12.554	10.144	9.518	10.61	12.817	9.896	10.022	7.226	7.774	8.154	10.175	7.322	8.496	9.368	8.362	9.207	9.865	9.288	8.725	9.994	10.6	9.296
17.998	13.457	14.057	14.906	17.435	13.821	11.629	14.727	10.303	13.132	14.877	11.456	11.43	12.164	14.905	11.014	11.274	8.024	8.852	9.54	11.354	8.305	9.399	10.354	8.962	9.895	11.224	10.215	9.917	11.359	11.99	10.681
12.337	8.769	8.75	9.602	10.953	8.995	7.425	9.238	6.411	8.332	8.89	7.391	7.323	7.484	9.632	7.141	7.258	5.471	5.809	6.007	7.277	5.174	5.841	6.781	6.051	6.347	6.706	5.978	6.438	7.317	7.562	5.993
8.818	7.055	7.053	7.761	8.643	7.053	5.88	7.293	5.209	6.806	7.189	6.202	6.049	6.292	7.686	5.806	5.993	4.418	5.025	5.251	6.005	4.473	5.187	5.547	5.125	5.374	5.967	5.367	5.508	5.544	6.192	5.668
8.104	5.856	6.197	6.798	7.674	6.135	5.304	6.759	4.022	5.254	5.898	4.734	4.734	5.116	6.251	4.803	5.371	3.792	4.028	4.432	5.078	3.897	4.43	4.637	4.255	4.951	5.152	4.669	4.479	5.494	5.038	4.951
8.707	6.864	7.348	7.261	8.711	6.885	6.172	7.518	5.128	6.261	6.475	5.58	5.57	5.645	6.864	5.627	6.191	4.45	4.682	5.007	5.675	4.311	4.823	5.211	4.639	5.048	6.033	5.292	4.915	5.19	6.246	5.322
9.166	7.061	7.042	7.232	8.489	6.969	6.227	7.11	4.832	6.376	6.977	5.416	5.522	5.779	6.992	5.436	5.937	4.473	4.507	4.534	5.611	4.484	4.654	5.039	4.528	4.969	6.19	4.817	4.863	5.19	5.702	5.268
6.715	4.93	5.527	5.692	6.702	5.351	4.585	5.849	3.65	4.724	5.252	4.157	4.263	4.636	5.26	4.315	4.612	3.916	3.906	3.978	4.395	3.775	3.79	4.465	3.696	4.062	5.062	3.983	3.846	3.991	4.713	4.398
6.801	6.121	5.819	6.34	7.297	5.437	5.215	6.231	3.868	5.072	5.455	4.644	4.486	4.587	5.969	4.317	5.187	3.556	3.671	4.505	4.916	3.564	4.077	3.965	4.027	4.755	4.943	4.078	4.361	4.624	4.793	4.466
6.763	4.972	5.345	5.418	6.549	5.172	4.698	5.416	3.786	4.603	4.691	3.988	3.817	4.207	4.945	4.145	4.575	3.45	3.502	3.492	4.606	3.252	3.326	3.682	3.629	3.993	4.553	3.883	3.582	4.178	4.426	4.009
5.663	4.1	4.775	4.811	5.32	4.43	4.19	4.613	3.226	4.087	4.847	3.725	3.293	3.516	4.264	3.573	4.535	3.485	3.11	3.576	3.782	3.013	3.303	3.452	3.321	3.795	4.17	3.482	3.269	3.63	3.907	3.758
5.048	4.236	4.347	4.507	5.618	4.306	4.011	4.564	3.213	3.406	4.032	3.331	3.203	3.551	4.066	3.439	3.603	3.185	3.118	3.12	3.6	2.657	3.036	3.303	3.081	3.258	4.132	3.486	3.199	3.368	3.976	3.375
5.711	4.651	5.676	5.215	5.708	4.364	4.164	4.933	3.347	4.036	4.336	3.699	3.471	3.721	4.28	3.621	3.778	3.263	3.249	3.322	3.706	2.97	3.382	3.565	3.539	3.753	3.958	3.821	3.381	3.826	3.999	3.844
6.982	5.675	5.448	5.621	6.153	5.595	4.823	5.486	3.919	4.43	4.901	4.253	3.756	4.425	5.645	4.089	4.322	3.657	3.68	3.923	4.217	3.374	3.558	3.585	3.588	3.903	4.732	3.619	3.975	3.943	4.322	4.219
4.733	4.306	4.112	4.121	4.992	4.549	3.816	4.459	2.937	3.68	4.137	3.359	3.502	3.78	3.799	3.35	4.357	3.229	3.01	3.506	3.917	2.777	3.415	3.346	3.023	4.031	4.041	3.698	3.382	3.824	3.924	3.88
4.738	3.716	3.93	4.071	4.542	3.705	3.571	4.222	2.758	2.872	3.23	2.987	3.14	3.236	3.494	3.499	3.671	3.045	2.949	2.826	3.147	2.774	2.935	3.37	2.802	3.025	3.797	2.972	2.836	2.812	3.616	3.068
5.191	3.872	4.653	4.259	4.914	4.709	4.228	4.718	3.205	3.437	3.971	3.28	3.109	3.543	4.375	3.562	4.141	3.138	2.983	3.017	3.748	2.847	3.066	3.735	2.948	3.295	3.543	3.125	3.249	3.35	3.506	3.241
4.792	4.318	4.391	4.528	5.112	4.027	4.156	4.547	3.108	3.657	3.886	3.274	3.392	3.578	3.88	3.536	4.156	3.379	3.364	3.58	3.957	2.977	3.274	3.676	3.137	3.799	4.375	3.14	3.404	3.445	3.689	3.588
4.725	4.237	4.58	4.663	4.971	4.227	3.885	4.453	3.023	3.774	4.142	3.532	3.457	3.545	4.067	3.885	4.179	3.618	3.653	3.452	3.628	3.258	3.542	3.863	2.958	3.616	4.574	3.278	3.518	3.66	3.65	4.358
4.636	3.955	4.389	4.275	4.652	4.153	3.857	4.156	3.132	3.442	3.534	3.264	3.008	3.692	3.983	3.223	4.029	3.68	3.335	3.053	3.87	3.108	3.223	3.404	2.952	4.737	4.981	3.484	2.959	3.202	3.473	3.934
4.942	3.877	4.189	3.957	4.644	4.626	3.716	4.305	3.01	3.474	3.708	3.474	3.467	3.046	3.849	3.347	4.594	3.409	3.514	3.115	4.431	2.94	2.968	3.497	3.013	4.183	4.005	3.367	3.006	3.382	3.945	3.862
4.406	3.753	3.84	3.996	4.315	3.84	3.841	3.728	2.859	3.369	3.372	3.008	2.961	3.321	3.556	3.285	3.523	3.38	3.032	3.252	3.37	2.801	3.059	3.177	2.902	3.534	3.946	3.149	2.967	3.033	3.395	3.332
4.082	3.418	4.046	3.956	4.196	4.14	3.598	3.656	2.826	3.109	3.344	3.257	3.195	3.475	3.567	3.075	3.574	3.366	3.255	3.24	3.651	3.154	3.722	3.148	3.045	3.332	3.613	3.18	3.14	3.092	3.467	3.412
5.143	4.572	4.508	4.813	4.827	4.703	3.795	4.777	3.418	3.75	4.089	3.635	3.347	3.506	4.498	3.744	4.122	3.198	3.113	3.591	4.251	3.112	3.537	3.787	3.683	3.593	3.722	3.635	3.75	3.46	4.128	3.419
5.114	4.158	4.068	4.451	4.576	4.51	4.03	4.174	3.046	3.06	3.674	3.066	3.152	3.502	3.946	3.927	4.26	3.744	3.25	3.432	3.735	3.333	3.503	3.381	2.957	3.602	4.098	3.346	3.478	3.519	4.009	4.057
5.421	4.384	4.284	4.421	4.525	4.389	3.903	4.489	2.878	4.031	4.271	3.533	3.409	3.403	4.081	3.568	4.457	4.392	3.468	3.496	3.785	3.759	3.535	3.959	3.485	4.162	3.872	3.389	3.585	3.832	4.001	3.914
4.689	3.92	4.465	4.005	4.373	4.288	3.869	4.192	2.925	3.499	3.526	3.159	3.359	3.461	3.923	3.21	3.958	3.414	3.205	3.264	3.945	2.97	3.396	3.406	3.268	3.649	4.011	3.22	3.141	3.664	3.807	3.629
3.967	3.361	3.433	3.761	4.233	3.252	3.172	3.528	2.808	2.959	3.212	2.746	2.803	2.726	3.359	2.723	3.265	2.754	2.951	2.992	3.099	2.458	2.933	3.263	2.517	3.362	3.17	2.524	2.738	3.197	3.056	3.202
5.128	4.145	4.28	4.726	4.878	4.556	4.03	4.267	3.018	3.372	3.7	2.887	3.23	3.22	3.963	3.481	3.852	3.558	3.199	3.185	3.927	2.966	3.332	3.621	3.184	3.728	4.298	3.215	3.049	3.276	3.721	3.978
4.525	4.081	4.413	4.246	4.686	4.317	3.983	4.267	3.1	3.423	3.917	3.223	3.463	3.565	4.005	3.45	4.064	3.617	3.541	3.202	3.689	3.143	3.378	3.816	3.152	3.755	4.752	3.239	3.01	3.31	3.655	3.626
5.012	4.116	4.462	4.266	5.054	4.375	4.075	4.271	3.048	3.599	3.711	3.128	3.326	3.569	3.937	3.704	3.909	3.675	3.31	3.42	3.591	3.198	3.407	3.408	3.155	3.69	4.13	3.056	2.747	3.054	3.225	3.651
4.763	3.933	4.274	4.161	5.36	4.105	3.935	4.514	3.232	3.315	3.644	3.205	3.126	3.197	3.689	2.869	3.844	3.066	3.087	3.072	3.796	2.824	3.418	3.121	2.959	3.841	4.014	3.298	3.036	3.081	3.751	3.785
4.128	3.77	4.006	3.981	4.233	3.691	3.626	3.803	2.643	2.923	3.574	2.935	3.036	2.774	3.504	3.271	3.758	3.238	3.167	2.921	3.477	3.158	3.144	3.289	2.841	3.152	3.367	2.977	2.88	3.192	3.788	2.994
5.372	4.872	4.31	4.356	5.361	4.963	4.076	4.831	3.077	3.884	3.834	3.463	3.591	3.81	4.213	3.511	3.926	3.242	3.147	3.385	3.911	3.237	3.746	3.457	3.478	3.606	3.677	3.486	3.165	3.542	4.069	3.505
4.663	3.717	4.305	3.915	4.343	4.042	3.416	4.36	2.788	3.462	3.712	3.05	3.264	3.33	3.734	3.25	3.693	3.483	3.6	3.082	3.739	3.219	2.838	3.29	3.249	3.071	4.129	3.537	2.916	3.387	3.378	3.694
5.768	4.382	5.201	4.782	5.485	5.042	4.596	5.101	3.635	3.525	4.143	3.46	3.684	3.371	3.996	3.957	4.565	3.337	3.549	3.486	4.016	3.11	3.522	3.422	2.961	3.647	3.983	3.476	3.325	3.263	4.383	3.516
4.715	3.768	3.956	3.999	4.705	3.965	3.629	4.179	3.062	3.161	3.763	3.448	3.206	3.068	3.894	3.426	3.91	3.196	3.053	3.337	3.934	2.866	3.419	3.164	3.153	3.735	3.476	3.154	3.033	3.421	3.76	3.417
5.6	4.329	5.558	5.101	5.567	4.962	4.388	5.035	3.519	4.111	4.03	3.511	3.713	3.981	4.1	3.688	3.923	3.884	3.424	3.601	3.871	3.458	3.316	3.586	3.449	3.398	4.477	3.571	3.571	3.824	3.805	3.78
4.551	4.137	4.524	4.703	5.05	4.385	4.449	4.436	3.65	3.349	4.394	3.278	3.644	3.978	4.416	3.991	4.153	3.613	3.516	3.809	3.993	3.116	3.471	3.606	3.503	3.732	4.176	3.406	3.388	3.704	3.906	3.892
4.56	4.013	3.928	3.796	4.42	4.148	3.536	4.275	2.784	3.539	4.011	3.492	3.1	3.401	4.021	3.462	4.558	3.735	3.189	3.016	4.15	3.313	3.703	3.475	3.229	3.896	4.275	3.339	3.162	3.221	3.743	3.839
5.155	4.321	5.02	4.555	5.523	4.769	4.259	4.753	3.201	4.021	4.067	3.255	3.639	4.105	4.053	3.733	4.863	3.749	3.639	3.299	4.589	3.373	3.374	3.3	3.738	4.308	4.849	3.828	3.554	3.899	3.874	3.971
4.492	3.971	4.574	4.387	4.75	4.249	3.843	4.189	3.225	3.294	3.766	3.074	3.066	3.597	3.83	3.309	4.072	3.616	3.406	3.166	3.589	3.164	2.891	4.07	3.312	3.638	4.52	3.263	3.179	3.33	4.088	4.119
4.765	4.209	4.325	4.191	5.128	4.425	4.006	4.36	3.321	3.736	3.842	3.307	3.457	3.719	4.272	3.506	4.532	3.657	3.368	3.514	4.228	3.272	3.546	3.703	3.343	3.674	3.8	3.135	3.312	3.407	4.203	3.704
4.679	3.831	4.981	4.154	4.411	3.835	3.731	3.946	3.121	3.261	3.541	3.081	3.344	3.125	3.649	2.933	3.604	3.477	3.253	3.078	3.589	2.908	3.289	3.098	3.045	4.03	4.514	3.545	3.038	3.266	3.614	3.932
4.958	4.389	4.643	5.076	4.894	4.833	4.362	4.771	3.488	3.618	3.901	3.349	3.526	3.944	3.679	3.719	4.919	3.901	3.676	3.374	4.2	3.222	4.369	3.551	3.348	3.589	3.933	3.646	3.072	3.442	4.001	3.754
4.779	5.01	4.068	4.353	4.815	4.586	3.609	4.153	3.031	4.036	3.927	3.549	3.623	3.455	4.547	3.371	4.02	3.967	3.58	3.868	3.908	3.299	3.388	3.822	3.764	3.817	4.694	2.691	4.288	3.602	3.512	4.018
