allch_pt_fdt_stds1	allch_pt_fdt_stds2	allch_pt_fdt_stds3	allch_pt_fdt_stds4	allch_pt_fdt_stds5	allch_pt_fdt_stds6	allch_pt_fdt_stds7	allch_pt_fdt_stds8	allch_pt_fdt_stds9	allch_pt_fdt_stds10	allch_pt_fdt_stds11	allch_pt_fdt_stds12	allch_pt_fdt_stds13	allch_pt_fdt_stds14	allch_pt_fdt_stds15	allch_pt_fdt_stds16	allch_pt_fdt_stds17	allch_pt_fdt_stds18	allch_pt_fdt_stds19	allch_pt_fdt_stds20	allch_pt_fdt_stds21	allch_pt_fdt_stds22	allch_pt_fdt_stds23	allch_pt_fdt_stds24	allch_pt_fdt_stds25	allch_pt_fdt_stds26	allch_pt_fdt_stds27	allch_pt_fdt_stds28	allch_pt_fdt_stds29	allch_pt_fdt_stds30	allch_pt_fdt_stds31	allch_pt_fdt_stds32
16.594	15.375	16.907	16.743	20.044	14.147	13.213	17.355	8.735	12.522	12.956	11.052	11.283	12.153	14.78	11.391	11.186	8.04	8.95	9.786	11.807	8.058	10.065	10.391	10.031	10.629	11.071	9.451	11.195	12.086	12.916	9.459
16.545	17.75	18.767	19.339	23.151	16.304	14.766	19.879	11.021	16.036	16.517	14.044	14.264	15.178	18.623	14.105	14.205	9.847	10.928	12.154	14.324	9.575	11.921	13.146	12.211	12.802	14.01	11.802	13.512	15.02	15.841	11.544
18.468	17.047	18.47	18.974	22.423	16.865	14.559	19.1	10.314	13.983	15.049	12.298	12.239	13.078	16.371	12.766	12.703	9.048	10.044	10.894	12.479	8.863	10.8	11.486	10.792	11.528	12.347	11.009	11.688	13.042	14.259	11.257
16.298	14.404	15.323	15.739	18.126	14.75	12.223	15.424	9.64	12.036	13.619	10.869	10.972	11.722	14.425	10.917	11.32	8.004	8.577	9.08	11.132	7.985	9.334	10.246	9.578	10.372	11.014	10.311	10.479	11.356	12.891	10.305
18.713	14.477	16.126	16.877	19.38	15.446	13.214	16.784	9.718	11.943	13.727	10.705	10.653	11.483	14.008	10.854	11.443	8.158	8.635	9.355	10.987	8.505	9.124	9.559	9.456	10.32	11.129	10.344	10.314	11.33	12.248	10.759
18.765	16.136	17.473	17.92	20.92	16.577	13.957	18.432	11.168	14.229	15.749	12.465	12.41	12.913	16.288	12.455	12.896	9.001	10.043	10.52	12.422	8.884	10.453	11.514	10.833	11.114	12.767	11.843	11.941	12.696	14.152	11.808
19.806	13.845	15.141	15.694	17.996	14.762	12.57	16.098	9.366	11.982	13.125	10.327	10.257	10.653	13.551	10.272	10.97	7.509	8.212	8.832	10.565	7.999	8.9	9.647	9.203	9.561	10.88	10.146	10.446	11.04	12.359	10.806
19.001	17.173	17.483	17.836	21.181	16.528	13.948	18.134	11.838	15.248	16.36	13.37	13.202	14.03	17.163	13.194	13.256	9.819	10.434	11.331	13.336	9.726	11.031	12.203	11.125	12.464	13.615	12.744	12.428	14.268	15.078	13.347
11.829	10.03	10.203	10.46	12.867	10.384	8.758	10.611	6.734	8.797	9.833	8.068	7.205	8.355	10.018	7.352	7.741	5.513	6.052	6.505	7.979	5.562	6.537	7.542	6.5	6.988	7.855	7.462	7.35	8.229	8.647	7.45
16.385	14.104	14.213	14.28	17.582	13.754	11.36	14.809	9.923	12.688	13.834	11.314	10.825	12.018	14.41	11.125	11.225	8.179	8.67	9.408	11.185	8.036	9.316	10.32	9.692	10.365	11.217	10.725	10.135	11.675	12.754	10.719
