allch_pt_fdt_stds1	allch_pt_fdt_stds2	allch_pt_fdt_stds3	allch_pt_fdt_stds4	allch_pt_fdt_stds5	allch_pt_fdt_stds6	allch_pt_fdt_stds7	allch_pt_fdt_stds8	allch_pt_fdt_stds9	allch_pt_fdt_stds10	allch_pt_fdt_stds11	allch_pt_fdt_stds12	allch_pt_fdt_stds13	allch_pt_fdt_stds14	allch_pt_fdt_stds15	allch_pt_fdt_stds16	allch_pt_fdt_stds17	allch_pt_fdt_stds18	allch_pt_fdt_stds19	allch_pt_fdt_stds20	allch_pt_fdt_stds21	allch_pt_fdt_stds22	allch_pt_fdt_stds23	allch_pt_fdt_stds24	allch_pt_fdt_stds25	allch_pt_fdt_stds26	allch_pt_fdt_stds27	allch_pt_fdt_stds28	allch_pt_fdt_stds29	allch_pt_fdt_stds30	allch_pt_fdt_stds31	allch_pt_fdt_stds32
7.421	7.835	7.656	8.337	9.032	7.93	7.463	8.149	4.296	5.424	6.185	5.132	5.048	5.426	6.35	5.327	5.445	4.287	4.385	4.638	5.259	4.049	4.352	4.786	4.595	4.243	4.925	4.216	4.355	4.36	5.054	4.094
11.195	10.974	11.597	12.059	14.188	12.056	10.268	12.377	6.378	7.761	9.05	7.175	7.519	7.761	9.177	7.788	7.71	5.864	6.063	6.357	8.036	5.937	6.132	6.311	6.209	6.617	7.331	6.078	6.171	6.97	7.952	6.251
8.801	8.974	9.133	9.542	10.13	8.872	8.005	10.441	5.241	6.231	7.253	5.804	5.937	6.217	7.387	6.133	5.92	4.27	4.554	5.351	5.951	4.575	5.027	5.254	5.015	5.419	5.31	5.197	5.005	5.622	5.996	4.855
11.128	9.963	11.119	11.26	12.219	10.783	9.411	11.073	5.961	7.293	8.193	6.745	6.519	7.461	8.325	7.067	7.298	5.114	5.502	5.993	6.761	5.096	5.701	6.103	5.572	6.176	6.453	5.86	5.709	6.412	7.115	6.181
11.444	8.953	10.127	10.588	12.125	10.143	9.285	9.929	5.769	7.13	7.562	6.272	6.375	7.091	8.47	7.097	6.792	5.314	5.435	5.49	6.341	5.122	5.519	6.008	5.695	5.387	6.341	5.413	5.723	5.986	6.597	5.81
10.572	9.006	9.151	10.108	11.654	9.806	8.541	10.22	5.779	7.234	8.011	6.953	6.406	6.855	8.478	6.78	7.266	5.156	5.571	5.486	6.433	4.939	5.231	5.899	5.66	5.646	6.79	5.851	5.683	6.029	6.663	5.385
10.678	8.555	8.87	9.672	11.433	9.107	7.612	9.912	5.446	6.756	8.099	6.595	6.139	6.345	7.419	6.483	6.475	4.941	5.029	5.239	6.141	4.977	5.244	5.926	5.226	5.338	6.607	5.355	5.149	5.429	6.265	5.67
8.404	6.61	7.351	7.303	7.54	6.718	6.081	8.021	4.251	5.102	5.897	4.107	4.702	4.884	5.62	4.81	4.409	3.751	3.769	3.795	4.703	3.414	4.182	4.979	3.767	4.222	4.69	4.409	3.813	4.313	5.101	3.671
10.561	8.751	10.393	9.765	10.624	8.72	7.968	9.804	5.708	6.629	7.446	6.237	5.804	6.355	7.664	6.17	6.211	4.556	4.614	5.202	6.271	4.289	5.103	5.621	4.909	5.378	5.569	5.355	5.033	6.014	6.336	5.251
9.169	6.848	6.993	7.593	8.447	7.275	6.81	7.62	4.795	5.763	6.391	5.075	5.234	5.938	6.68	5.271	5.775	4.103	4.502	4.88	5.796	4.208	4.61	4.471	4.486	5.209	5.11	4.598	4.598	4.536	5.761	4.693
