allch_pt_fdt_stds1	allch_pt_fdt_stds2	allch_pt_fdt_stds3	allch_pt_fdt_stds4	allch_pt_fdt_stds5	allch_pt_fdt_stds6	allch_pt_fdt_stds7	allch_pt_fdt_stds8	allch_pt_fdt_stds9	allch_pt_fdt_stds10	allch_pt_fdt_stds11	allch_pt_fdt_stds12	allch_pt_fdt_stds13	allch_pt_fdt_stds14	allch_pt_fdt_stds15	allch_pt_fdt_stds16	allch_pt_fdt_stds17	allch_pt_fdt_stds18	allch_pt_fdt_stds19	allch_pt_fdt_stds20	allch_pt_fdt_stds21	allch_pt_fdt_stds22	allch_pt_fdt_stds23	allch_pt_fdt_stds24	allch_pt_fdt_stds25	allch_pt_fdt_stds26	allch_pt_fdt_stds27	allch_pt_fdt_stds28	allch_pt_fdt_stds29	allch_pt_fdt_stds30	allch_pt_fdt_stds31	allch_pt_fdt_stds32
18.71	19.062	20.609	20.636	24.347	18.396	16.54	20.588	11.301	15.602	15.939	13.692	13.915	15.232	18.027	14.28	13.972	10.21	10.998	12.104	14.337	9.799	11.813	13.214	12.484	13.442	14.103	11.915	13.178	14.795	15.875	11.783
25.244	22.172	24.432	24.732	28.109	23.081	20.178	25.563	11.415	15.262	16.637	13.913	13.482	14.601	17.491	13.989	14.416	10.277	11.311	11.364	14.253	9.92	11.698	12.742	11.896	12.92	13.853	12.606	12.871	14.203	15.749	12.966
23.697	20.248	22.735	23.429	26.274	20.59	18.027	23.064	11.46	15.312	16.658	13.486	13.188	14.535	17.686	13.66	14.429	9.776	11.122	11.645	13.726	10.138	11.599	12.792	11.801	12.974	13.897	13.043	13.4	14.909	16.222	13.57
21.963	22.617	23.821	24.731	28.798	22.679	19.47	25.337	13.762	18.033	19.757	15.762	15.395	16.524	20.958	15.825	16.24	11.61	12.333	13.321	16.061	11.453	13.136	14.476	14.15	14.481	15.644	14.725	15.046	16.917	18.166	15.084
17.16	14.913	16.021	16.404	19.001	15.558	13.059	17.05	9.656	12.472	13.619	11.116	11.099	11.895	14.486	11.291	11.534	8.009	8.953	9.453	11.405	8.267	9.343	10.163	9.855	10.04	11.352	10.473	10.442	11.516	12.708	10.841
21.413	17.782	18.446	19.602	22.228	18.138	15.509	19.981	11.176	13.587	15.632	12.621	12.324	12.884	16.112	12.73	13.074	9.02	10.015	10.154	12.418	9.121	10.431	11.679	11.204	11.395	12.28	12.232	12.028	12.977	14.295	13.068
23.691	19.927	20.412	22.059	24.476	20.433	16.972	22.22	12.185	15.628	17.587	14.192	13.347	14.522	18.034	14.105	14.354	10.301	11.201	11.512	13.871	10.335	11.608	12.94	12.104	13.289	14.433	13.622	13.041	14.452	16.235	13.975
26.627	23.961	25.632	26.265	30.208	24.329	20.242	26.517	15.957	21.019	22.501	18.353	18.04	19.09	23.581	18.013	18.469	13.227	14.253	15.464	18.408	13.188	15.429	16.771	16.006	16.82	18.295	17.226	16.992	18.737	20.86	17.316
23.705	23.238	23.302	24.654	27.927	23.735	18.91	25.197	14.335	18.418	20.445	16.053	16.072	17.079	21.096	16.203	16.65	11.609	12.247	13.46	15.728	11.42	13.286	14.671	13.863	15.134	16.363	15.037	15.221	16.983	18.121	15.901
21.815	16.104	16.218	16.167	19.048	14.498	11.671	16.878	11.166	14.455	16.096	13.003	12.987	13.491	16.563	13.133	13.134	9.565	10.625	10.963	13.021	9.538	10.593	11.697	11.176	11.897	12.993	12.188	12.041	13.161	14.209	12.012
12.414	11.669	11.835	12.685	14.517	11.764	9.98	12.204	8.413	10.92	11.865	9.367	9.213	10.284	12.452	9.333	9.314	6.559	7.439	7.752	9.055	6.532	7.868	8.573	8.085	8.63	9.343	8.798	8.884	9.71	10.269	9.593
14.846	10.257	10.539	10.909	12.268	10.434	8.602	11.403	6.486	8.492	9.393	7.643	7.568	8.045	9.8	7.654	7.786	5.887	6.27	6.472	7.6	5.904	6.4	6.953	6.814	6.753	7.53	7.379	7.186	7.995	8.748	7.608
13.433	9.604	10.112	10.827	12.372	9.921	8.828	10.503	6.364	8.246	8.819	7.411	7.147	8.22	9.51	7.216	7.548	5.537	6.001	6.138	7.45	5.454	6.107	6.862	6.543	6.599	7.512	6.961	6.971	7.172	8.225	7.521
11.557	9.261	9.802	10.755	11.816	9.763	8.779	10.793	5.818	7.176	7.676	6.584	6.299	6.523	8.265	6.815	6.82	5.1	5.318	5.604	6.5	4.714	5.592	5.991	5.582	6.258	6.374	6.118	6.203	6.577	7.24	6.508
15.354	13.164	13.593	13.743	15.879	13.389	11.35	13.652	8.408	10.522	11.396	9.65	9.345	9.902	12.508	9.503	10.059	6.992	7.504	8.232	9.659	7.257	7.667	8.579	7.962	8.819	9.514	9.3	9.103	9.769	10.767	9.441
12.443	9.886	10.966	11.29	13.293	11.395	9.92	11.526	5.71	7.841	8.293	6.879	6.682	7.23	8.79	6.989	7.455	5.299	6.036	5.728	7.043	5.341	5.669	6.686	6.3	6.386	6.814	6.428	6.511	7.159	7.895	7.739
9.083	9.489	9.662	10.166	11.769	9.57	8.919	10.117	6.268	7.916	9.254	7.235	7.112	7.407	9.493	7.141	7.693	5.396	5.927	6.14	7.429	5.53	6.102	6.665	6.513	6.805	7.903	7.103	7.038	7.237	8.159	8.074
11.439	10.127	10.722	11.623	12.274	10.462	9.085	11.412	6.557	7.393	8.552	6.868	6.526	7.093	9.027	6.851	7.235	5.283	5.831	5.978	6.805	5.228	5.997	5.912	6.015	6.087	6.885	6.813	6.48	7.011	7.835	7.242
10.263	8.894	9.043	9.822	11.035	9.254	8.117	9.678	6.612	7.933	8.374	7.083	6.985	7.385	8.841	7.099	7.224	5.664	5.512	5.985	7.41	5.329	5.884	6.238	6.158	6.544	7.774	6.77	6.8	7.34	8.137	7.389
11.281	9.695	10.385	10.43	12.103	10.098	8.491	11.064	5.928	7.186	7.74	6.307	6.173	6.389	8.253	6.401	7.213	4.801	5.326	5.472	6.246	5.084	5.15	5.864	5.52	6.158	6.172	5.972	6.095	6.513	6.827	6.152
11.827	9.107	10.06	10.267	11.636	10.392	8.467	10.594	5.173	6.146	6.734	5.739	5.622	5.942	7.053	5.818	6.274	4.701	5.071	4.883	5.81	4.479	5.159	5.162	5.089	5.615	6.162	5.661	5.663	5.814	6.609	6.346
10.638	8.101	9.761	9.515	10.914	9.094	7.999	9.65	5.673	6.512	7.312	5.745	6.306	6.355	7.273	6.052	6.678	4.967	5.038	5.453	5.856	5.09	5.554	5.721	5.535	5.899	6.801	5.785	5.884	6.4	6.952	6.192
11.73	11.184	11.629	12.039	13.519	11.356	10.397	12.166	6.491	7.899	8.289	7.07	6.617	7.023	8.982	7.027	6.978	5.339	5.779	5.989	7.295	5.184	5.937	6.372	6.73	6.74	7.143	6.882	6.441	7.328	7.904	7.645
12.492	9.961	10.216	10.997	12.028	10.918	8.635	11.43	5.774	7.027	7.534	6.175	6.408	7.037	8.26	6.442	6.88	5.038	5.556	5.584	6.907	5.153	5.004	5.8	5.831	6.089	6.77	6.26	5.973	6.347	7.751	6.235
10.451	10.63	11.25	11.845	13.2	11.11	9.697	11.859	6.423	7.922	8.754	6.982	6.77	7.459	9.308	7.437	7.953	5.522	6.294	6.034	7.529	5.59	6.277	6.67	6.272	6.65	7.232	6.501	6.582	7.152	8.24	7.149
9.063	8.859	9.807	10.048	10.949	9.261	8.961	10.032	5.843	7.006	7.624	6.025	6.002	6.574	7.878	6.054	6.825	4.904	5.386	5.448	6.295	4.863	5.259	5.903	5.461	5.969	6.344	6.258	5.767	6.421	7.222	6.391
8.42	9.181	8.921	9.769	11.048	9.36	8.138	9.688	5.586	6.593	7.544	6.233	6.533	6.611	7.794	6.419	6.751	5.037	4.889	5.751	5.946	4.989	5.358	5.757	5.515	5.8	6.801	5.81	5.418	6.481	7.191	6.677
7.795	5.447	5.778	6.188	6.525	5.881	5.159	6.306	3.491	4.521	4.968	4.162	4.212	4.295	4.885	4.395	4.797	3.824	3.685	4.109	4.297	3.617	3.933	3.953	3.812	3.964	4.312	3.903	4.198	4.021	4.783	4.513
