INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	29.991	23.003	24.428	18.764
 0	 1	16.523	15.151	13.308	12.256
 0	 2	12.881	11.668	10.028	9.111
 0	 3	8.839	7.649	7.653	6.616
 0	 4	8.147	7.570	7.059	6.474
 0	 5	6.625	6.403	6.083	5.922
 0	 6	6.720	6.704	5.898	5.741
 0	 7	6.575	6.476	5.801	5.703
 1	 0	32.658	24.614	25.039	19.514
 1	 1	18.248	16.976	14.634	13.786
 1	 2	13.724	12.880	10.806	10.178
 1	 3	10.215	9.914	8.503	8.350
 1	 4	9.006	8.083	7.636	6.813
 1	 5	7.540	7.258	6.742	6.489
 1	 6	7.568	7.137	6.581	6.203
 1	 7	8.414	8.056	7.363	7.048
 2	 0	37.207	28.288	28.132	20.689
 2	 1	19.932	15.981	15.211	12.426
 2	 2	13.662	12.141	10.788	9.685
 2	 3	9.876	9.089	8.671	8.088
 2	 4	8.653	8.441	7.768	7.540
 2	 5	6.965	6.378	6.493	5.936
 2	 6	7.382	7.078	6.673	6.385
 2	 7	7.409	6.632	6.926	6.200
 3	 0	38.932	29.420	29.340	21.780
 3	 1	20.028	16.582	16.230	13.868
 3	 2	14.817	12.823	11.420	9.990
 3	 3	10.709	9.861	9.187	8.430
 3	 4	9.438	7.712	8.205	6.676
 3	 5	7.405	6.657	6.727	6.108
 3	 6	7.287	6.969	6.428	6.123
 3	 7	7.109	6.871	6.425	6.188
 4	 0	43.613	34.485	31.361	24.226
 4	 1	22.283	18.644	17.769	14.998
 4	 2	17.158	13.880	12.958	10.843
 4	 3	11.845	10.325	9.965	8.793
 4	 4	10.737	7.989	9.036	6.718
 4	 5	8.544	7.091	7.783	6.490
 4	 6	7.969	7.185	6.968	6.259
 4	 7	7.850	7.122	6.880	6.243
 5	 0	38.734	29.088	29.641	21.562
 5	 1	20.451	16.137	16.144	13.026
 5	 2	14.362	12.356	11.249	9.906
 5	 3	10.937	9.732	9.347	8.343
 5	 4	9.134	8.949	7.985	7.704
 5	 5	7.448	6.872	6.800	6.394
 5	 6	7.502	7.298	6.704	6.557
 5	 7	7.333	7.104	6.594	6.384
 6	 0	36.693	28.626	28.798	21.949
 6	 1	20.396	19.065	16.221	15.223
 6	 2	15.950	14.981	12.274	11.759
 6	 3	11.119	10.202	9.476	8.743
 6	 4	10.073	9.605	8.687	8.255
 6	 5	8.344	8.173	7.367	7.293
 6	 6	8.277	7.717	7.065	6.584
 6	 7	8.314	7.808	7.293	6.781
 7	 0	39.609	31.077	30.605	23.894
 7	 1	23.160	21.659	17.850	16.944
 7	 2	17.257	14.881	12.868	11.310
 7	 3	11.891	10.623	9.954	8.906
 7	 4	10.371	10.026	8.921	8.506
 7	 5	8.268	8.151	7.334	7.241
 7	 6	8.113	7.598	6.938	6.592
 7	 7	7.968	7.538	7.151	6.781
 8	 0	38.866	30.806	29.347	22.672
 8	 1	19.991	16.816	16.265	13.747
 8	 2	16.030	13.869	11.725	10.221
 8	 3	10.827	9.525	9.275	8.159
 8	 4	9.814	9.406	8.325	7.950
 8	 5	7.599	6.903	6.912	6.278
 8	 6	7.670	7.339	6.553	6.299
 8	 7	7.360	6.937	6.670	6.254
 9	 0	33.825	25.027	26.599	19.950
 9	 1	19.852	17.642	15.046	13.544
 9	 2	14.692	12.996	11.218	9.980
 9	 3	10.496	9.923	8.751	8.182
 9	 4	9.308	8.919	7.725	7.348
 9	 5	7.435	6.788	6.661	6.116
 9	 6	7.349	6.731	6.444	5.888
 9	 7	7.823	7.253	6.927	6.392
10	 0	32.551	26.105	24.781	20.097
10	 1	18.089	16.284	14.139	12.944
10	 2	13.782	13.094	10.107	9.520
10	 3	9.669	9.349	8.024	7.776
10	 4	8.697	7.435	7.216	6.185
10	 5	7.188	6.584	6.548	5.998
10	 6	7.332	7.111	6.443	6.237
10	 7	7.400	7.124	6.565	6.321
11	 0	35.225	26.940	26.936	20.288
11	 1	19.136	17.786	14.413	13.443
11	 2	14.534	13.192	10.831	9.845
11	 3	10.257	9.452	8.580	7.882
11	 4	8.553	8.293	7.496	7.304
11	 5	7.104	6.790	6.632	6.492
11	 6	6.935	6.327	6.464	5.926
11	 7	7.209	6.657	6.821	6.293
12	 0	32.771	26.286	24.760	19.740
12	 1	17.791	15.349	14.038	12.335
12	 2	13.495	12.463	10.302	9.655
12	 3	9.880	9.529	8.507	8.187
12	 4	9.300	9.143	7.953	7.699
12	 5	7.339	6.463	6.821	6.021
12	 6	8.179	7.142	7.179	6.290
12	 7	7.765	7.239	6.890	6.490
13	 0	35.013	27.796	26.874	20.578
13	 1	18.498	17.564	14.939	14.114
13	 2	14.825	13.133	11.215	10.114
13	 3	10.878	10.002	9.287	8.557
13	 4	9.758	9.288	8.450	8.018
13	 5	8.042	7.801	7.210	7.054
13	 6	7.898	7.383	6.988	6.533
13	 7	8.242	7.666	7.328	6.820
14	 0	37.785	28.247	28.724	20.717
14	 1	19.324	15.169	15.821	12.846
14	 2	14.702	12.030	11.825	9.898
14	 3	10.617	9.510	9.236	8.199
14	 4	9.658	9.202	8.154	7.703
14	 5	7.342	6.662	6.666	6.081
14	 6	7.393	7.149	6.486	6.255
14	 7	7.605	7.268	7.035	6.678
15	 0	44.907	36.365	33.715	24.571
15	 1	23.958	16.884	19.474	13.764
15	 2	20.012	14.725	14.978	11.224
15	 3	14.141	11.351	12.030	9.801
15	 4	11.660	9.861	9.933	8.436
15	 5	9.240	8.545	8.108	7.591
15	 6	8.398	7.618	7.383	6.642
15	 7	8.119	7.323	7.277	6.605
16	 0	49.553	41.377	35.391	26.450
16	 1	  NaN	23.305	29.451	17.699
16	 2	20.667	16.442	15.346	12.429
16	 3	14.283	12.628	12.233	10.998
16	 4	26.338	10.281	23.655	9.268
16	 5	8.439	8.204	7.950	7.829
16	 6	7.951	7.224	7.201	6.549
16	 7	7.746	7.203	7.112	6.647
17	 0	42.700	30.817	31.978	22.436
17	 1	22.330	18.183	18.326	14.917
17	 2	17.721	14.863	13.069	11.192
17	 3	12.427	10.736	10.597	9.235
17	 4	10.938	10.230	9.206	8.471
17	 5	8.103	7.046	6.979	6.056
17	 6	7.598	7.241	6.330	6.025
17	 7	7.107	6.703	6.014	5.700
18	 0	41.800	32.221	30.421	23.112
18	 1	22.796	19.965	17.976	15.939
18	 2	17.908	14.998	13.307	11.256
18	 3	12.362	10.693	10.772	9.251
18	 4	10.281	9.578	9.385	8.695
18	 5	7.577	6.852	7.310	6.663
18	 6	6.791	6.532	6.388	6.136
18	 7	6.554	6.408	6.312	6.164
19	 0	38.247	30.185	29.887	22.406
19	 1	22.512	20.652	17.224	15.724
19	 2	17.302	16.119	13.295	12.277
19	 3	12.204	11.396	10.792	10.147
19	 4	9.996	9.476	9.279	8.916
19	 5	7.768	7.660	7.858	7.732
19	 6	7.543	6.989	6.917	6.410
19	 7	6.714	6.498	6.253	6.060
20	 0	44.583	35.698	31.864	24.726
20	 1	23.576	21.450	18.863	17.353
20	 2	18.510	16.009	14.375	12.527
20	 3	12.855	12.286	11.375	10.977
