2342.4720443255 776.3935799439 2.8123520168 1.3090606674 0.3069654088 771.9699487690 1.5946830407 1.7529061883
2400.1981507300 840.7304523195 2.8232324512 1.2457876302 0.2851227468 768.3549131813 1.5879044315 1.7228950909
2334.9091198272 706.4512463977 2.8906983718 1.2269194378 0.2713630458 803.0746172438 1.6567481187 1.6591228490
2346.8936504089 888.7120085200 2.6670924524 1.1772323052 0.3285307487 716.6247269301 1.6286639975 1.6487769809
2402.4005185934 1024.5107143414 2.6278380398 1.2564856445 0.3761692792 677.2378222697 1.5378492411 1.7559252019
2365.8329596664 736.8160566443 2.9306376768 1.2006800850 0.2733568214 804.2105404165 1.6245531573 1.6374157669
2431.5323685387 1070.6456381757 2.6069803545 1.2625437364 0.3107032298 669.1141740922 1.5323389890 1.7693447810
2350.2989626106 736.1261581708 2.8964138520 1.1337732624 0.2814373821 797.6799640333 1.6025369626 1.5749737869
2396.6118664505 829.8732735923 2.7531649532 1.2435485376 0.2727533926 773.0611590021 1.6102496071 1.6663231829
2366.7994369399 760.8915987688 2.8114328493 1.1836132415 0.3019593118 792.3957111438 1.6221022870 1.6092919721
2352.7671262799 701.2414986616 2.8652116255 1.2872955440 0.2754860398 814.6369898178 1.6487524927 1.6933194481
2382.4865792404 934.7771889298 2.6046208534 1.1934377598 0.2716479264 712.9702642263 1.5793863788 1.6487951480
2369.0575656695 896.4722725913 2.6383871421 1.2291188433 0.2313053652 725.1048491653 1.6149457777 1.6644109780
2369.0778179252 783.2795473416 2.7588746015 1.1766008564 0.3004173681 781.5099704315 1.6473004728 1.6172012437
2381.0400602477 776.0625082325 2.7334565039 1.2228593628 0.3487057663 790.1909677211 1.6898370660 1.6540669801
2372.2438970091 658.7601331027 2.9207119524 1.2341707828 0.2840733420 846.1694141534 1.6467945626 1.6660247342
2369.0984313570 638.9761337523 2.9700335143 1.2221095045 0.2546545499 854.4681503500 1.6367717120 1.6629655155
2361.5746459354 547.5410645428 3.1409163254 1.2421666073 0.2899297267 895.6353552502 1.6897608625 1.6711878502
2361.4951876397 820.5784297372 2.6758211227 1.1430712335 0.3088870698 757.9033189965 1.6786316663 1.5889191211
2350.1892234492 719.4721027837 2.7631170785 1.2297285527 0.3254165858 803.2185128257 1.6736747688 1.6542856548
2358.7454521685 734.7387152640 2.7562419809 1.1806822521 0.2530124565 800.6359629758 1.6496018627 1.6138931903
2341.7875873495 621.7668061232 2.8825844788 1.2076959112 0.2454477834 848.3518591259 1.6934146807 1.6176854949
2366.0791585804 808.3495891092 2.6851185235 1.2654825949 0.3215480211 766.6337670927 1.6199010952 1.7072346768
2404.4731082490 870.5278478706 2.6709825092 1.2888750711 0.3112025858 755.6991138480 1.5801342193 1.7386359616
2338.7289266727 657.4942988756 2.9856242128 1.2029013131 0.2525967010 830.6226395581 1.6241741002 1.6362194289
2350.0077273026 737.6747737978 2.8590054975 1.1925388971 0.2722028307 794.5287222867 1.6409766171 1.6394890265
2372.6472006648 782.1013764039 2.8592053822 1.1980390974 0.3680218679 783.2339717092 1.6370563484 1.6459991131
2401.1609171347 821.9850735619 2.8814011254 1.2920937436 0.2800583169 778.0208760310 1.6029128127 1.7423342375
2335.6191524280 702.7453895069 2.9062394445 1.2549317883 0.3921321093 804.2809463638 1.6457372428 1.6969138815
2333.8053378431 634.3026154861 3.0349023358 1.1701711516 0.2705524413 837.7874626237 1.6915165673 1.6104892533
2332.7233858195 535.6000001772 3.2367608508 1.2263056820 0.2894433089 886.3305609570 1.7060733034 1.6708573683
2330.2755168286 707.5178046407 2.8744736210 1.1388472473 0.3836636909 797.9393872690 1.6895070602 1.6128796073
