-1.9467592593 -2.1844155844 -1.9113636364 -1.9928909953 -1.7304526749 -2.1958224543 -1.7631027254 -1.8125000000 -1.7304526749 -1.5867924528 -1.3456000000 -1.7304526749 -1.5374771481 -1.6019047619 -1.6080305927 -1.5631970260 -1.6266924565 -1.6361867704 -2.0868486352 -1.5631970260 -1.4832451499 -1.6555118110 -1.5374771481 -1.5574074074 -1.6989898990 -2.1345177665 -2.0765432099 -1.8647450111 -1.9788235294 -1.8442982456 -1.9834905660 -2.2486631016
0.8032473734 0.9091891892 0.8486377397 0.8956336528 0.7815985130 0.8269419862 0.8376494024 0.8994652406 0.8555442523 0.8285714286 0.7673357664 0.8880675818 0.8520770010 0.8285714286 0.8815513627 0.8269419862 0.7979127135 0.8071017274 0.9303097345 0.8125603865 0.8228962818 0.8326732673 0.8149224806 0.8009523810 0.8196881092 0.9052744887 0.9323725055 0.8086538462 0.8376494024 0.9141304348 0.8572884811 0.9622425629
0.8149224806 0.7701465201 0.8063279003 0.8797071130 0.8824763903 0.8538071066 0.8063279003 0.8599182004 0.7357830271 0.8670103093 0.7121083827 0.7941454202 0.7765466297 0.7986704653 0.7344978166 0.6887796888 0.7275086505 0.6927512356 0.8071017274 0.7652411283 0.8017159199 0.7351398601 0.6921810700 0.7091062395 0.8165048544 0.8125603865 0.8512145749 0.7680365297 0.8188899708 0.8285714286 0.7624660018 0.8581632653
0.9181222707 0.9470720721 0.9023605150 1.0632111252 0.9545970488 0.9323725055 0.9677790564 1.0672588832 1.1811797753 1.3520900322 1.1946022727 1.2100719424 1.1828410689 1.1946022727 1.1713091922 1.2014285714 1.2331378299 1.1762237762 1.4206081081 1.1878531073 1.2627627628 1.3018575851 1.4575389948 1.2589820359 1.0243605359 0.9722543353 0.9882491187 0.9043010753 0.9141304348 0.9241758242 0.9952662722 1.0256097561
0.8918345705 1.0686149936 0.8494949495 0.9688940092 0.8815513627 0.9323725055 0.8443775100 0.9600456621 0.8715025907 0.8529411765 0.7736890524 0.9313399779 0.8469284995 0.9365256125 0.8760416667 0.8376494024 0.8616803279 0.8572884811 0.9524348811 0.9481397971 0.9470720721 0.9231613611 0.9303097345 0.8452261307 0.8908898305 0.9502824859 0.8937300744 0.8861959958 0.8787878788 0.9470720721 0.8994652406 1.0096038415
0.9121475054 0.8546747967 1.0578616352 0.9589509692 0.9535147392 1.0578616352 1.0306372549 1.0727040816 0.8384845464 0.9013933548 0.8117760618 0.8994652406 0.8302073050 0.9375696767 0.8661174047 0.8555442523 0.8634496920 0.8318496538 0.9417693169 0.8117760618 0.8426853707 0.7867165575 0.7556154537 0.8581632653 0.9131378936 0.9375696767 1.0169286578 0.9004282655 0.9836257310 1.0011904762 0.8871308017 0.9711316397
1.0132530120 1.0306372549 1.0538847118 1.1552197802 1.1153846154 1.0331695332 1.0169286578 1.1411126187 1.1762237762 1.3764320786 1.1997146933 1.2761760243 1.1946022727 1.2206095791 1.1632088520 1.2459259259 1.1520547945 1.1473396999 1.3542673108 1.3370429253 1.3923841060 1.3434504792 1.3697068404 1.2241630277 1.1168658699 1.1213333333 1.1946022727 0.9733796296 1.0281173594 1.0605296343 1.0782051282 1.2978395062
0.8861959958 0.9470720721 0.9524348811 1.0293757650 0.9894117647 1.0395550062 1.0293757650 1.1349527665 0.9905771496 1.0434243176 0.9556818182 1.0964797914 1.0618686869 1.0059808612 0.9251925193 0.8956336528 0.9644495413 0.9101731602 1.0169286578 0.8787878788 1.0243605359 1.0083932854 0.9481397971 0.8834033613 0.9622425629 0.9589509692 0.9859320047 0.9813302217 0.9600456621 0.9611428571 0.9101731602 1.0000000000
1.0144752714 1.0434243176 1.0206310680 1.1065789474 1.0809768638 0.9894117647 0.9882491187 1.1303763441 1.2206095791 1.1153846154 1.0434243176 1.1473396999 1.1473396999 1.1198402130 1.2048710602 1.0686149936 1.0782051282 1.0632111252 1.1997146933 1.1536351166 1.1094986807 1.1243315508 1.1395663957 1.1349527665 1.0144752714 1.1007853403 1.1318977120 1.0132530120 1.0460199005 1.1364864865 0.9940898345 1.1318977120
1.1229803712 1.1648199446 1.1801852372 1.2633318312 1.1726157278 1.2232727273 1.1770468859 1.3206658291 1.1920623671 1.2597363691 1.1061423122 1.2709687169 1.2055619266 1.2485154394 1.1740890688 1.1500068371 1.1856760186 1.1192440777 1.3260801009 1.1767175038 1.2682853265 1.2010854042 1.1588810803 1.1423526216 1.2160208213 1.2300716689 1.2220284801 1.1161247512 1.1297689414 1.2227391684 1.1366400865 1.2750151607
