0.7647503779 0.6861573860 0.6810747223 0.6116267174
0.7795886801 0.7002697507 0.7005525034 0.6263482576
0.7966190690 0.7158799631 0.7206674101 0.6423276633
0.8141198704 0.7326358037 0.7400239231 0.6589435249
0.8313063666 0.7505344583 0.7602950106 0.6750190891
0.8493569043 0.7690308905 0.7815517452 0.6916258437
0.8677660446 0.7874242949 0.8027084793 0.7095149909
0.8870203102 0.8064527103 0.8237420981 0.7278008174
0.9066241187 0.8257094124 0.8453360018 0.7452812047
1.0163721843 0.9371066918 0.9695468873 0.8494344434
1.2480560144 1.1763041608 1.2294033896 1.0756737760
1.5149191890 1.4554102727 1.5235937669 1.3400247721
1.8074057094 1.7654934399 1.8445730237 1.6355495571
2.1184633988 2.0939955471 2.1824900895 1.9564483499
2.4511028948 2.4436701192 2.5372444402 2.2981261619
2.7942610339 2.8049543893 2.9011211757 2.6479102453
3.1460718028 3.1716006350 3.2700182274 3.0058046148
3.5019715190 3.5409675778 3.6403089322 3.3775506958
4.0430370376 4.0933023015 4.1984944170 3.9299502806
4.8031130135 4.8680248706 4.9674048132 4.6896587803
5.5720438166 5.6495720887 5.7238563702 5.4623592725
6.3373115713 6.4209537056 6.4853411171 6.2489200065
7.1048348177 7.1863268699 7.2593476142 7.0321782300
10.9105241318 10.8737151566 10.9468698230 10.7996442969
18.1467541631 17.9669108502 18.0326667622 18.0468567198
24.0404065775 24.0419600774 24.1135484151 24.0440448441
28.7874693662 29.1153028652 29.2555346136 28.9988109205
32.7844599081 33.4232006233 33.6312439498 33.1920550577
36.2547671006 37.1696533014 37.3847796527 36.8817146292
39.3384674746 40.4184530420 40.6503179226 40.2087980603
42.2421804095 43.3665639595 43.6115507736 43.2061108895
44.9746167739 46.0414405511 46.2466085161 45.9643999432
47.5811788105 48.4477775884 48.6303799030 48.5955143720
50.1090477354 50.6767987299 50.8813205544 51.0928749412
52.5325624349 52.7828413808 52.9583392938 53.4243910763
54.8648784590 54.7558089624 54.8963266989 55.6489303590
57.1215955336 56.6010560552 56.7486467726 57.7679779440
59.2841881870 58.3446970821 58.4973801485 59.7587430377
61.3804148856 59.9930593669 60.1283717132 61.6173376936
63.3910521052 61.5490989983 61.6702336214 63.3827957973
65.2878413321 63.0110326835 63.1268244589 65.0579355478
67.1048438583 64.3875303281 64.5115563165 66.6376795167
68.8569485541 65.6633503764 65.8503396862 68.0863163564
70.5150128243 66.8979862814 67.1054216983 69.4449224035
72.0602171031 68.0642767799 68.2755360307 70.7391338631
73.4804507343 69.1108378733 69.3882874512 71.9556321730
74.7963750072 70.1089053658 70.4429663666 73.0976565689
76.0377846266 71.0602196585 71.4352974917 74.1484739319
77.2103762842 71.9562870366 72.3829395876 75.1145839076
78.3058927288 72.7863257422 73.2768167857 75.9795148573
79.2641008608 73.5297106964 74.0795812750 76.7161613807
80.0996904522 74.2182340675 74.8345469387 77.3488505386
80.8579724025 74.8543766879 75.5259452975 77.8613190222
81.5767048263 75.4052371605 76.1136789829 78.2199937892
