9.2782606696 9.0923383088 8.7241677149 8.8924680983
16.1110243214 15.8230145104 16.2814621860 15.9059213280
24.8637579545 24.5389131068 24.9780688089 24.1954815011
33.6006162486 33.8795598199 33.6185817556 33.9175638562
41.4455284535 41.3180757961 41.6970835483 42.2408866514
50.2918381162 50.6995062495 50.1877433714 51.4140156157
58.7156957134 59.8481402007 59.8548336296 59.7094476443
66.9495619529 68.7105849756 68.4770733471 68.3889657752
75.8049734752 76.6925159094 76.2823127464 76.3317236116
83.6589590871 84.8049378217 84.2950880288 84.5927245395
173.0589802402 169.0071356644 168.2848704075 168.2226738645
260.1145542016 249.2737942820 249.7393862061 248.2673489890
341.5630913728 333.7657238789 336.2165715203 334.5862405231
416.5842725922 414.1783400862 418.1201059151 418.0952190039
496.8993866790 497.5038085023 499.4690282048 493.7413654350
580.9900776432 584.8345984065 586.2983064506 585.6714019058
664.4288280426 671.0059760127 670.5021957009 669.6291924478
754.5194700633 758.7131312743 758.2418576384 760.3441021940
843.9110626726 851.2993781136 847.1148497745 853.6640766796
1008.4323192990 1015.1277093760 1008.6494448997 1014.7574315488
1178.0340041496 1178.1289773069 1176.2386713510 1176.3456942256
1347.1790949899 1352.2051648118 1346.7237421493 1348.1854238789
1516.1623637818 1522.8947961270 1522.6823743133 1525.2628141651
1682.5793445410 1681.8118456572 1690.6203702025 1682.7041826413
3390.7925339597 3373.8758538633 3375.2236722825 3377.6299541978
5033.7459562423 5023.4020474546 5014.9137887104 5014.3110453189
6713.8509894505 6669.3965573049 6673.2709501207 6674.4549027748
8396.2336225796 8423.9066438114 8444.9515809692 8440.3349120607
10096.0796508112 10097.9094626202 10108.1153649385 10085.2031846363
11777.0460245706 11820.9807809278 11815.0424979628 11799.7374570349
13542.2845096283 13549.6654742796 13580.8226874912 13587.7214456351
15060.5503195903 15096.7335367489 15062.2700237779 15075.9064817050
16830.5046096973 16836.0181291300 16778.3407677754 16807.1171769470
18485.9740305231 18529.3594966721 18443.6700171446 18516.5164214744
20164.1675512221 20104.9872351399 20143.2120071757 20119.2480580230
21840.6038596422 21776.8044704762 21809.0395723080 21801.4434945873
23608.7286971565 23589.0747861957 23614.8457300449 23568.6881165778
25205.2661346427 25193.4700577124 25251.9704489386 25236.1614720440
26955.7191076878 26925.5093124494 26984.8640290389 26980.6447820117
28521.5589733256 28537.3731862144 28561.3805617409 28522.5937613291
30364.3208670289 30330.9089387799 30276.6301518087 30353.6276248892
32079.3045823766 31994.5299393175 32035.5153083342 32037.1748851248
33540.5355069222 33595.1265033949 33567.7635247440 33505.6622438706
35290.8173969326 35321.3804005279 35248.9838823822 35244.8484950800
37047.6233073884 37093.6935705300 37070.0578874825 37088.4954465418
38479.7038241865 38652.2151646895 38598.5548244250 38581.6909619203
40361.1340030249 40387.8255968678 40401.4042750504 40443.9621235054
42171.9707197487 42088.7734601463 42179.2469096636 42145.9811861300
43756.8230189750 43722.9508109725 43673.6949537637 43660.1007722375
45327.8183872012 45282.8668344135 45261.3780571050 45333.2328601494
47189.7160082962 47214.8770706973 47244.2936949270 47268.8831550447
48788.3992393853 48836.1472311361 48856.4818909069 48799.8117054715
50464.0521210292 50461.6512079356 50423.5630753060 50460.5831166578
52190.7764364428 52097.4038330182 52177.7331485373 52140.6463658262
53743.9819527184 53771.2930789008 53724.8229480508 53728.3558294326
