0.5093882495 0.4994061758 0.5011918951 0.5756331280
0.5339682540 0.5038945476 0.5443365696 0.5349872774
0.6211225997 0.6776792909 0.6238872404 0.6765888978
0.5756331280 0.5732788003 0.6332831325 0.6590909091
0.6328066215 0.6290201945 0.5947666195 0.7787037037
0.6765888978 0.6910435497 0.7109044801 0.7904135338
0.6580594679 0.8109932498 0.8293885602 0.9131378936
0.7751152074 0.8393213573 0.8494949495 0.9241758242
0.8589520989 1.0282430615 1.0316486752 1.1560137457
1.2906691222 1.5366343870 1.5202458424 1.6972754793
1.8459174715 1.9074620095 1.8793296089 2.0353339787
2.5007433839 2.4881656805 2.4706227967 2.5972822730
2.8089512358 2.8722677596 2.9696327684 3.3829444891
3.1711915535 3.2160611855 3.2533849130 3.2308874376
3.7048458150 3.7561411344 3.8560293443 4.0588803089
3.9225746269 4.1840796020 4.1882470120 4.2367758186
4.4686503719 4.4520910535 4.6336088154 4.6132748217
5.6386188401 5.8140338749 5.8729050279 6.1319722931
6.4816955684 6.8653061224 6.6613861386 7.1240999576
7.5223613596 7.4162257496 7.5629496403 7.6803652968
8.5424073134 8.5947879407 8.3349851338 8.4480160723
9.6833621186 10.2874617737 9.7790697674 10.5719673162
14.1356416506 14.4950017235 14.6337219419 14.5981600417
23.6568213783 24.1354570240 24.3169003903 24.3344907407
30.3391053391 31.7238777820 31.4745508982 31.4216327293
36.4542696142 35.7872340426 35.4030730373 35.5527372648
41.2963417628 42.8644240571 43.0399181167 43.5638435638
46.2978254886 46.0317460317 46.2850853054 46.1074561404
47.9065793221 49.7485950902 48.5285631852 47.9338842975
59.4346289753 59.2253521127 61.6117216117 61.2750455373
53.8240000000 55.5849306015 56.0666666667 55.4383651945
60.3949730700 59.9216245102 60.6344628695 58.8523442967
62.0435263740 67.0386608210 61.9521178637 65.2950310559
64.3704554152 65.4474708171 65.5750487329 64.3950995406
63.0434782609 62.4350408315 62.5511342507 63.3044787354
71.8189581554 72.6252158895 71.0604140262 69.0476190476
67.1725239617 69.0192860074 68.8779688780 67.7133655395
76.8036529680 75.9025270758 77.4401473297 78.3418723801
66.6402535658 69.6768848384 72.6252158895 67.3608329996
73.0351715154 76.5938069217 72.1888412017 74.7223456242
87.1051268773 80.9432146295 84.2263395093 87.0600414079
73.8043001316 76.2120525600 77.8703703704 74.6228926353
74.6228926353 75.3246753247 72.9085392284 71.4832129197
92.6721763085 86.7457452295 87.9247255619 89.4205209995
71.3619007213 78.7822014052 75.3584229391 72.5625539258
75.0223015165 81.2560386473 77.2268135904 80.3247373448
86.5671641791 85.3807106599 92.6721763085 91.1653116531
88.0628272251 90.1876675603 87.8787878788 83.2261256804
74.9220489978 73.4177215190 70.9106239460 72.5938713854
87.9247255619 88.1551362683 87.8328981723 92.5192519252
84.4377510040 88.4797475013 90.8698001080 85.8601327208
82.4509803922 88.4332281809 81.6108685104 85.4240731336
92.1643835616 86.8801652893 92.9795467109 90.9189189189
