2145.7371532368 1746.8069023285 1.9662416183 1.5240830394 0.2867307419 192.3302641688 2.5149583138 2.2207979047
2218.3391769483 575.1717092938 2.7816979982 1.3628305412 0.2672612644 819.4579497244 1.5011094557 1.7744213079
2209.3186953159 471.9204000909 3.0004468451 1.3372736814 0.2138601183 866.9897690928 1.5383822342 1.7451529451
2206.1485130940 353.0745327840 3.5717404065 1.2306847553 0.2395073844 928.3322432231 1.5425896473 1.6319617438
2232.6944284681 806.7973152320 2.4601106211 1.4003810875 0.2921015426 710.9349196164 1.4483003052 1.8134875260
2230.9931261206 461.0291067568 3.2122610377 1.2394982171 0.1971141262 887.9484469237 1.5100570116 1.6259815733
2239.8950053478 874.1063421634 2.4177731489 1.3738261752 0.3101191627 682.4535562732 1.4206010270 1.7785150822
2201.2457270286 404.1263444553 3.1591972029 1.2718848473 0.1936815183 899.2276355553 1.5655093881 1.6470571948
2243.2999612671 464.1920639041 2.9617319131 1.2501295773 0.1835413280 891.2260248887 1.5362429755 1.6408462207
2212.0811340434 267.8000000000 3.7092904037 1.1800908444 0.2330849052 972.6875936189 1.6474187953 1.5663205782
2214.9411859898 303.2815224179 3.5666829022 1.2322588793 0.2972010708 955.8147739688 1.6032439043 1.6370328360
2208.9582891801 210.0546690507 5.3707980446 1.1763485818 0.2274868550 1000.6747788521 1.6194586672 1.6088961219
2204.5513401241 322.3149575359 3.3175094366 1.1661843052 0.3032458115 942.8721606613 1.5929729560 1.5578532397
2185.7266531449 276.6691749965 3.5979829892 1.1571787294 0.2330432130 955.7408490834 1.6059461843 1.5620189458
2222.5338629503 351.0198411331 3.2603812464 1.3052487481 0.2482216831 933.4756186742 1.6134399895 1.7003339576
2231.5542243017 318.8393558552 3.3687196654 1.2796448181 0.2585268061 954.8153162344 1.6160594125 1.6874230334
2218.6118120122 267.8000000000 3.6127911471 1.0962462090 0.2799786401 977.9906251242 1.6288602638 1.5049763149
2215.3044947115 269.6953017362 3.6964247364 1.2261319224 0.2157804774 971.9678230317 1.6377283926 1.6337495029
2211.0189851099 325.2711036043 3.4287299734 1.2041651570 0.2358068430 943.7820209462 1.6045563338 1.5893976999
2215.9677310215 267.8000000026 3.8555413191 1.1995257177 0.2082118961 974.9601236764 1.6287963831 1.5876615582
2245.0279544749 440.4179961805 2.9615491224 1.3465621782 0.2309492928 900.1388585707 1.5965237036 1.7184601986
2225.8951930143 520.5832518935 2.7908097214 1.3338345934 0.2463894648 851.4662059570 1.5521131055 1.7008200134
2254.5382693870 535.9103432311 2.9201542905 1.3625002251 0.2809312451 859.5368995331 1.5119404432 1.7319577633
2245.4170404593 425.3948029180 3.0742655101 1.2796971785 0.2137903139 910.1480977318 1.5715563552 1.6675955377
2205.3837618638 433.6102872326 3.0058441032 1.3093715551 0.1911708715 885.5919172335 1.5621105584 1.6888906930
2190.0342981379 328.9674710653 3.4648373389 1.1717665776 0.2599171920 933.1336681759 1.5805070764 1.5600339165
2224.8456598992 526.9413041929 2.9074143746 1.2874238327 0.2612287397 848.7736710818 1.5257236794 1.6821843464
2224.2316457083 668.3371240278 2.6624923242 1.3122707653 0.2750282412 777.2463314887 1.5011039443 1.6987761621
2195.5891915634 374.5702156661 3.4275234246 1.2109183807 0.2083005282 911.5810183471 1.5744989051 1.6029466913
2222.2773414834 671.3168154631 2.5902271769 1.3233180766 0.3769003526 772.9850710566 1.5221377079 1.7222389284
2271.6588323678 825.4776395802 2.4422481634 1.4329065130 0.3579081528 718.8262918705 1.4593109776 1.8868421170
2173.6706286856 282.5581906132 3.8285558878 1.2285084377 0.1580999123 943.8539213464 1.6222187351 1.6536525908
