0.2023016125 0.3507371930 0.3094180330 0.2510952309 0.6023367682 0.0728001756 0.4148608108 0.1377262553 0.5130520869 0.0687225672 0.2772586382 0.7047278736 0.3031162570 0.3201662813 0.7359425826 0.6036258464 0.5517360486 0.5961109564 0.6736447317 0.4313048496 0.8514994991 0.4528327982 0.6935420925 0.3903038430 0.2881023963 0.6590117707 0.6251539476 0.3282200865 0.0326144293 0.6667613220 0.4009834497 0.2740509501
0.4774409532 0.4657878336 0.0584262086 0.1994593239 0.2003035268 0.1961175464 0.8350481997 0.0073747388 0.3994584875 0.2816137521 0.1188418651 0.2693398070 0.2086691558 0.3152304048 0.0323548503 0.0054173925 0.3302894375 0.1088297904 0.3065442896 0.1581619797 0.2519580408 0.1953267849 0.3423854875 0.0659263259 0.0815425788 0.3001975347 0.2511393046 0.2257205356 0.2306429997 0.1436675461 0.1948373432 0.1051916772
0.1568193907 0.3827728122 0.0908536906 0.2986471216 0.7692442304 0.2039369221 0.0652148705 0.2804709763 0.2758948980 0.0770089848 0.5002559376 0.0379580628 0.0046349245 0.0046356488 0.3753922235 0.6555928540 0.1091796647 0.1921400362 0.0540058880 0.0361674046 0.1862233529 0.0927316121 0.3173404034 0.1683279016 0.1362463154 0.2344922519 0.1354776721 0.1266992906 0.0838700602 0.3487461338 0.0049466863 0.1828663910
0.2268048625 0.8626186120 0.2435794464 0.6233052341 0.3709534509 0.0020243395 0.3442052938 0.0346956556 0.0411260740 0.2271847260 0.7177493684 0.2785170078 0.2053622574 0.0913450300 0.4214895664 0.7465250145 1.0219349808 0.4752446541 0.6278491642 0.4084410161 0.7229568502 0.7973275078 0.6241104156 0.3063990121 0.4794074353 0.5517476094 1.1175622140 0.5636031217 0.0896749091 0.7956184600 0.0306407412 0.5184040164
0.1765633071 0.5546443978 0.4700321940 0.1922698106 0.3826673210 0.0693209795 0.4239985040 0.4505279740 0.1927146767 0.1999819833 0.5101004785 0.4501458712 0.1372522380 0.0112699416 0.7259708235 0.2855395341 0.1581619567 0.4200299605 0.1743987553 0.4369472077 0.0914141118 0.7031506835 0.7254052987 0.2775955210 0.1916096338 0.3545774185 0.6748622670 0.2085549424 0.1999052205 0.9803560867 0.6413070364 0.1195839943
0.8731133356 0.3529980085 0.2302440255 0.8560771584 0.0243259819 0.2002631646 0.3774475855 0.1931543905 0.4340012863 0.8959849195 0.0951396316 1.0575873551 0.1027033097 0.4116233379 0.7290993793 0.2625805396 0.4999482411 0.9489519947 0.7192560849 0.5915080344 0.7593910175 0.7193703502 0.8467468084 0.6794952300 0.2324964225 0.3405193654 0.2626288157 0.4956517617 0.0885494738 0.6199486264 0.5874592939 0.2048282771
0.9020668830 0.0303433625 0.5002361717 0.2897693615 0.2809661077 0.3773962842 0.0560420379 0.0442550563 0.1719534648 0.1779429406 0.0353779303 0.1393571573 0.1263081289 0.2200320960 0.3177658073 0.2720258398 0.3276816704 0.7615290293 0.1879113252 0.6438201246 0.8818259428 0.1172181008 1.0711389806 0.8004892940 0.6126455774 0.1223768902 0.2320734172 0.1305493315 0.2557832298 0.4017705541 0.4439120074 0.2411234901
0.5549040865 0.4060172062 0.5985801662 0.2543192415 0.4508168848 0.2613655851 0.0858210126 0.5472571019 0.0358624022 0.3130291638 0.2837340202 0.3796301825 0.3227388365 0.0041986370 0.1088088385 0.5272219103 0.5127805738 0.1125202661 0.6563486230 0.4317528823 0.2894492572 0.2365453244 0.8830799704 0.5270534579 0.3256607773 0.7325642821 0.3265856012 0.1080662494 0.8634172388 0.1635369779 0.0778412238 0.2486551577
0.0461335494 0.2954287787 0.1020095005 0.5077634700 0.5273477958 0.1027700004 0.9160950179 0.0755722121 0.1847022597 0.0129286963 0.2038714571 0.1948621258 0.0854492605 0.1119181272 0.8441658318 0.3445651939 0.3126163247 0.6021383270 0.4007846702 0.3224120185 0.6997918357 0.1657596785 0.4957659683 0.2850238600 0.2095042177 0.1221368578 0.6876068387 0.1123408430 0.2253702942 0.1058620084 0.2659105749 0.2563718288
1.5167894476 1.9718063972 1.9062914999 1.2835300985 0.6565040019 0.3545740559 1.4074513425 0.9788644085 1.0974207533 2.2451980112 1.3066019553 1.0845610762 0.5589847628 2.1191731071 2.6857075870 2.2146160463 2.0643988800 2.9934827271 2.3323149716 2.7269984699 2.7371619519 2.5798665771 2.8797370270 2.4040430594 2.4429803556 1.6626750316 2.1537277722 1.0432888152 1.1375510896 2.7969118806 1.7951761823 2.1200290645
