2393.0117387379 1328.9548502727 2.5024210071 1.2935725848 0.3013156928 512.4189085198 1.9774371252 1.8239968425
2419.9291317140 1288.5751374676 2.5701572614 1.2311498310 0.2749544373 546.1153387795 1.9669446857 1.7562950079
2382.3709883373 1249.6205836193 2.5504125430 1.2251600554 0.2619616645 547.2184167293 1.9925305614 1.7232874242
2382.5016649333 1307.5914868252 2.5130403508 1.1677652542 0.3167056708 518.5280551049 1.9907765687 1.6874375078
2419.3042020052 1466.9857435501 2.4496230451 1.2505498031 0.3623052772 457.7962658190 1.9410806069 1.8100013004
2405.2852846805 1393.6684168199 2.5097981248 1.2128146629 0.2631308022 486.5877763689 2.0234524237 1.7468566757
2433.3622650247 1541.8878219650 2.4596366528 1.2521365309 0.2985879655 426.9424250721 2.0419640784 1.8292726793
2369.8519001780 1333.5506811809 2.4985196767 1.1421844923 0.2710230488 499.3184099359 2.0246300638 1.6552879683
2454.4506169181 1525.4294603609 2.4369634648 1.2537563582 0.2659759958 445.8947540513 1.9185977810 1.8068429936
2433.1647985117 1498.9364300862 2.4244071261 1.2063041276 0.2924284019 448.3015785408 1.9747741731 1.7704308133
2424.4338017014 1421.7506756416 2.4466223751 1.3045772952 0.2653480560 482.5445380105 1.9186127814 1.8320283201
2411.0662834677 1426.3317763823 2.4327661769 1.1824175290 0.2609544618 474.0644726297 1.9978617351 1.7257903289
2416.0900199430 1434.2796246863 2.4465067470 1.2218203299 0.2210863055 472.5526423657 1.9732002155 1.7562853564
2416.4077188291 1375.0110891852 2.4688173251 1.1885250480 0.2890993309 501.9008838929 2.0214665763 1.7196968804
2452.9582242249 1378.5212033161 2.4881578495 1.2383514444 0.3365412203 518.5604865441 1.9410440087 1.7657430791
2419.0351092852 1310.1542814936 2.4819108277 1.2546582957 0.2742286738 535.8539720709 1.9289500291 1.7706680910
2392.0332227469 1080.4355215513 2.5667039593 1.2088566352 0.2460323211 636.6339680403 1.9800661391 1.6808808695
2399.8649630295 1149.5554135691 2.5518751342 1.2583483647 0.2809819368 605.7661024833 1.9878486203 1.7368286996
2378.7058094264 1217.6094942528 2.5113868145 1.1287290644 0.2985446355 561.3323596203 2.0775632768 1.6083428218
2395.5940299570 1260.9619947975 2.4841174945 1.2291659990 0.3154291624 548.1712068030 2.0073462269 1.7215597135
2384.5767368796 1355.5817885255 2.4343269185 1.1954904371 0.2445183612 495.6529908968 2.0244711179 1.6978198705
2386.3707736021 1342.4956344986 2.4586736170 1.2227696210 0.2368334276 502.3109405109 2.1239932537 1.7290545730
2410.7207338890 1344.8827428963 2.4452716165 1.2607158937 0.3117013172 513.5734438090 1.9669756929 1.7842660864
2424.2720730739 1433.6672504906 2.4215737692 1.2821582429 0.3027092412 476.2313035080 2.0087541549 1.8165327701
2358.0510757380 1357.2407695795 2.4669814097 1.2197323629 0.2446030016 481.3772931751 2.0916417376 1.7376557342
2377.4958587777 1393.1572401516 2.4832712879 1.2077554530 0.2614255634 472.8694249416 2.0910518059 1.7416593291
2413.6794020991 1370.9079539118 2.5134669712 1.2073353628 0.3566469038 501.8808152759 2.0073277425 1.7298357068
2425.4967312327 1174.7096089553 2.6353374158 1.2572769455 0.2700788053 605.9349934829 1.9542451552 1.7361591822
2386.4425843697 1324.3664300612 2.4988725862 1.2658657749 0.3814266526 511.6019904040 1.9958066250 1.7875627667
2357.9793824511 1379.2811409485 2.5113902581 1.1970953474 0.2608846489 469.5700158560 2.2735521100 1.7199576291
2395.6291859654 1137.0606459163 2.6180642372 1.2462477824 0.2812785676 609.4450478105 1.9821419781 1.7346756304
2370.7811671180 1020.4525566272 2.6589534898 1.1241950983 0.3734025964 655.5551167191 1.9838023065 1.6078646405
