# Peaking times
# CH#	000	001	010	011	100	101	110	111
0	14	22	30	38	47	60	73	84
1	13	22	30	38	47	58	71	83
2	13	22	30	38	47	60	73	84
3	14	22	30	38	46	60	73	85
4	14	22	30	38	47	59	72	84
5	14	22	30	39	47	60	73	84
6	13	22	30	38	47	60	70	85
7	13	22	30	39	46	60	73	84
8	13	22	30	38	47	60	70	84
9	14	22	30	39	47	60	72	84
10	14	22	30	38	47	59	73	84
11	14	22	30	38	47	60	73	84
12	14	22	30	39	47	60	72	84
13	13	22	30	37	47	60	70	84
14	14	22	31	38	47	60	73	84
15	14	22	30	38	47	60	70	84
16	14	22	30	38	47	59	73	84
17	14	22	30	38	47	60	73	85
18	14	22	31	39	47	60	71	83
19	14	22	30	39	46	59	72	84
20	13	22	30	38	47	60	72	84
21	14	22	30	39	46	58	72	84
22	13	22	30	38	47	59	70	84
23	14	22	30	38	47	59	72	84
24	14	22	30	39	47	58	73	84
25	14	22	30	38	47	58	73	84
26	14	22	29	38	47	60	71	83
27	13	22	30	38	46	60	71	84
28	13	22	30	38	46	60	71	84
29	13	21	30	38	47	59	71	83
30	13	22	30	38	47	60	71	84
31	13	22	30	38	45	58	72	84
