# ASIC configuration for the measurements:
# ------------------------------------------------------------------------------
# Mode = 001 
# Bias = 0101 
# CSArefs = 1011 
# Shaper = 000 
# Leakage mask = 00000000000000000000000000000000 
# Discr. enable mask = 00000000000000000000000000000000 
# Calibration mask = 00000000000000000000000000000000 
# Threshold = 128 
# FineTHR[0] = 011 
# FineTHR[1] = 011 
# FineTHR[2] = 011 
# FineTHR[3] = 011 
# FineTHR[4] = 011 
# FineTHR[5] = 011 
# FineTHR[6] = 011 
# FineTHR[7] = 011 
# FineTHR[8] = 011 
# FineTHR[9] = 011 
# FineTHR[10] = 011 
# FineTHR[11] = 011 
# FineTHR[12] = 011 
# FineTHR[13] = 011 
# FineTHR[14] = 011 
# FineTHR[15] = 011 
# FineTHR[16] = 011 
# FineTHR[17] = 011 
# FineTHR[18] = 011 
# FineTHR[19] = 011 
# FineTHR[20] = 011 
# FineTHR[21] = 011 
# FineTHR[22] = 011 
# FineTHR[23] = 011 
# FineTHR[24] = 011 
# FineTHR[25] = 011 
# FineTHR[26] = 011 
# FineTHR[27] = 011 
# FineTHR[28] = 011 
# FineTHR[29] = 011 
# FineTHR[30] = 011 
# FineTHR[31] = 011 
# ------------------------------------------------------------------------------
# Event data block #1
# Delay	DAC	Type	CH#	Value
48	1000	00	0	145
48	1000	00	1	109
48	1000	00	2	142
48	1000	00	3	126
48	1000	00	4	124
48	1000	00	5	128
48	1000	00	6	169
48	1000	00	7	128
48	1000	00	8	132
48	1000	00	9	111
48	1000	00	10	146
48	1000	00	11	112
48	1000	00	12	123
48	1000	00	13	112
48	1000	00	14	185
48	1000	00	15	81
48	1000	00	16	156
48	1000	00	17	109
48	1000	00	18	116
48	1000	00	19	118
48	1000	00	20	121
48	1000	00	21	133
48	1000	00	22	135
48	1000	00	23	153
48	1000	00	24	125
48	1000	00	25	125
48	1000	00	26	154
48	1000	00	27	157
48	1000	00	28	145
48	1000	00	29	148
48	1000	00	30	133
48	1000	10	31	154
48	1000	00	0	141
48	1000	00	1	114
48	1000	00	2	144
48	1000	00	3	130
48	1000	00	4	126
48	1000	00	5	135
48	1000	00	6	173
48	1000	00	7	134
48	1000	00	8	130
48	1000	00	9	112
48	1000	00	10	152
48	1000	00	11	113
48	1000	00	12	120
48	1000	00	13	114
48	1000	00	14	189
48	1000	00	15	84
48	1000	00	16	157
48	1000	00	17	108
48	1000	00	18	117
48	1000	00	19	122
48	1000	00	20	124
48	1000	00	21	137
48	1000	00	22	135
48	1000	00	23	155
48	1000	00	24	125
48	1000	00	25	128
48	1000	00	26	153
48	1000	00	27	156
48	1000	00	28	145
48	1000	00	29	150
48	1000	00	30	138
48	1000	10	31	154
48	1000	00	0	141
48	1000	00	1	112
48	1000	00	2	146
48	1000	00	3	130
48	1000	00	4	126
48	1000	00	5	131
48	1000	00	6	173
48	1000	00	7	129
48	1000	00	8	133
48	1000	00	9	114
48	1000	00	10	147
48	1000	00	11	111
48	1000	00	12	119
48	1000	00	13	112
48	1000	00	14	190
48	1000	00	15	81
48	1000	00	16	155
48	1000	00	17	107
48	1000	00	18	117
48	1000	00	19	122
48	1000	00	20	126
48	1000	00	21	137
48	1000	00	22	135
48	1000	00	23	153
48	1000	00	24	129
48	1000	00	25	128
48	1000	00	26	154
48	1000	00	27	157
48	1000	00	28	147
48	1000	00	29	149
48	1000	00	30	138
48	1000	10	31	154
48	1000	00	0	140
48	1000	00	1	111
48	1000	00	2	142
48	1000	00	3	128
48	1000	00	4	126
48	1000	00	5	126
48	1000	00	6	169
48	1000	00	7	128
48	1000	00	8	130
48	1000	00	9	110
48	1000	00	10	149
48	1000	00	11	108
48	1000	00	12	118
48	1000	00	13	111
48	1000	00	14	189
48	1000	00	15	83
48	1000	00	16	154
48	1000	00	17	106
48	1000	00	18	114
48	1000	00	19	122
48	1000	00	20	125
48	1000	00	21	138
48	1000	00	22	136
48	1000	00	23	149
48	1000	00	24	127
48	1000	00	25	128
48	1000	00	26	154
48	1000	00	27	157
48	1000	00	28	146
48	1000	00	29	148
48	1000	00	30	136
48	1000	10	31	154
48	1000	00	0	142
48	1000	00	1	109
48	1000	00	2	144
48	1000	00	3	124
48	1000	00	4	129
48	1000	00	5	129
48	1000	00	6	173
48	1000	00	7	131
48	1000	00	8	132
48	1000	00	9	115
48	1000	00	10	148
48	1000	00	11	109
48	1000	00	12	119
48	1000	00	13	112
48	1000	00	14	191
48	1000	00	15	82
48	1000	00	16	158
48	1000	00	17	107
48	1000	00	18	116
48	1000	00	19	122
48	1000	00	20	122
48	1000	00	21	136
48	1000	00	22	136
48	1000	00	23	156
48	1000	00	24	126
48	1000	00	25	122
48	1000	00	26	152
48	1000	00	27	157
48	1000	00	28	149
48	1000	00	29	147
48	1000	00	30	134
48	1000	10	31	158
48	1000	00	0	144
48	1000	00	1	112
48	1000	00	2	142
48	1000	00	3	127
48	1000	00	4	128
48	1000	00	5	130
48	1000	00	6	169
48	1000	00	7	128
48	1000	00	8	130
48	1000	00	9	113
48	1000	00	10	149
48	1000	00	11	109
48	1000	00	12	118
48	1000	00	13	112
48	1000	00	14	187
48	1000	00	15	82
48	1000	00	16	157
48	1000	00	17	106
48	1000	00	18	115
48	1000	00	19	120
48	1000	00	20	123
48	1000	00	21	136
48	1000	00	22	134
48	1000	00	23	157
48	1000	00	24	125
48	1000	00	25	125
48	1000	00	26	155
48	1000	00	27	156
48	1000	00	28	150
48	1000	00	29	149
48	1000	00	30	135
48	1000	10	31	158
48	1000	00	0	144
48	1000	00	1	110
48	1000	00	2	146
48	1000	00	3	126
48	1000	00	4	128
48	1000	00	5	128
48	1000	00	6	169
48	1000	00	7	128
48	1000	00	8	128
48	1000	00	9	114
48	1000	00	10	146
48	1000	00	11	109
48	1000	00	12	118
48	1000	00	13	113
48	1000	00	14	186
48	1000	00	15	81
48	1000	00	16	155
48	1000	00	17	107
48	1000	00	18	115
48	1000	00	19	121
48	1000	00	20	122
48	1000	00	21	136
48	1000	00	22	136
48	1000	00	23	155
48	1000	00	24	125
48	1000	00	25	125
48	1000	00	26	154
48	1000	00	27	156
48	1000	00	28	148
48	1000	00	29	148
48	1000	00	30	136
48	1000	10	31	157
48	1000	00	0	144
48	1000	00	1	109
