ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 162.56	 1.479	162.0	  1	 162.51	 1.380	 100
 0	 0	   20	 172.10	 1.425	172.0	  0	 172.10	 1.425	 100
 0	 0	   30	 182.50	 1.580	183.0	  0	 182.50	 1.580	 100
 0	 0	   40	 193.96	 1.569	194.0	  2	 194.06	 1.413	 100
 0	 0	   50	 203.94	 1.901	204.0	  1	 203.89	 1.840	 100
 0	 0	   60	 214.06	 1.663	214.0	  1	 214.01	 1.594	 100
 0	 0	   70	 224.13	 1.790	224.0	  2	 224.14	 1.625	 100
 0	 0	   80	 233.76	 1.498	234.0	  0	 233.76	 1.498	 100
 0	 0	   90	 243.84	 1.426	244.0	  0	 243.84	 1.426	 100
 0	 0	  100	 252.98	 1.758	253.0	  2	 252.88	 1.620	 100
 0	 0	  200	 335.64	 2.476	336.0	  2	 335.84	 2.074	 100
 0	 0	  300	 403.49	 1.878	404.0	  1	 403.55	 1.803	 100
 0	 0	  400	 460.60	 2.094	461.0	  3	 460.65	 1.780	 100
 0	 0	  500	 507.05	 2.076	507.0	  5	 507.14	 1.680	 100
 0	 0	  600	 547.16	 1.785	547.5	  0	 547.16	 1.785	 100
 0	 0	  700	 582.20	 1.787	582.0	  1	 582.15	 1.728	 100
 0	 0	  800	 611.78	 1.873	612.0	  2	 611.67	 1.734	 100
 0	 0	  900	 638.62	 2.004	639.0	  6	 638.82	 1.633	 100
 0	 0	 1000	 661.41	 1.718	661.0	  1	 661.36	 1.663	 100
 0	 0	 1200	 702.78	 2.521	702.0	  2	 702.80	 2.337	 100
 0	 0	 1400	 737.14	 2.156	737.0	  2	 737.14	 2.056	 100
 0	 0	 1600	 766.68	 2.178	767.0	  5	 766.72	 1.790	 100
 0	 0	 1800	 791.88	 1.805	792.0	  1	 791.93	 1.745	 100
 0	 0	 2000	 815.03	 2.027	815.0	  0	 815.03	 2.027	 100
 0	 0	 4000	 968.60	 3.114	969.0	  2	 968.83	 2.702	 100
 0	 0	 6000	1063.87	 2.740	1064.0	  1	1063.96	 2.603	 100
 0	 0	 8000	1135.64	 2.862	1136.0	  0	1135.64	 2.862	 100
 0	 0	10000	1193.94	 2.453	1194.0	  6	1194.20	 1.881	 100
 0	 0	12000	1245.87	 2.612	1246.0	  9	1246.11	 1.980	 100
 0	 0	14000	1290.55	 2.451	1291.0	  1	1290.64	 2.306	 100
 0	 0	16000	1331.96	 2.206	1332.0	  0	1331.96	 2.206	 100
 0	 0	18000	1371.30	 2.406	1371.0	  0	1371.30	 2.406	 100
 0	 0	20000	1407.34	 2.328	1407.0	  0	1407.34	 2.328	 100
 0	 0	22000	1442.53	 2.568	1442.5	  1	1442.45	 2.467	 100
 0	 0	24000	1475.83	 2.450	1476.0	  0	1475.83	 2.450	 100
 0	 0	26000	1507.79	 2.618	1508.0	  0	1507.79	 2.618	 100
 0	 0	28000	1538.47	 2.945	1538.5	  0	1538.47	 2.945	 100
 0	 0	30000	1568.49	 2.052	1569.0	  3	1568.64	 1.894	 100
 0	 0	32000	1596.98	 2.625	1597.0	  0	1596.98	 2.625	 100
 0	 0	34000	1625.80	 2.020	1626.0	  2	1625.90	 1.918	 100
 0	 0	36000	1652.77	 2.322	1653.0	  6	1652.93	 1.839	 100
 0	 0	38000	1679.45	 2.622	1679.0	  0	1679.45	 2.622	 100
 0	 0	40000	1705.36	 2.393	1706.0	  7	1705.68	 1.837	 100
 0	 0	42000	1731.56	 2.280	1731.5	  0	1731.56	 2.280	 100
 0	 0	44000	1756.21	 2.413	1757.0	  0	1756.21	 2.413	 100
 0	 0	46000	1780.59	 1.913	1781.0	  1	1780.65	 1.837	 100
 0	 0	48000	1802.92	 1.932	1803.0	  0	1802.92	 1.932	 100
 0	 0	50000	1825.55	 2.105	1826.0	  3	1825.59	 1.957	 100
 0	 0	52000	1847.04	 1.959	1847.0	  0	1847.04	 1.959	 100
 0	 0	54000	1869.01	 1.967	1869.0	  3	1869.07	 1.757	 100
 0	 0	56000	1889.43	 1.976	1890.0	  3	1889.57	 1.842	 100
 0	 0	58000	1907.72	 1.652	1908.0	  3	1907.76	 1.434	 100
 0	 0	60000	1924.61	 1.769	1925.0	  0	1924.61	 1.769	 100
 0	 0	62000	1940.94	 1.780	1941.0	  1	1940.89	 1.714	 100
 0	 0	64000	1957.37	 1.655	1957.0	  2	1957.38	 1.510	 100
 0	 1	   10	 174.16	 5.541	173.0	  2	 173.85	 5.136	 100
 0	 1	   20	 169.98	 1.119	170.0	  0	 169.98	 1.119	 100
 0	 1	   30	 179.18	 1.520	179.0	  0	 179.18	 1.520	 100
 0	 1	   40	 188.30	 1.185	189.0	  0	 188.30	 1.185	 100
 0	 1	   50	 198.37	 1.376	198.0	  0	 198.37	 1.376	 100
 0	 1	   60	 207.04	 1.355	207.0	  0	 207.04	 1.355	 100
 0	 1	   70	 216.41	 1.538	217.0	  1	 216.45	 1.480	 100
 0	 1	   80	 224.93	 1.394	225.0	  0	 224.93	 1.394	 100
 0	 1	   90	 233.50	 1.243	234.0	  0	 233.50	 1.243	 100
 0	 1	  100	 243.31	 1.361	243.5	  0	 243.31	 1.361	 100
 0	 1	  200	 321.23	 2.304	322.0	  8	 321.72	 1.578	 100
 0	 1	  300	 387.28	 1.944	387.0	  2	 387.33	 1.655	 100
 0	 1	  400	 441.49	 1.867	442.0	  2	 441.60	 1.703	 100
 0	 1	  500	 487.68	 1.842	488.0	  2	 487.69	 1.646	 100
 0	 1	  600	 526.34	 1.805	526.0	  2	 526.46	 1.613	 100
 0	 1	  700	 559.97	 1.732	560.0	  1	 559.92	 1.664	 100
 0	 1	  800	 589.50	 1.547	590.0	  1	 589.57	 1.408	 100
 0	 1	  900	 614.37	 1.916	614.0	  0	 614.37	 1.916	 100
 0	 1	 1000	 637.82	 1.610	638.0	  0	 637.82	 1.610	 100
 0	 1	 1200	 676.70	 1.642	677.0	  1	 676.75	 1.580	 100
 0	 1	 1400	 710.55	 1.866	710.0	  2	 710.66	 1.705	 100
 0	 1	 1600	 738.41	 2.113	738.0	  0	 738.41	 2.113	 100
 0	 1	 1800	 763.39	 1.901	764.0	  4	 763.59	 1.639	 100
 0	 1	 2000	 785.31	 1.862	785.0	  2	 785.34	 1.662	 100
 0	 1	 4000	 931.93	 3.085	933.0	 10	 932.60	 1.822	 100
 0	 1	 6000	1023.90	 3.030	1025.0	  2	1024.10	 2.700	 100
 0	 1	 8000	1092.72	 2.425	1093.0	  5	1092.97	 1.899	 100
 0	 1	10000	1148.43	 2.728	1149.0	  1	1148.52	 2.604	 100
 0	 1	12000	1197.19	 2.205	1197.0	  3	1197.26	 2.022	 100
 0	 1	14000	1241.60	 2.137	1242.0	  4	1241.69	 1.943	 100
 0	 1	16000	1280.67	 1.970	1281.0	  3	1280.81	 1.816	 100
 0	 1	18000	1318.03	 2.077	1318.0	  2	1318.14	 1.937	 100
 0	 1	20000	1353.62	 1.979	1354.0	  2	1353.71	 1.883	 100
 0	 1	22000	1386.86	 2.094	1387.0	  4	1386.97	 1.849	 100
 0	 1	24000	1418.11	 1.927	1418.0	  0	1418.11	 1.927	 100
 0	 1	26000	1448.54	 1.899	1449.0	  1	1448.59	 1.852	 100
 0	 1	28000	1478.37	 2.063	1478.0	  0	1478.37	 2.063	 100
 0	 1	30000	1507.69	 2.112	1508.0	  5	1507.72	 1.808	 100
 0	 1	32000	1535.44	 2.463	1535.0	  0	1535.44	 2.463	 100
 0	 1	34000	1562.66	 2.133	1562.5	  1	1562.59	 2.010	 100
 0	 1	36000	1588.65	 2.027	1589.0	  3	1588.69	 1.867	 100
 0	 1	38000	1615.55	 2.245	1616.0	  0	1615.55	 2.245	 100
 0	 1	40000	1641.21	 1.935	1641.0	  2	1641.33	 1.769	 100
 0	 1	42000	1665.09	 1.960	1665.0	  3	1665.14	 1.779	 100
 0	 1	44000	1689.61	 2.260	1690.0	  5	1689.78	 1.947	 100
 0	 1	46000	1713.08	 2.087	1713.0	  1	1713.13	 2.034	 100
 0	 1	48000	1737.01	 1.828	1737.5	  0	1737.01	 1.828	 100
 0	 1	50000	1760.09	 2.040	1760.0	  2	1759.99	 1.934	 100
 0	 1	52000	1782.13	 1.988	1782.0	  3	1782.08	 1.818	 100
 0	 1	54000	1803.36	 1.967	1803.0	  4	1803.39	 1.688	 100
 0	 1	56000	1824.33	 2.220	1825.0	  0	1824.33	 2.220	 100
 0	 1	58000	1844.30	 1.685	1845.0	  1	1844.34	 1.636	 100
 0	 1	60000	1864.81	 1.762	1865.0	  0	1864.81	 1.762	 100
 0	 1	62000	1884.04	 1.723	1884.0	  2	1884.14	 1.580	 100
 0	 1	64000	1901.61	 1.639	1902.0	  1	1901.66	 1.579	 100
 0	 2	   10	 172.23	 4.950	171.0	  2	 171.96	 4.615	 100
 0	 2	   20	 168.88	 1.174	169.0	  0	 168.88	 1.174	 100
 0	 2	   30	 177.30	 1.168	177.0	  0	 177.30	 1.168	 100
 0	 2	   40	 185.80	 1.198	186.0	  0	 185.80	 1.198	 100
 0	 2	   50	 195.57	 1.225	196.0	  0	 195.57	 1.225	 100
 0	 2	   60	 204.11	 1.413	204.0	  0	 204.11	 1.413	 100
 0	 2	   70	 212.64	 1.259	213.0	  0	 212.64	 1.259	 100
 0	 2	   80	 221.67	 1.570	222.0	  1	 221.62	 1.483	 100
 0	 2	   90	 229.80	 1.231	230.0	  0	 229.80	 1.231	 100
 0	 2	  100	 238.65	 1.381	239.0	  0	 238.65	 1.381	 100
 0	 2	  200	 314.28	 2.045	315.0	  4	 314.59	 1.342	 100
 0	 2	  300	 379.87	 1.643	380.0	  2	 380.00	 1.377	 100
 0	 2	  400	 433.50	 1.778	434.0	  3	 433.67	 1.505	 100
 0	 2	  500	 478.73	 1.734	479.0	  1	 478.78	 1.675	 100
 0	 2	  600	 517.48	 1.367	517.0	  1	 517.54	 1.256	 100
