1.5966828901 1.8108346885
1.0696724471 0.2657002577
2.1305286028 0.6995137085
1.6840621273 0.4857118374
0.7180873977 0.7363180290
0.4562235481 0.7835654892
1.1259763904 0.2094520579
0.7081555861 0.2191620320
0.9667530912 0.8222142800
0.5172659019 0.2752832677
0.9329019451 0.4627767508
1.5594442728 0.4018920194
0.2776358629 0.3810621868
0.2050156355 0.7125505510
0.1070300337 0.9827882468
0.6687055169 0.5688636469
0.8441358336 0.4889421864
0.5962601868 0.4361370252
0.3162849635 0.2328936968
0.9446972308 0.9487714731
0.4498288638 0.0667293277
0.6965970088 0.5133311215
0.1102627646 0.4502095587
0.5974367999 0.3973026687
0.0846985509 1.0168010199
0.7243011025 0.9504021204
0.7343005279 0.1189586621
0.9010370742 0.0351986554
0.1359536573 0.2592473533
0.7055932250 0.2965972160
0.3501042129 0.3535482496
0.7338610803 0.1461939742
1.1101278984 0.4004290864
1.2981542655 0.3832461462
0.4947864104 0.3633467463
0.4269097104 0.3609819202
0.9247594816 0.0917704664
1.7937835669 0.7628087736
0.0510981531 0.6652367166
1.0085941478 0.3181482584
0.2097648534 0.7962160000
0.8594455110 0.1667906267
0.6641636278 1.5102888647
1.5762359100 0.6541681153
1.9905937263 0.6217321740
0.6263934946 1.0318974914
0.9372791915 0.4600827160
0.0535695051 1.2354501653
0.8441401553 1.6004911086
2.7282942422 0.3385192628
1.7255172072 0.7625798604
1.3730499916 0.1490582733
1.1037619962 1.6158262546
1.3919397357 0.5986797388
0.4594769947 1.2109610225
2.1043955899 1.0489840303
0.4324617127 0.7822931777
1.4792834193 0.1850028801
1.5330880129 0.2857335427
0.8460669068 0.0605866644
1.4280318431 1.6186497152
0.6139786347 0.6413008525
1.8862147193 0.3072037560
1.4094839701 0.7356728095
1.9221166113 0.4883520465
0.8462572840 1.2057969844
1.5670905234 0.8278928271
0.8721772702 0.0730082324
2.0752030917 0.4644149753
2.1917586362 0.4415240308
2.5035245160 1.1922138686
1.6224756046 0.1825094496
1.0151949656 0.9856027877
1.5504816021 0.2218906698
2.3456000939 1.0247440620
1.6228024715 0.1510108069
1.4248147502 0.5563452760
0.0938026632 0.1687348244
2.2886915656 1.1013098633
1.6658344673 0.4318092788
1.5583860132 0.3248597104
1.4715681223 1.2887543839
0.2446090786 0.2037517764
1.1720408254 1.0835360243
2.1308646978 0.4247552092
1.0182424687 0.2973370678
1.4639129441 0.8051046271
0.7981582605 0.6119438100
1.2255320233 0.9655646399
1.4929243163 0.4465993010
0.6549210474 0.0571225369
0.2428342154 0.0324754408
1.0677364627 0.5144164450
0.2153671120 1.0931464406
0.0416001084 0.2112405996
0.4357246559 1.1021197032
0.9838762651 0.5989967217
0.8630437220 0.3772097883
1.5488932487 0.9452762126
0.4891242581 0.2871886792
1.1003616946 0.9591558863
0.7883967062 1.7649175862
0.6137047727 3.2246920001
2.0453194043 2.4053609203
3.1008255092 3.9734966618
4.2381214402 3.1639089472
5.1593241394 1.9788666380
4.0748108254 3.4696672744
6.1152288680 5.6714676180
6.1179351540 4.6656657668
7.3429971605 4.9709919419
7.7611535875 5.1205204345
8.1329723481 3.3173236614
9.8651632636 5.0154575962
