2.4376828901 2.6518346885
2.7516724471 1.9477002577
4.6535286028 3.2225137085
5.0480621273 3.8497118374
4.9230873977 4.9413180290
5.5022235481 4.2624345108
7.0129763904 5.6775479421
7.4361555861 6.5088379680
8.5357530912 8.3912142800
8.9272659019 8.6852832677
10.1839019451 9.7137767508
11.6514442728 10.4938920194
11.2106358629 11.3140621868
11.9790156355 11.0614494490
12.7220300337 13.5977882468
14.1247055169 14.0248636469
15.1411358336 13.8080578136
14.5417398132 14.7018629748
16.2952849635 15.7461063032
17.7646972308 17.7687714731
18.1108288638 17.5942706723
17.8054029912 17.9886688785
19.2327372354 19.7932095587
20.7814367999 19.7866973313
21.1096985509 20.0081989801
22.5903011025 20.9155978796
21.9726994721 22.5880413379
24.4490370742 23.5831986554
24.5249536573 24.6482473533
25.9355932250 24.9334027840
25.7208957871 25.7174517504
26.1781389197 27.0581939742
26.6428721016 27.3525709136
27.2958457345 28.2107538538
28.9402135896 29.0716532537
29.8490902896 29.9150180798
30.1922405184 31.2087704664
30.1642164331 31.1951912264
32.8500981531 32.1337632834
32.6314058522 33.3218517416
34.2712351466 33.6847840000
34.4625544890 35.1552093733
35.4988363722 34.6527111353
35.4277640900 36.3498318847
35.8544062737 37.2232678260
38.0596065054 37.6541025086
38.5897208085 39.9870827160
40.3144304949 39.1325498347
40.3648598447 39.6085088914
39.3217057578 41.7114807372
41.1654827928 42.1284201396
42.3589500084 43.8810582733
43.4692380038 42.9571737454
44.0220602643 44.8153202612
45.7955230053 45.0440389775
44.9916044101 46.0470159697
47.5045382873 47.1547068223
47.2987165807 48.5929971199
48.0859119871 49.3332664573
49.6139330932 50.5205866644
49.8729681569 49.6823502848
51.5280213653 51.5006991475
51.0967852807 52.6757962440
52.4145160299 53.0883271905
52.7428833887 55.1533520465
54.6597427160 54.3002030156
54.7799094766 57.1748928271
56.3158227298 57.1149917676
55.9537969083 57.5645850247
56.6782413638 58.4284759692
57.2074754840 58.5187861314
58.9295243954 60.3694905504
60.3778050344 60.4073972123
60.6835183979 62.0121093302
60.7293999061 62.0502559380
62.2931975285 63.7649891931
63.3321852498 65.3133452760
65.6918026632 65.4292651756
64.1503084344 67.5403098633
65.6141655327 67.7118092788
66.5626139868 68.4458597104
67.4904318777 70.2507543839
69.5583909214 70.0067517764
69.4719591746 71.7275360243
69.3541353022 71.9097552092
71.3077575313 72.0286629322
71.7030870559 72.3618953729
73.2098417395 73.3960561900
73.6234679767 75.8145646399
74.1970756837 76.1365993010
75.8760789526 76.5881225369
77.1291657846 77.4044754408
77.1452635373 78.7274164450
79.2693671120 80.1471464406
79.8533998916 80.1062405996
80.3002753441 81.8381197032
80.5931237349 82.1759967217
81.5549562780 82.7952097883
81.7101067513 84.2042762126
83.6108757419 84.3871886792
91.4096383054 93.4691558863
101.7083967062 102.6849175862
109.9437047727 112.5546920001
119.7853194043 120.1453609203
129.2508255092 130.1234966618
138.7981214402 137.7239089472
148.1293241394 144.9488666380
155.4548108254 154.8496672744
165.9052288680 165.4614676180
174.3179351540 172.8656657668
183.9529971605 181.5809919419
192.7811535875 190.1405204345
201.5629723481 196.7473236614
211.7051632636 206.8554575962
218.3160119825 217.2666041305
228.1086473657 223.2300206527
239.0319923000 230.6083541810
245.8416686381 240.8835084825
256.5775053727 247.2644852867
264.7765936283 255.8943305275
272.9113266788 265.6099306398
282.6550696343 270.8334675787
287.8151232530 278.9154940679
298.9489882360 289.1322329493
