2342.4142797147 1136.4577873457 2.6533718005 1.2304858813 0.2908266210 579.2332742081 2.1949609837 1.7106419048
2376.1146615898 1244.9177433340 2.5818042468 1.2602297810 0.2634116782 543.7499801070 2.0321149664 1.7654794202
2354.4218232032 1044.1616898211 2.6832704659 1.2344922239 0.2149698835 633.4736800618 1.9771380287 1.7039499054
2365.6057278242 1189.3293309847 2.6006785154 1.1704575747 0.2406245337 566.3436821175 2.0299295414 1.6572207988
2329.0530014071 1107.8926647944 2.6143212055 1.2349625956 0.2883468315 588.4439149043 2.0955184151 1.7058287893
2353.7458089526 1310.5627928387 2.5451384464 1.1773009477 0.1967718380 499.4389292709 2.1013637977 1.6822301840
2331.2270605277 1229.2536357319 2.5560326756 1.2222967761 0.3067259052 528.9300152090 2.1006092472 1.7198396913
2353.4411443652 1189.6156560524 2.5830089951 1.1998028694 0.1948290903 560.0054931499 2.0390835724 1.6894200527
2391.0596178252 1294.9349176586 2.4947871159 1.1815760966 0.1847108341 527.6256916719 2.0130488141 1.6777438894
2532.0515757661 901.4217268054 3.0983050524 1.0608013227 0.2282513920 799.3118610207 1.6168230024 1.6034504603
2350.5145800701 1178.4444779150 2.5278659615 1.1933184374 0.2947297937 564.6273311568 2.1158835017 1.6830274794
2345.9585375320 1110.1163039524 2.5462951288 1.1721252819 0.2302402650 597.0176714679 2.0877173127 1.6479562383
2366.9023994668 1106.8883114823 2.5633826555 1.1173885284 0.2974208440 609.3668724834 2.0208398630 1.6084958630
2356.5284478636 1255.8934531016 2.4997539845 1.1512616770 0.2264699514 529.6160389297 2.0369145495 1.6788954120
2346.3336469977 1025.5644815554 2.6192549896 1.2271353669 0.2457817390 639.0414014440 2.0482295572 1.7016662414
2364.7249510205 977.8274799560 2.6618938678 1.2036166952 0.2582985155 671.7714638194 2.0313625658 1.6930331693
2389.4973074021 1013.5223973255 2.6666693763 1.0720275441 0.2698148887 666.9471699393 1.9768273070 1.5612553540
2383.0883839912 1000.7202681402 2.6687022067 1.1756503323 0.2142359254 669.8347865017 2.0008500639 1.6461808122
2378.1198815110 1114.7587855655 2.5886886742 1.1542167694 0.2304049621 610.7054580284 2.0108782110 1.6401417978
2403.9012633381 1179.1255239357 2.5896877102 1.1655402854 0.2071988230 591.1708614562 2.0181358239 1.6562904022
2387.4155626751 1104.7606683852 2.6125945414 1.2444458838 0.2292268854 619.7705269940 2.0384365954 1.7118582545
2354.6399788121 1025.9025074719 2.6018189887 1.2020567903 0.2416076202 642.6666101477 2.1031115224 1.6607378878
2345.0304739710 1194.1667295494 2.5356864312 1.2325401806 0.2848654362 553.2607704570 2.2550806996 1.7084804585
2403.3144171602 1282.8767515125 2.5311099890 1.2178940662 0.2183209069 538.6947344673 2.0354524341 1.7096594679
2381.3257524507 1178.8204596112 2.5826949494 1.2280578890 0.1928405926 580.4144195138 1.9359633210 1.7046892120
2384.5330239937 1325.1766121394 2.5345548674 1.1459285094 0.2559655058 508.3178459117 2.0443513938 1.6672486750
2359.4960352876 1097.1381852696 2.6313935679 1.1834255981 0.2565839800 609.6134982348 2.0306498489 1.6601864513
2381.0054941324 1335.7355460600 2.5642966120 1.2037052406 0.2700254572 500.7745070359 2.1078295696 1.7228252460
2380.9153417285 1206.2955641471 2.6250397217 1.1605314596 0.2069652082 565.9153892804 1.9626413593 1.6343601279
2356.9193612013 1228.8635609873 2.5785490143 1.2119464940 0.3665302825 542.3068159249 2.0942044184 1.6792483969
2380.2538328770 1309.4619036986 2.5550696095 1.3078247266 0.3492097725 513.5684407720 2.0474070717 1.8130610541
2394.8824630201 1167.1405189423 2.6554395404 1.2124355794 0.1642109015 592.8406547790 1.8917961845 1.6912799258
