0.7653991326 0.6927004515 0.6933145531 0.6126065272
0.7783324024 0.7054351466 0.7104996260 0.6253858544
0.7933348211 0.7196237666 0.7284042657 0.6394222455
0.8089148963 0.7349643634 0.7457790773 0.6541829542
0.8243721958 0.7514691616 0.7641164846 0.6686167021
0.8407624635 0.7686420684 0.7834896943 0.6836747477
0.8576333068 0.7858293733 0.8029085912 0.7000514513
0.8754381813 0.8037170733 0.8223421950 0.7169453057
0.8937210858 0.8219207320 0.8424169102 0.7332323847
0.9991241366 0.9292464696 0.9603848592 0.8331378022
1.2304375946 1.1653313974 1.2142044585 1.0585499059
1.5066417144 1.4468893231 1.5093223233 1.3312487225
1.8149590288 1.7632357449 1.8361879829 1.6415360527
2.1450438854 2.1000297558 2.1830054483 1.9807213675
2.4977425031 2.4589234030 2.5482891946 2.3417564887
2.8596426417 2.8293050116 2.9231218329 2.7096915336
3.2276772668 3.2042579591 3.3026139942 3.0835612262
3.5965220347 3.5808100956 3.6826299323 3.4687152696
4.1497754796 4.1412668331 4.2531106387 4.0343965915
4.9141279588 4.9226534101 5.0344408494 4.8011511654
5.6729480235 5.7054486157 5.7977225780 5.5684166837
6.4160092415 6.4732442889 6.5609754063 6.3382202961
7.1512529629 7.2310144043 7.3321021263 7.0955655090
10.7138970827 10.8420363266 10.9532942191 10.6590570821
17.5824522175 17.7813500038 17.8666167017 17.5613549246
23.6005749201 23.8380672039 23.8818167893 23.6035630577
28.8136189232 29.0228389549 29.0931513480 28.9142632541
33.3655750967 33.5026308807 33.6189070788 33.5775325903
37.2986189834 37.4196096046 37.5410188552 37.7048640303
40.6618307273 40.7938803179 40.9492184280 41.3445819508
43.6403689094 43.8052735070 44.0041858769 44.4815110825
46.2428842944 46.4744638036 46.6704439077 47.2039433835
48.5385655241 48.8131090912 49.0248379029 49.6290386410
50.6073942292 50.9247218703 51.1920810891 51.7706463606
52.4719040918 52.8761975729 53.1444453275 53.6316904670
54.1906730278 54.6753276198 54.9307001856 55.2964073438
55.8220799168 56.3444176704 56.6157203403 56.8005921782
57.3985794907 57.9230998761 58.1983304717 58.1672165716
58.9862163137 59.4310990832 59.6799763094 59.4343928473
60.6144919436 60.8828195081 61.0988813485 60.6713718669
62.3016673625 62.2858783818 62.4687059252 61.9282247043
64.1149499600 63.6551375992 63.8109510784 63.2561812243
66.1146370720 64.9786907490 65.1592664956 64.6790163081
68.3045188571 66.3227697996 66.4818167239 66.2987212416
70.6842386374 67.6606283178 67.7793284797 68.2270209596
73.2297541905 68.9296213031 69.0836557485 70.5489948259
75.9694510651 70.2107020581 70.3960034516 73.3720803338
78.9515784176 71.5055186623 71.7109286556 76.7401575711
82.1898247181 72.8012979952 73.0521763344 80.7162996602
85.6352409129 74.0757500283 74.4057645965 85.1935298097
89.0247375914 75.2857731550 75.7060486873 89.8444076698
92.2959936972 76.4711704688 77.0138152982 94.5564159345
95.5365796736 77.6268253221 78.2912640469 98.8925292069
98.8575447510 78.6788511016 79.4460060524 102.2194783453
