9.0450823971 9.1265292899 8.2797185846 7.9365671105
16.3408010024 16.5233059111 16.4389937578 16.4381784820
24.4485232757 24.4993783720 25.7073033775 24.7936642381
33.5777778059 32.9753971351 33.9229118528 34.0817222491
41.7026941123 41.5765414706 42.1001762030 42.4898416266
50.1155145427 50.6204816927 50.6763039224 50.6440722233
58.6685385691 59.2259373571 59.2499265672 59.0819075162
67.0251255788 67.6435030697 67.3572822083 67.9863206526
75.9662903056 76.3370632863 75.4876167167 76.2905279789
84.2528347502 84.4868151868 83.6958292944 83.9967356355
168.2661595082 168.1798138321 166.4660470672 166.4853144379
252.9467600881 250.9328115415 249.2909534269 249.2584115043
339.4637949747 337.0203291746 335.1759340677 334.0551790853
423.4177901758 420.9342323715 419.9340645066 418.6785131675
508.3893571006 505.5525924292 505.6186254221 505.2904816154
594.2760025333 591.9363311442 591.9864261660 591.2863625929
676.9302439148 675.9166655595 676.9022429788 674.8544099359
761.3708111028 760.5032544941 761.8900167100 759.5880420273
841.1807420215 842.3704248931 844.5250294701 845.4116052065
1008.4411842663 1009.0087615881 1014.6060383037 1010.7053140075
1173.4761474110 1180.1198357880 1181.9082324136 1177.8916495249
1338.0743217533 1345.9912723127 1343.4354591796 1343.2372647035
1497.7745733494 1511.9087160651 1512.3137418686 1513.7702916801
1662.2514993794 1675.4695156230 1678.9883630918 1676.1432870117
3337.7806903011 3330.6664367614 3335.5781733992 3347.9282241748
5066.6219594166 5032.1328942739 5024.3374156803 5064.3647667980
6792.0019394856 6755.9414318265 6736.1582176693 6753.4589170948
8470.3114035359 8419.5898375430 8425.0802309126 8448.4394154009
10172.8084065635 10131.5261734670 10132.8747986836 10095.4291873621
11792.6714006179 11796.7266413706 11788.6466895016 11796.0450489127
13421.6773387401 13453.8832160916 13465.4723038080 13443.8015934239
15083.4847160511 15166.4288268522 15178.0979026872 15090.3864794220
16704.3699045816 16822.9998578825 16799.0415311748 16708.7930014205
18378.7515869246 18473.6156403180 18478.2485492267 18424.2146587535
20047.3828765141 20133.2807987222 20171.5788972766 20074.5145193548
21726.3235719343 21833.4161195963 21822.2903330649 21764.8622530087
23409.5780430575 23497.4451539650 23506.5096361878 23455.4767573141
25124.3683409752 25188.1186983339 25213.5089311076 25184.4723371793
26813.3748624240 26867.8625273290 26903.4982435975 26866.0833662605
28582.3584194278 28574.0651357239 28567.8515726180 28569.8027534883
30292.0150947056 30261.7414302561 30256.3825691731 30286.8426916361
32033.8947014460 31961.1489817313 31912.8304429756 32029.0942056061
33772.5812058147 33649.3900269353 33616.5806452947 33769.0040177878
35576.6332579328 35296.8834878796 35347.1275722490 35439.1613580095
37314.8283240526 37086.4046209075 37022.0788978393 37189.8678518016
39071.6564170255 38753.2987592484 38707.8018824371 38926.5135881405
40712.4748819219 40393.2989419811 40405.7332763689 40707.4154844211
42405.1168483352 42115.8747468193 42106.9309141219 42473.4548671248
44039.1688399605 43814.2139966569 43798.5187587254 44216.6854892631
45735.4808069241 45564.1908973872 45549.4620673485 45942.8186274604
47334.4871364455 47232.4534833974 47250.9497531120 47551.3049569896
48784.2275411890 48839.8129592215 48845.1423421502 48980.5270435130
50137.1113129264 50476.3250204104 50546.8799395354 50328.7175084008
51457.5220022587 52041.5300369542 52047.5804725959 51355.7083063039
52797.8272625546 53431.2485578222 53430.5660197145 52066.7280498474
